,Mean,data,for,UKR,Province=,2:,"Chernihiv,",from,1981,to,2017<br>The,data.1,below,were,extracted,from.1,weekly,files,like:,"../AVHRR_VHP/4km/ts_L1_v1/ByWeek/VHP_L1_Mean_198135.txt<br><tt><pre>year,week,,","provinceID,","SMN,SMT,VCI,TCI,VHI"
279,1987,13.0,"0.051,265.30,","0.37,","97.25,",48.81,,,,,,,,,,,,,,,,
280,1987,14.0,"0.070,269.41,","0.37,","98.03,",49.2,,,,,,,,,,,,,,,,
281,1987,15.0,"0.099,274.53,","0.93,","98.66,",49.8,,,,,,,,,,,,,,,,
282,1987,16.0,"0.128,278.78,","2.03,","98.58,",50.3,,,,,,,,,,,,,,,,
283,1987,17.0,"0.162,282.81,","3.65,","95.85,",49.75,,,,,,,,,,,,,,,,
284,1987,18.0,"0.198,285.60,","4.27,","92.79,",48.53,,,,,,,,,,,,,,,,
285,1987,19.0,"0.245,287.53,","7.03,","90.49,",48.76,,,,,,,,,,,,,,,,
286,1987,20.0,"0.291,289.32,","10.27,","85.85,",48.06,,,,,,,,,,,,,,,,
287,1987,21.0,"0.333,291.02,","14.11,","77.62,",45.87,,,,,,,,,,,,,,,,
288,1987,22.0,"0.370,292.37,","20.51,","67.46,",43.99,,,,,,,,,,,,,,,,
289,1987,23.0,"0.398,292.94,","26.41,","66.31,",46.36,,,,,,,,,,,,,,,,
290,1987,24.0,"0.425,293.70,","37.41,","63.11,",50.26,,,,,,,,,,,,,,,,
291,1987,25.0,"0.450,294.25,","50.83,","61.96,",56.4,,,,,,,,,,,,,,,,
292,1987,26.0,"0.468,294.75,","63.14,","59.17,",61.15,,,,,,,,,,,,,,,,
293,1987,27.0,"0.479,295.20,","71.60,","57.29,",64.44,,,,,,,,,,,,,,,,
294,1987,28.0,"0.476,295.23,","73.24,","60.52,",66.88,,,,,,,,,,,,,,,,
295,1987,29.0,"0.465,295.00,","70.83,","66.40,",68.61,,,,,,,,,,,,,,,,
296,1987,30.0,"0.450,294.65,","66.26,","71.82,",69.04,,,,,,,,,,,,,,,,
297,1987,31.0,"0.430,293.71,","58.70,","79.94,",69.32,,,,,,,,,,,,,,,,
298,1987,32.0,"0.414,292.85,","53.06,","85.58,",69.32,,,,,,,,,,,,,,,,
299,1987,33.0,"0.399,292.04,","49.55,","87.04,",68.29,,,,,,,,,,,,,,,,
300,1987,34.0,"0.383,291.14,","46.20,","85.57,",65.89,,,,,,,,,,,,,,,,
301,1987,35.0,"0.370,290.10,","46.65,","82.66,",64.65,,,,,,,,,,,,,,,,
302,1987,36.0,"0.353,288.75,","47.80,","79.77,",63.79,,,,,,,,,,,,,,,,
303,1987,37.0,"0.336,287.45,","50.94,","77.23,",64.09,,,,,,,,,,,,,,,,
304,1987,38.0,"0.318,286.11,","52.67,","76.31,",64.49,,,,,,,,,,,,,,,,
305,1987,39.0,"0.301,284.64,","54.71,","73.84,",64.27,,,,,,,,,,,,,,,,
306,1987,40.0,"0.283,283.48,","57.61,","63.10,",60.35,,,,,,,,,,,,,,,,
307,1987,41.0,"0.261,281.71,","58.80,","58.81,",58.81,,,,,,,,,,,,,,,,
308,1987,42.0,"0.237,279.17,","59.02,","62.84,",60.93,,,,,,,,,,,,,,,,
309,1987,43.0,"0.209,276.88,","58.14,","58.20,",58.17,,,,,,,,,,,,,,,,
310,1987,44.0,"0.176,273.91,","54.23,","55.93,",55.08,,,,,,,,,,,,,,,,
311,1987,45.0,"0.140,270.97,","45.61,","54.56,",50.08,,,,,,,,,,,,,,,,
312,1987,46.0,"0.106,268.59,","33.38,","48.74,",41.06,,,,,,,,,,,,,,,,
313,1987,47.0,"0.082,265.51,","24.92,","50.63,",37.77,,,,,,,,,,,,,,,,
314,1987,48.0,"0.066,262.71,","19.13,","53.95,",36.54,,,,,,,,,,,,,,,,
315,1987,49.0,"0.056,260.76,","16.26,","55.06,",35.66,,,,,,,,,,,,,,,,
316,1987,50.0,"0.050,259.75,","14.51,","54.38,",34.45,,,,,,,,,,,,,,,,
317,1987,51.0,"0.045,259.31,","13.37,","52.51,",32.94,,,,,,,,,,,,,,,,
318,1987,52.0,"0.042,258.36,","13.18,","53.79,",33.48,,,,,,,,,,,,,,,,
319,1988,1.0,"0.040,257.78,","14.51,","52.13,",33.32,,,,,,,,,,,,,,,,
320,1988,2.0,"0.041,256.94,","15.81,","55.97,",35.89,,,,,,,,,,,,,,,,
321,1988,3.0,"0.041,256.82,","16.44,","58.83,",37.64,,,,,,,,,,,,,,,,
322,1988,4.0,"0.040,257.35,","16.87,","59.40,",38.14,,,,,,,,,,,,,,,,
323,1988,5.0,"0.041,256.76,","20.13,","66.13,",43.13,,,,,,,,,,,,,,,,
324,1988,6.0,"0.043,257.08,","21.51,","70.42,",45.97,,,,,,,,,,,,,,,,
325,1988,7.0,"0.044,257.28,","19.54,","77.14,",48.34,,,,,,,,,,,,,,,,
326,1988,8.0,"0.045,257.21,","17.84,","84.44,",51.14,,,,,,,,,,,,,,,,
327,1988,9.0,"0.051,257.85,","18.59,","87.41,",53.0,,,,,,,,,,,,,,,,
328,1988,10.0,"0.055,259.86,","17.63,","86.16,",51.89,,,,,,,,,,,,,,,,
329,1988,11.0,"0.063,263.72,","18.04,","78.19,",48.12,,,,,,,,,,,,,,,,
330,1988,12.0,"0.073,268.01,","17.86,","70.90,",44.38,,,,,,,,,,,,,,,,
331,1988,13.0,"0.086,272.34,","17.87,","65.68,",41.77,,,,,,,,,,,,,,,,
332,1988,14.0,"0.110,276.59,","20.63,","61.08,",40.86,,,,,,,,,,,,,,,,
333,1988,15.0,"0.140,279.25,","22.18,","67.78,",44.98,,,,,,,,,,,,,,,,
334,1988,16.0,"0.169,282.04,","22.52,","73.00,",47.76,,,,,,,,,,,,,,,,
335,1988,17.0,"0.199,284.29,","22.08,","80.90,",51.49,,,,,,,,,,,,,,,,
336,1988,18.0,"0.240,286.56,","24.72,","81.31,",53.02,,,,,,,,,,,,,,,,
337,1988,19.0,"0.284,289.34,","26.75,","71.64,",49.19,,,,,,,,,,,,,,,,
338,1988,20.0,"0.323,291.23,","27.75,","65.99,",46.87,,,,,,,,,,,,,,,,
339,1988,21.0,"0.353,292.17,","27.08,","65.51,",46.29,,,,,,,,,,,,,,,,
340,1988,22.0,"0.379,292.80,","27.71,","62.93,",45.32,,,,,,,,,,,,,,,,
341,1988,23.0,"0.400,293.07,","29.83,","64.78,",47.3,,,,,,,,,,,,,,,,
342,1988,24.0,"0.420,293.62,","35.90,","63.84,",49.87,,,,,,,,,,,,,,,,
343,1988,25.0,"0.431,293.66,","39.63,","68.36,",53.99,,,,,,,,,,,,,,,,
344,1988,26.0,"0.438,293.99,","43.54,","67.65,",55.59,,,,,,,,,,,,,,,,
345,1988,27.0,"0.448,294.84,","51.20,","61.24,",56.22,,,,,,,,,,,,,,,,
346,1988,28.0,"0.452,295.26,","57.81,","60.28,",59.04,,,,,,,,,,,,,,,,
347,1988,29.0,"0.447,295.23,","59.34,","64.26,",61.8,,,,,,,,,,,,,,,,
348,1988,30.0,"0.435,294.90,","56.99,","69.53,",63.26,,,,,,,,,,,,,,,,
349,1988,31.0,"0.428,294.63,","57.38,","71.17,",64.28,,,,,,,,,,,,,,,,
350,1988,32.0,"0.418,294.50,","55.96,","69.10,",62.53,,,,,,,,,,,,,,,,
351,1988,33.0,"0.398,293.94,","49.09,","66.73,",57.91,,,,,,,,,,,,,,,,
352,1988,34.0,"0.370,292.86,","39.05,","65.39,",52.22,,,,,,,,,,,,,,,,
353,1988,35.0,"0.343,291.63,","32.93,","63.86,",48.4,,,,,,,,,,,,,,,,
354,1988,36.0,"0.330,290.51,","36.12,","58.71,",47.41,,,,,,,,,,,,,,,,
355,1988,37.0,"0.319,289.34,","42.14,","54.40,",48.27,,,,,,,,,,,,,,,,
356,1988,38.0,"0.309,288.02,","47.68,","52.14,",49.91,,,,,,,,,,,,,,,,
357,1988,39.0,"0.299,286.81,","53.73,","45.29,",49.51,,,,,,,,,,,,,,,,
358,1988,40.0,"0.292,285.61,","62.48,","34.88,",48.68,,,,,,,,,,,,,,,,
359,1988,41.0,"0.267,282.60,","62.40,","46.61,",54.5,,,,,,,,,,,,,,,,
360,1988,42.0,"0.249,280.76,","66.83,","43.38,",55.11,,,,,,,,,,,,,,,,
361,1988,43.0,"0.229,277.64,","70.04,","50.38,",60.21,,,,,,,,,,,,,,,,
362,1988,44.0,"0.208,274.04,","73.37,","54.79,",64.08,,,,,,,,,,,,,,,,
363,1988,45.0,"0.179,270.80,","71.28,","55.84,",63.56,,,,,,,,,,,,,,,,
364,1988,46.0,"0.136,267.43,","56.05,","56.04,",56.04,,,,,,,,,,,,,,,,
365,1988,47.0,"0.103,264.28,","42.33,","57.36,",49.85,,,,,,,,,,,,,,,,
366,1988,48.0,"0.082,261.59,","32.53,","59.38,",45.96,,,,,,,,,,,,,,,,
367,1988,49.0,"0.070,259.49,","28.38,","60.50,",44.44,,,,,,,,,,,,,,,,
368,1988,50.0,"0.062,258.55,","25.99,","59.26,",42.62,,,,,,,,,,,,,,,,
369,1988,51.0,"0.058,258.34,","26.55,","56.59,",41.57,,,,,,,,,,,,,,,,
370,1988,52.0,"0.050,258.56,","21.37,","52.99,",37.18,,,,,,,,,,,,,,,,
371,1989,1.0,"0.049,259.46,","24.19,","45.21,",34.7,,,,,,,,,,,,,,,,
372,1989,2.0,"0.053,262.04,","28.54,","33.53,",31.04,,,,,,,,,,,,,,,,
373,1989,3.0,"0.056,265.23,","31.45,","21.44,",26.44,,,,,,,,,,,,,,,,
374,1989,4.0,"0.061,267.62,","37.41,","15.04,",26.22,,,,,,,,,,,,,,,,
375,1989,5.0,"0.070,269.60,","46.43,","12.55,",29.49,,,,,,,,,,,,,,,,
376,1989,6.0,"0.079,271.34,","52.14,","11.54,",31.84,,,,,,,,,,,,,,,,
377,1989,7.0,"0.088,272.81,","54.17,","11.20,",32.69,,,,,,,,,,,,,,,,
378,1989,8.0,"0.097,274.41,","53.94,","10.24,",32.09,,,,,,,,,,,,,,,,
379,1989,9.0,"0.109,276.10,","55.31,","8.75,",32.03,,,,,,,,,,,,,,,,
380,1989,10.0,"0.127,277.87,","59.33,","8.95,",34.14,,,,,,,,,,,,,,,,
381,1989,11.0,"0.148,279.98,","63.76,","6.36,",35.06,,,,,,,,,,,,,,,,
382,1989,12.0,"0.172,282.12,","68.50,","7.13,",37.82,,,,,,,,,,,,,,,,
383,1989,13.0,"0.195,283.98,","72.34,","8.08,",40.21,,,,,,,,,,,,,,,,
384,1989,14.0,"0.218,285.90,","75.35,","8.07,",41.71,,,,,,,,,,,,,,,,
385,1989,15.0,"0.242,287.71,","75.33,","9.82,",42.58,,,,,,,,,,,,,,,,
386,1989,16.0,"0.265,289.25,","71.10,","15.13,",43.11,,,,,,,,,,,,,,,,
387,1989,17.0,"0.292,290.76,","67.52,","21.88,",44.7,,,,,,,,,,,,,,,,
388,1989,18.0,"0.328,292.07,","67.06,","27.98,",47.52,,,,,,,,,,,,,,,,
389,1989,19.0,"0.365,293.17,","67.65,","32.13,",49.89,,,,,,,,,,,,,,,,
390,1989,20.0,"0.402,294.18,","70.94,","34.60,",52.77,,,,,,,,,,,,,,,,
391,1989,21.0,"0.427,295.30,","70.03,","32.24,",51.14,,,,,,,,,,,,,,,,
392,1989,22.0,"0.434,295.89,","61.68,","30.91,",46.29,,,,,,,,,,,,,,,,
393,1989,23.0,"0.432,295.92,","49.40,","34.75,",42.07,,,,,,,,,,,,,,,,
394,1989,24.0,"0.429,296.07,","40.28,","36.94,",38.61,,,,,,,,,,,,,,,,
395,1989,25.0,"0.423,296.00,","33.98,","41.77,",37.88,,,,,,,,,,,,,,,,
396,1989,26.0,"0.422,296.09,","32.67,","43.98,",38.33,,,,,,,,,,,,,,,,
397,1989,27.0,"0.418,296.12,","31.33,","47.34,",39.33,,,,,,,,,,,,,,,,
398,1989,28.0,"0.406,295.99,","27.38,","52.49,",39.94,,,,,,,,,,,,,,,,
399,1989,29.0,"0.390,295.85,","23.72,","57.88,",40.8,,,,,,,,,,,,,,,,
400,1989,30.0,"0.372,295.63,","20.09,","62.44,",41.26,,,,,,,,,,,,,,,,
401,1989,31.0,"0.364,295.74,","20.09,","60.36,",40.22,,,,,,,,,,,,,,,,
402,1989,32.0,"0.360,296.23,","21.59,","51.48,",36.54,,,,,,,,,,,,,,,,
403,1989,33.0,"0.348,295.78,","20.79,","46.83,",33.81,,,,,,,,,,,,,,,,
404,1989,34.0,"0.337,295.07,","21.65,","39.09,",30.37,,,,,,,,,,,,,,,,
405,1989,35.0,"0.324,294.32,","22.96,","30.65,",26.8,,,,,,,,,,,,,,,,
406,1989,36.0,"0.311,293.03,","26.43,","28.69,",27.56,,,,,,,,,,,,,,,,
407,1989,37.0,"0.291,291.58,","27.49,","27.78,",27.64,,,,,,,,,,,,,,,,
408,1989,38.0,"0.270,289.51,","27.48,","33.34,",30.41,,,,,,,,,,,,,,,,
409,1989,39.0,"0.259,287.63,","32.12,","34.25,",33.19,,,,,,,,,,,,,,,,
410,1989,40.0,"0.252,286.12,","39.78,","28.04,",33.91,,,,,,,,,,,,,,,,
411,1989,41.0,"0.235,284.19,","43.25,","25.82,",34.54,,,,,,,,,,,,,,,,
412,1989,42.0,"0.218,282.16,","47.60,","26.46,",37.03,,,,,,,,,,,,,,,,
413,1989,43.0,"0.201,279.71,","53.79,","28.83,",41.31,,,,,,,,,,,,,,,,
414,1989,44.0,"0.190,277.58,","64.03,","23.27,",43.65,,,,,,,,,,,,,,,,
415,1989,45.0,"0.168,275.39,","65.89,","21.78,",43.83,,,,,,,,,,,,,,,,
416,1989,46.0,"0.136,271.85,","56.89,","28.63,",42.76,,,,,,,,,,,,,,,,
417,1989,47.0,"0.108,268.64,","46.78,","34.06,",40.42,,,,,,,,,,,,,,,,
418,1989,48.0,"0.089,266.15,","38.87,","38.43,",38.65,,,,,,,,,,,,,,,,
419,1989,49.0,"0.078,264.53,","35.67,","39.69,",37.68,,,,,,,,,,,,,,,,
420,1989,50.0,"0.066,263.18,","31.04,","40.53,",35.79,,,,,,,,,,,,,,,,
421,1989,51.0,"0.061,263.10,","30.54,","36.80,",33.67,,,,,,,,,,,,,,,,
422,1989,52.0,"0.065,264.43,","39.90,","28.22,",34.06,,,,,,,,,,,,,,,,
423,1990,1.0,"0.069,265.94,","50.41,","16.39,",33.4,,,,,,,,,,,,,,,,
424,1990,2.0,"0.073,267.43,","53.93,","9.31,",31.62,,,,,,,,,,,,,,,,
425,1990,3.0,"0.079,268.75,","57.44,","5.81,",31.62,,,,,,,,,,,,,,,,
426,1990,4.0,"0.087,270.32,","64.30,","3.34,",33.82,,,,,,,,,,,,,,,,
427,1990,5.0,"0.095,272.12,","71.16,","1.98,",36.57,,,,,,,,,,,,,,,,
428,1990,6.0,"0.104,273.83,","74.76,","1.20,",37.98,,,,,,,,,,,,,,,,
429,1990,7.0,"0.116,275.10,","76.06,","1.34,",38.7,,,,,,,,,,,,,,,,
430,1990,8.0,"0.128,276.36,","75.38,","1.44,",38.41,,,,,,,,,,,,,,,,
431,1990,9.0,"0.143,277.72,","76.93,","1.32,",39.13,,,,,,,,,,,,,,,,
432,1990,10.0,"0.166,279.74,","81.97,","0.69,",41.33,,,,,,,,,,,,,,,,
433,1990,11.0,"0.184,280.91,","82.98,","1.93,",42.45,,,,,,,,,,,,,,,,
434,1990,12.0,"0.202,283.26,","83.88,","1.78,",42.83,,,,,,,,,,,,,,,,
435,1990,13.0,"0.215,285.14,","82.46,","2.05,",42.26,,,,,,,,,,,,,,,,
436,1990,14.0,"0.228,286.61,","80.53,","3.63,",42.08,,,,,,,,,,,,,,,,
437,1990,15.0,"0.247,287.75,","78.10,","8.77,",43.44,,,,,,,,,,,,,,,,
438,1990,16.0,"0.271,288.44,","74.09,","21.51,",47.8,,,,,,,,,,,,,,,,
439,1990,17.0,"0.302,289.21,","71.96,","36.72,",54.34,,,,,,,,,,,,,,,,
440,1990,18.0,"0.336,289.91,","71.24,","50.24,",60.74,,,,,,,,,,,,,,,,
441,1990,19.0,"0.365,290.44,","68.12,","61.07,",64.6,,,,,,,,,,,,,,,,
442,1990,20.0,"0.385,290.84,","61.27,","70.32,",65.79,,,,,,,,,,,,,,,,
443,1990,21.0,"0.391,290.50,","48.85,","82.74,",65.8,,,,,,,,,,,,,,,,
444,1990,22.0,"0.398,290.56,","39.60,","85.41,",62.5,,,,,,,,,,,,,,,,
445,1990,23.0,"0.413,291.44,","37.86,","81.57,",59.72,,,,,,,,,,,,,,,,
446,1990,24.0,"0.426,292.12,","38.70,","80.02,",59.36,,,,,,,,,,,,,,,,
447,1990,25.0,"0.432,292.95,","40.20,","76.74,",58.47,,,,,,,,,,,,,,,,
448,1990,26.0,"0.429,293.22,","37.40,","76.25,",56.83,,,,,,,,,,,,,,,,
449,1990,27.0,"0.421,293.17,","33.27,","78.62,",55.94,,,,,,,,,,,,,,,,
450,1990,28.0,"0.413,293.06,","31.98,","82.25,",57.11,,,,,,,,,,,,,,,,
451,1990,29.0,"0.401,292.82,","30.48,","87.45,",58.97,,,,,,,,,,,,,,,,
452,1990,30.0,"0.387,292.59,","28.66,","90.94,",59.8,,,,,,,,,,,,,,,,
453,1990,31.0,"0.379,292.45,","28.11,","91.53,",59.82,,,,,,,,,,,,,,,,
454,1990,32.0,"0.370,292.21,","26.90,","91.60,",59.25,,,,,,,,,,,,,,,,
455,1990,33.0,"0.358,291.61,","25.36,","91.21,",58.28,,,,,,,,,,,,,,,,
456,1990,34.0,"0.343,290.56,","23.91,","91.84,",57.87,,,,,,,,,,,,,,,,
457,1990,35.0,"0.324,289.27,","22.87,","91.94,",57.4,,,,,,,,,,,,,,,,
458,1990,36.0,"0.302,287.43,","22.02,","93.84,",57.93,,,,,,,,,,,,,,,,
459,1990,37.0,"0.281,285.76,","23.24,","94.71,",58.97,,,,,,,,,,,,,,,,
460,1990,38.0,"0.265,284.65,","25.45,","91.45,",58.45,,,,,,,,,,,,,,,,
461,1990,39.0,"0.250,283.39,","27.40,","87.42,",57.41,,,,,,,,,,,,,,,,
462,1990,40.0,"0.228,282.11,","27.06,","78.87,",52.97,,,,,,,,,,,,,,,,
463,1990,41.0,"0.207,280.65,","26.89,","70.18,",48.53,,,,,,,,,,,,,,,,
464,1990,42.0,"0.178,278.78,","23.37,","65.83,",44.6,,,,,,,,,,,,,,,,
465,1990,43.0,"0.144,275.80,","18.19,","68.13,",43.16,,,,,,,,,,,,,,,,
466,1990,44.0,"0.118,273.31,","16.76,","60.52,",38.64,,,,,,,,,,,,,,,,
467,1990,45.0,"0.098,272.13,","17.08,","45.90,",31.49,,,,,,,,,,,,,,,,
468,1990,46.0,"0.087,270.65,","19.21,","36.16,",27.69,,,,,,,,,,,,,,,,
469,1990,47.0,"0.082,269.67,","24.95,","28.79,",26.87,,,,,,,,,,,,,,,,
470,1990,48.0,"0.075,268.83,","26.26,","26.14,",26.2,,,,,,,,,,,,,,,,
471,1990,49.0,"0.067,267.33,","25.27,","28.05,",26.66,,,,,,,,,,,,,,,,
472,1990,50.0,"0.064,266.07,","28.93,","28.94,",28.94,,,,,,,,,,,,,,,,
473,1990,51.0,"0.064,265.24,","33.63,","28.25,",30.94,,,,,,,,,,,,,,,,
474,1990,52.0,"0.066,264.71,","40.05,","27.16,",33.6,,,,,,,,,,,,,,,,
475,1991,1.0,"0.071,264.69,","51.42,","21.59,",36.51,,,,,,,,,,,,,,,,
476,1991,2.0,"0.078,265.08,","59.52,","19.10,",39.31,,,,,,,,,,,,,,,,
477,1991,3.0,"0.082,264.67,","60.50,","23.22,",41.86,,,,,,,,,,,,,,,,
478,1991,4.0,"0.077,263.23,","55.15,","33.51,",44.33,,,,,,,,,,,,,,,,
479,1991,5.0,"0.069,263.32,","46.95,","38.27,",42.61,,,,,,,,,,,,,,,,
480,1991,6.0,"0.060,264.02,","36.71,","41.40,",39.06,,,,,,,,,,,,,,,,
481,1991,7.0,"0.054,263.90,","27.50,","48.80,",38.15,,,,,,,,,,,,,,,,
482,1991,8.0,"0.053,264.54,","23.36,","53.04,",38.2,,,,,,,,,,,,,,,,
483,1991,9.0,"0.053,265.35,","20.19,","55.99,",38.09,,,,,,,,,,,,,,,,
484,1991,10.0,"0.058,267.70,","19.36,","53.63,",36.5,,,,,,,,,,,,,,,,
485,1991,11.0,"0.068,271.14,","20.71,","45.60,",33.15,,,,,,,,,,,,,,,,
486,1991,12.0,"0.085,274.96,","24.03,","39.82,",31.92,,,,,,,,,,,,,,,,
487,1991,13.0,"0.104,278.16,","26.81,","37.27,",32.04,,,,,,,,,,,,,,,,
488,1991,14.0,"0.119,280.42,","25.20,","39.92,",32.56,,,,,,,,,,,,,,,,
489,1991,15.0,"0.143,282.76,","23.74,","44.90,",34.32,,,,,,,,,,,,,,,,
490,1991,16.0,"0.170,284.22,","23.06,","57.44,",40.25,,,,,,,,,,,,,,,,
491,1991,17.0,"0.201,285.33,","22.30,","74.37,",48.33,,,,,,,,,,,,,,,,
492,1991,18.0,"0.238,286.96,","23.55,","80.39,",51.97,,,,,,,,,,,,,,,,
493,1991,19.0,"0.281,288.20,","24.77,","84.22,",54.5,,,,,,,,,,,,,,,,
494,1991,20.0,"0.325,289.32,","28.73,","86.07,",57.4,,,,,,,,,,,,,,,,
495,1991,21.0,"0.365,290.69,","34.10,","80.89,",57.49,,,,,,,,,,,,,,,,
496,1991,22.0,"0.395,291.67,","38.03,","74.58,",56.3,,,,,,,,,,,,,,,,
497,1991,23.0,"0.424,292.80,","44.69,","67.85,",56.27,,,,,,,,,,,,,,,,
498,1991,24.0,"0.443,293.97,","50.35,","60.11,",55.23,,,,,,,,,,,,,,,,
499,1991,25.0,"0.458,295.08,","57.49,","52.29,",54.89,,,,,,,,,,,,,,,,
500,1991,26.0,"0.462,295.86,","59.75,","46.48,",53.11,,,,,,,,,,,,,,,,
501,1991,27.0,"0.449,295.58,","52.43,","52.93,",52.68,,,,,,,,,,,,,,,,
502,1991,28.0,"0.436,295.20,","47.26,","60.42,",53.84,,,,,,,,,,,,,,,,
503,1991,29.0,"0.421,295.08,","43.36,","65.36,",54.36,,,,,,,,,,,,,,,,
504,1991,30.0,"0.410,294.80,","42.15,","70.16,",56.16,,,,,,,,,,,,,,,,
505,1991,31.0,"0.395,294.41,","37.66,","73.04,",55.35,,,,,,,,,,,,,,,,
506,1991,32.0,"0.380,294.01,","33.17,","73.75,",53.46,,,,,,,,,,,,,,,,
507,1991,33.0,"0.370,293.56,","32.88,","70.61,",51.75,,,,,,,,,,,,,,,,
508,1991,34.0,"0.363,293.25,","35.57,","60.71,",48.14,,,,,,,,,,,,,,,,
509,1991,35.0,"0.351,292.56,","37.23,","52.47,",44.85,,,,,,,,,,,,,,,,
510,1991,36.0,"0.335,291.43,","38.38,","47.97,",43.18,,,,,,,,,,,,,,,,
511,1991,37.0,"0.322,290.40,","43.62,","41.92,",42.77,,,,,,,,,,,,,,,,
512,1991,38.0,"0.312,289.73,","49.61,","30.70,",40.16,,,,,,,,,,,,,,,,
513,1991,39.0,"0.294,288.25,","51.23,","26.50,",38.87,,,,,,,,,,,,,,,,
514,1991,40.0,"0.269,286.05,","49.64,","29.12,",39.38,,,,,,,,,,,,,,,,
515,1991,41.0,"0.240,283.37,","45.99,","36.80,",41.4,,,,,,,,,,,,,,,,
516,1991,42.0,"0.208,279.85,","41.38,","54.87,",48.12,,,,,,,,,,,,,,,,
517,1991,43.0,"0.172,275.80,","35.12,","69.48,",52.3,,,,,,,,,,,,,,,,
518,1991,44.0,"0.130,272.05,","24.45,","71.66,",48.05,,,,,,,,,,,,,,,,
519,1991,45.0,"0.101,269.09,","18.36,","67.85,",43.11,,,,,,,,,,,,,,,,
520,1991,46.0,"0.083,267.11,","16.31,","57.63,",36.97,,,,,,,,,,,,,,,,
521,1991,47.0,"0.072,265.37,","16.70,","51.22,",33.96,,,,,,,,,,,,,,,,
522,1991,48.0,"0.063,263.61,","16.15,","49.84,",33.0,,,,,,,,,,,,,,,,
523,1991,49.0,"0.053,261.91,","13.41,","50.44,",31.93,,,,,,,,,,,,,,,,
524,1991,50.0,"0.055,261.42,","19.29,","47.77,",33.53,,,,,,,,,,,,,,,,
525,1991,51.0,"0.058,261.64,","26.74,","43.16,",34.95,,,,,,,,,,,,,,,,
526,1991,52.0,"0.057,261.53,","30.67,","40.77,",35.72,,,,,,,,,,,,,,,,
527,1992,1.0,"0.059,261.50,","38.58,","36.40,",37.49,,,,,,,,,,,,,,,,
528,1992,2.0,"0.060,261.51,","38.79,","36.51,",37.65,,,,,,,,,,,,,,,,
529,1992,3.0,"0.061,261.88,","39.04,","37.56,",38.3,,,,,,,,,,,,,,,,
530,1992,4.0,"0.061,262.19,","38.86,","40.03,",39.44,,,,,,,,,,,,,,,,
531,1992,5.0,"0.059,262.68,","37.93,","42.88,",40.4,,,,,,,,,,,,,,,,
532,1992,6.0,"0.060,263.85,","36.89,","43.70,",40.3,,,,,,,,,,,,,,,,
533,1992,7.0,"0.063,265.89,","35.00,","41.82,",38.41,,,,,,,,,,,,,,,,
534,1992,8.0,"0.069,268.28,","34.62,","38.45,",36.53,,,,,,,,,,,,,,,,
535,1992,9.0,"0.077,271.10,","35.61,","32.15,",33.88,,,,,,,,,,,,,,,,
536,1992,10.0,"0.086,273.89,","35.77,","27.62,",31.7,,,,,,,,,,,,,,,,
537,1992,11.0,"0.101,276.74,","38.20,","21.33,",29.76,,,,,,,,,,,,,,,,
538,1992,12.0,"0.116,278.93,","39.72,","22.21,",30.97,,,,,,,,,,,,,,,,
539,1992,13.0,"0.130,280.80,","39.91,","24.45,",32.18,,,,,,,,,,,,,,,,
540,1992,14.0,"0.151,282.75,","41.25,","26.45,",33.85,,,,,,,,,,,,,,,,
541,1992,15.0,"0.178,284.60,","42.06,","31.43,",36.75,,,,,,,,,,,,,,,,
542,1992,16.0,"0.212,286.29,","44.23,","39.84,",42.03,,,,,,,,,,,,,,,,
543,1992,17.0,"0.253,288.09,","48.24,","48.17,",48.2,,,,,,,,,,,,,,,,
544,1992,18.0,"0.293,289.77,","50.35,","52.15,",51.25,,,,,,,,,,,,,,,,
545,1992,19.0,"0.329,291.32,","49.50,","52.09,",50.8,,,,,,,,,,,,,,,,
546,1992,20.0,"0.354,292.24,","44.11,","55.74,",49.93,,,,,,,,,,,,,,,,
547,1992,21.0,"0.374,293.04,","38.63,","56.31,",47.47,,,,,,,,,,,,,,,,
548,1992,22.0,"0.391,293.85,","34.16,","52.16,",43.16,,,,,,,,,,,,,,,,
549,1992,23.0,"0.409,294.63,","33.91,","48.70,",41.31,,,,,,,,,,,,,,,,
550,1992,24.0,"0.428,295.47,","39.57,","44.00,",41.79,,,,,,,,,,,,,,,,
551,1992,25.0,"0.440,296.11,","45.23,","41.03,",43.13,,,,,,,,,,,,,,,,
552,1992,26.0,"0.443,296.69,","46.50,","37.77,",42.13,,,,,,,,,,,,,,,,
553,1992,27.0,"0.442,297.19,","47.27,","36.23,",41.75,,,,,,,,,,,,,,,,
554,1992,28.0,"0.435,297.82,","46.11,","33.99,",40.05,,,,,,,,,,,,,,,,
555,1992,29.0,"0.423,298.52,","44.14,","31.65,",37.9,,,,,,,,,,,,,,,,
556,1992,30.0,"0.409,298.93,","41.23,","31.14,",36.19,,,,,,,,,,,,,,,,
557,1992,31.0,"0.392,299.09,","35.65,","28.44,",32.05,,,,,,,,,,,,,,,,
558,1992,32.0,"0.380,299.10,","32.82,","23.00,",27.91,,,,,,,,,,,,,,,,
559,1992,33.0,"0.367,298.87,","30.78,","14.36,",22.57,,,,,,,,,,,,,,,,
560,1992,34.0,"0.346,297.57,","25.88,","10.36,",18.12,,,,,,,,,,,,,,,,
