,Mean,data,for,UKR,Province=,24:,"Vinnytsya,",from,1981,to,2017<br>The,data.1,below,were,extracted,from.1,weekly,files,like:,"../AVHRR_VHP/4km/ts_L1_v1/ByWeek/VHP_L1_Mean_198135.txt<br><tt><pre>year,week,,","provinceID,","SMN,SMT,VCI,TCI,VHI"
279,1987,13.0,"0.059,271.80,","5.37,","84.67,",45.02,,,,,,,,,,,,,,,,
280,1987,14.0,"0.078,276.76,","3.76,","82.89,",43.33,,,,,,,,,,,,,,,,
281,1987,15.0,"0.101,280.98,","4.36,","83.20,",43.78,,,,,,,,,,,,,,,,
282,1987,16.0,"0.126,284.69,","4.96,","76.97,",40.96,,,,,,,,,,,,,,,,
283,1987,17.0,"0.154,287.96,","4.38,","67.80,",36.09,,,,,,,,,,,,,,,,
284,1987,18.0,"0.180,289.91,","2.79,","67.16,",34.97,,,,,,,,,,,,,,,,
285,1987,19.0,"0.215,290.77,","3.26,","71.30,",37.28,,,,,,,,,,,,,,,,
286,1987,20.0,"0.254,292.04,","4.30,","69.25,",36.77,,,,,,,,,,,,,,,,
287,1987,21.0,"0.293,293.15,","6.33,","66.56,",36.44,,,,,,,,,,,,,,,,
288,1987,22.0,"0.332,293.66,","10.16,","67.04,",38.6,,,,,,,,,,,,,,,,
289,1987,23.0,"0.367,294.02,","17.08,","68.10,",42.59,,,,,,,,,,,,,,,,
290,1987,24.0,"0.401,294.84,","30.00,","64.26,",47.13,,,,,,,,,,,,,,,,
291,1987,25.0,"0.430,295.62,","45.44,","59.22,",52.33,,,,,,,,,,,,,,,,
292,1987,26.0,"0.449,296.18,","57.02,","55.39,",56.2,,,,,,,,,,,,,,,,
293,1987,27.0,"0.453,296.75,","62.12,","52.99,",57.56,,,,,,,,,,,,,,,,
294,1987,28.0,"0.447,296.86,","63.22,","53.26,",58.24,,,,,,,,,,,,,,,,
295,1987,29.0,"0.429,296.84,","57.52,","53.10,",55.31,,,,,,,,,,,,,,,,
296,1987,30.0,"0.411,296.70,","51.26,","53.13,",52.2,,,,,,,,,,,,,,,,
297,1987,31.0,"0.394,295.81,","45.18,","61.75,",53.47,,,,,,,,,,,,,,,,
298,1987,32.0,"0.386,295.00,","45.30,","68.81,",57.05,,,,,,,,,,,,,,,,
299,1987,33.0,"0.382,294.28,","48.18,","73.12,",60.65,,,,,,,,,,,,,,,,
300,1987,34.0,"0.377,293.73,","51.77,","73.45,",62.61,,,,,,,,,,,,,,,,
301,1987,35.0,"0.367,293.11,","55.98,","68.33,",62.15,,,,,,,,,,,,,,,,
302,1987,36.0,"0.359,292.35,","62.81,","59.47,",61.14,,,,,,,,,,,,,,,,
303,1987,37.0,"0.347,291.39,","67.31,","53.39,",60.35,,,,,,,,,,,,,,,,
304,1987,38.0,"0.324,289.81,","64.14,","54.38,",59.26,,,,,,,,,,,,,,,,
305,1987,39.0,"0.295,288.29,","57.97,","54.08,",56.02,,,,,,,,,,,,,,,,
306,1987,40.0,"0.265,286.75,","51.19,","53.22,",52.21,,,,,,,,,,,,,,,,
307,1987,41.0,"0.232,284.42,","44.94,","54.17,",49.56,,,,,,,,,,,,,,,,
308,1987,42.0,"0.193,281.68,","37.83,","59.25,",48.54,,,,,,,,,,,,,,,,
309,1987,43.0,"0.154,278.11,","29.40,","71.07,",50.24,,,,,,,,,,,,,,,,
310,1987,44.0,"0.120,274.43,","22.27,","73.92,",48.09,,,,,,,,,,,,,,,,
311,1987,45.0,"0.090,270.96,","13.86,","69.72,",41.79,,,,,,,,,,,,,,,,
312,1987,46.0,"0.067,268.12,","8.57,","65.54,",37.06,,,,,,,,,,,,,,,,
313,1987,47.0,"0.052,266.34,","6.87,","60.68,",33.77,,,,,,,,,,,,,,,,
314,1987,48.0,"0.040,265.65,","6.72,","53.32,",30.02,,,,,,,,,,,,,,,,
315,1987,49.0,"0.036,265.38,","8.88,","44.74,",26.81,,,,,,,,,,,,,,,,
316,1987,50.0,"0.032,265.42,","11.47,","35.20,",23.34,,,,,,,,,,,,,,,,
317,1987,51.0,"0.029,264.90,","13.18,","28.94,",21.06,,,,,,,,,,,,,,,,
318,1987,52.0,"0.030,264.66,","17.20,","25.16,",21.18,,,,,,,,,,,,,,,,
319,1988,1.0,"0.034,264.99,","22.05,","23.11,",22.58,,,,,,,,,,,,,,,,
320,1988,2.0,"0.037,264.40,","26.26,","27.62,",26.94,,,,,,,,,,,,,,,,
321,1988,3.0,"0.040,263.63,","31.34,","32.52,",31.93,,,,,,,,,,,,,,,,
322,1988,4.0,"0.042,262.26,","34.15,","38.48,",36.31,,,,,,,,,,,,,,,,
323,1988,5.0,"0.044,261.22,","34.35,","44.74,",39.55,,,,,,,,,,,,,,,,
324,1988,6.0,"0.044,260.58,","31.62,","51.65,",41.63,,,,,,,,,,,,,,,,
325,1988,7.0,"0.044,259.46,","28.27,","59.98,",44.13,,,,,,,,,,,,,,,,
326,1988,8.0,"0.045,259.04,","26.90,","68.22,",47.56,,,,,,,,,,,,,,,,
327,1988,9.0,"0.045,259.68,","24.80,","75.52,",50.16,,,,,,,,,,,,,,,,
328,1988,10.0,"0.046,261.52,","20.98,","79.85,",50.42,,,,,,,,,,,,,,,,
329,1988,11.0,"0.053,264.43,","19.94,","79.65,",49.79,,,,,,,,,,,,,,,,
330,1988,12.0,"0.059,268.21,","15.89,","79.90,",47.9,,,,,,,,,,,,,,,,
331,1988,13.0,"0.066,272.71,","9.25,","78.04,",43.64,,,,,,,,,,,,,,,,
332,1988,14.0,"0.082,277.45,","6.16,","76.46,",41.31,,,,,,,,,,,,,,,,
333,1988,15.0,"0.105,280.76,","7.19,","81.37,",44.28,,,,,,,,,,,,,,,,
334,1988,16.0,"0.133,283.25,","8.96,","84.21,",46.59,,,,,,,,,,,,,,,,
335,1988,17.0,"0.164,284.95,","9.69,","87.82,",48.76,,,,,,,,,,,,,,,,
336,1988,18.0,"0.197,286.70,","10.95,","89.69,",50.32,,,,,,,,,,,,,,,,
337,1988,19.0,"0.234,288.61,","12.31,","86.61,",49.46,,,,,,,,,,,,,,,,
338,1988,20.0,"0.272,290.10,","13.88,","83.82,",48.85,,,,,,,,,,,,,,,,
339,1988,21.0,"0.306,290.83,","15.02,","84.56,",49.79,,,,,,,,,,,,,,,,
340,1988,22.0,"0.333,291.21,","14.49,","85.72,",50.1,,,,,,,,,,,,,,,,
341,1988,23.0,"0.360,291.76,","16.68,","85.36,",51.02,,,,,,,,,,,,,,,,
342,1988,24.0,"0.390,292.74,","25.44,","81.54,",53.49,,,,,,,,,,,,,,,,
343,1988,25.0,"0.406,293.26,","31.29,","80.19,",55.74,,,,,,,,,,,,,,,,
344,1988,26.0,"0.418,294.03,","37.04,","75.26,",56.15,,,,,,,,,,,,,,,,
345,1988,27.0,"0.431,294.99,","47.43,","69.76,",58.6,,,,,,,,,,,,,,,,
346,1988,28.0,"0.441,295.64,","59.23,","65.56,",62.39,,,,,,,,,,,,,,,,
347,1988,29.0,"0.442,296.12,","65.39,","60.69,",63.04,,,,,,,,,,,,,,,,
348,1988,30.0,"0.434,296.21,","65.23,","58.80,",62.01,,,,,,,,,,,,,,,,
349,1988,31.0,"0.420,296.09,","60.86,","58.70,",59.78,,,,,,,,,,,,,,,,
350,1988,32.0,"0.407,296.21,","58.09,","54.26,",56.18,,,,,,,,,,,,,,,,
351,1988,33.0,"0.389,295.93,","52.50,","52.55,",52.53,,,,,,,,,,,,,,,,
352,1988,34.0,"0.361,294.74,","41.62,","60.63,",51.13,,,,,,,,,,,,,,,,
353,1988,35.0,"0.331,293.50,","33.60,","63.46,",48.53,,,,,,,,,,,,,,,,
354,1988,36.0,"0.304,292.18,","30.53,","60.95,",45.74,,,,,,,,,,,,,,,,
355,1988,37.0,"0.279,290.87,","29.24,","58.44,",43.84,,,,,,,,,,,,,,,,
356,1988,38.0,"0.254,289.43,","25.83,","58.11,",41.97,,,,,,,,,,,,,,,,
357,1988,39.0,"0.238,288.11,","26.34,","55.74,",41.04,,,,,,,,,,,,,,,,
358,1988,40.0,"0.229,286.92,","31.31,","50.87,",41.09,,,,,,,,,,,,,,,,
359,1988,41.0,"0.218,283.93,","36.77,","60.13,",48.45,,,,,,,,,,,,,,,,
360,1988,42.0,"0.198,281.58,","39.77,","60.32,",50.04,,,,,,,,,,,,,,,,
361,1988,43.0,"0.174,278.45,","39.90,","67.80,",53.85,,,,,,,,,,,,,,,,
362,1988,44.0,"0.148,275.46,","37.99,","65.09,",51.54,,,,,,,,,,,,,,,,
363,1988,45.0,"0.122,272.79,","33.56,","57.21,",45.38,,,,,,,,,,,,,,,,
364,1988,46.0,"0.097,269.98,","28.79,","54.92,",41.86,,,,,,,,,,,,,,,,
365,1988,47.0,"0.073,266.94,","23.56,","57.44,",40.5,,,,,,,,,,,,,,,,
366,1988,48.0,"0.059,264.59,","23.36,","58.33,",40.85,,,,,,,,,,,,,,,,
367,1988,49.0,"0.051,262.94,","24.03,","55.55,",39.79,,,,,,,,,,,,,,,,
368,1988,50.0,"0.041,262.37,","20.81,","47.97,",34.39,,,,,,,,,,,,,,,,
369,1988,51.0,"0.038,262.94,","23.99,","36.68,",30.34,,,,,,,,,,,,,,,,
370,1988,52.0,"0.039,263.97,","27.73,","27.79,",27.76,,,,,,,,,,,,,,,,
371,1989,1.0,"0.037,265.12,","25.08,","22.84,",23.96,,,,,,,,,,,,,,,,
372,1989,2.0,"0.038,266.58,","26.85,","20.46,",23.65,,,,,,,,,,,,,,,,
373,1989,3.0,"0.039,268.36,","30.44,","16.81,",23.63,,,,,,,,,,,,,,,,
374,1989,4.0,"0.043,270.36,","34.72,","12.58,",23.65,,,,,,,,,,,,,,,,
375,1989,5.0,"0.051,272.43,","39.55,","10.51,",25.03,,,,,,,,,,,,,,,,
376,1989,6.0,"0.061,274.24,","44.02,","10.59,",27.31,,,,,,,,,,,,,,,,
377,1989,7.0,"0.072,275.96,","47.77,","9.74,",28.75,,,,,,,,,,,,,,,,
378,1989,8.0,"0.083,278.07,","51.08,","8.09,",29.59,,,,,,,,,,,,,,,,
379,1989,9.0,"0.092,279.90,","52.14,","8.76,",30.45,,,,,,,,,,,,,,,,
380,1989,10.0,"0.104,281.40,","52.98,","10.92,",31.95,,,,,,,,,,,,,,,,
381,1989,11.0,"0.119,283.17,","54.98,","9.31,",32.15,,,,,,,,,,,,,,,,
382,1989,12.0,"0.141,285.18,","58.77,","12.32,",35.54,,,,,,,,,,,,,,,,
383,1989,13.0,"0.167,287.09,","61.23,","12.90,",37.07,,,,,,,,,,,,,,,,
384,1989,14.0,"0.194,288.86,","61.41,","12.27,",36.84,,,,,,,,,,,,,,,,
385,1989,15.0,"0.223,290.46,","61.87,","15.12,",38.5,,,,,,,,,,,,,,,,
386,1989,16.0,"0.257,291.96,","62.84,","19.77,",41.3,,,,,,,,,,,,,,,,
387,1989,17.0,"0.295,292.94,","64.46,","25.65,",45.05,,,,,,,,,,,,,,,,
388,1989,18.0,"0.333,293.69,","66.82,","32.67,",49.74,,,,,,,,,,,,,,,,
389,1989,19.0,"0.365,294.11,","66.41,","40.66,",53.53,,,,,,,,,,,,,,,,
390,1989,20.0,"0.389,294.13,","64.48,","50.24,",57.36,,,,,,,,,,,,,,,,
391,1989,21.0,"0.406,294.34,","60.16,","55.40,",57.78,,,,,,,,,,,,,,,,
392,1989,22.0,"0.410,293.95,","51.25,","63.81,",57.53,,,,,,,,,,,,,,,,
393,1989,23.0,"0.411,293.60,","42.72,","70.97,",56.85,,,,,,,,,,,,,,,,
394,1989,24.0,"0.415,293.84,","39.42,","72.53,",55.97,,,,,,,,,,,,,,,,
395,1989,25.0,"0.418,294.03,","38.40,","73.57,",55.98,,,,,,,,,,,,,,,,
396,1989,26.0,"0.426,294.51,","42.28,","70.87,",56.57,,,,,,,,,,,,,,,,
397,1989,27.0,"0.423,294.99,","42.71,","69.78,",56.25,,,,,,,,,,,,,,,,
398,1989,28.0,"0.408,295.40,","38.86,","68.03,",53.44,,,,,,,,,,,,,,,,
399,1989,29.0,"0.388,295.47,","32.96,","67.71,",50.33,,,,,,,,,,,,,,,,
400,1989,30.0,"0.371,295.32,","28.55,","68.75,",48.65,,,,,,,,,,,,,,,,
401,1989,31.0,"0.364,295.61,","27.83,","64.41,",46.12,,,,,,,,,,,,,,,,
402,1989,32.0,"0.356,295.84,","27.05,","58.93,",42.99,,,,,,,,,,,,,,,,
403,1989,33.0,"0.346,295.32,","25.79,","60.35,",43.07,,,,,,,,,,,,,,,,
404,1989,34.0,"0.339,294.68,","28.36,","61.51,",44.94,,,,,,,,,,,,,,,,
405,1989,35.0,"0.331,293.75,","34.07,","60.44,",47.26,,,,,,,,,,,,,,,,
406,1989,36.0,"0.319,292.70,","39.31,","55.10,",47.2,,,,,,,,,,,,,,,,
407,1989,37.0,"0.303,291.80,","42.47,","48.58,",45.52,,,,,,,,,,,,,,,,
408,1989,38.0,"0.287,290.46,","44.17,","46.96,",45.57,,,,,,,,,,,,,,,,
409,1989,39.0,"0.281,289.44,","50.39,","40.62,",45.51,,,,,,,,,,,,,,,,
410,1989,40.0,"0.267,288.17,","52.57,","35.33,",43.95,,,,,,,,,,,,,,,,
411,1989,41.0,"0.243,286.47,","51.09,","28.21,",39.65,,,,,,,,,,,,,,,,
412,1989,42.0,"0.220,284.56,","52.75,","25.97,",39.36,,,,,,,,,,,,,,,,
413,1989,43.0,"0.203,282.50,","57.36,","28.89,",43.12,,,,,,,,,,,,,,,,
414,1989,44.0,"0.183,280.66,","59.82,","19.24,",39.53,,,,,,,,,,,,,,,,
415,1989,45.0,"0.154,278.80,","54.66,","14.32,",34.49,,,,,,,,,,,,,,,,
416,1989,46.0,"0.123,275.64,","46.88,","21.65,",34.27,,,,,,,,,,,,,,,,
417,1989,47.0,"0.103,272.87,","46.61,","25.77,",36.19,,,,,,,,,,,,,,,,
418,1989,48.0,"0.089,270.86,","49.40,","27.45,",38.43,,,,,,,,,,,,,,,,
419,1989,49.0,"0.080,269.51,","54.29,","25.93,",40.11,,,,,,,,,,,,,,,,
420,1989,50.0,"0.070,267.67,","54.63,","25.91,",40.27,,,,,,,,,,,,,,,,
421,1989,51.0,"0.066,267.22,","58.21,","19.86,",39.03,,,,,,,,,,,,,,,,
422,1989,52.0,"0.071,268.29,","67.60,","11.91,",39.76,,,,,,,,,,,,,,,,
423,1990,1.0,"0.076,269.43,","71.31,","7.73,",39.52,,,,,,,,,,,,,,,,
424,1990,2.0,"0.082,270.84,","74.87,","5.80,",40.34,,,,,,,,,,,,,,,,
425,1990,3.0,"0.086,272.00,","77.99,","4.29,",41.14,,,,,,,,,,,,,,,,
426,1990,4.0,"0.093,273.50,","80.18,","2.19,",41.18,,,,,,,,,,,,,,,,
427,1990,5.0,"0.102,275.52,","81.90,","0.62,",41.26,,,,,,,,,,,,,,,,
428,1990,6.0,"0.112,277.59,","82.16,","0.14,",41.15,,,,,,,,,,,,,,,,
429,1990,7.0,"0.124,279.02,","84.09,","0.07,",42.08,,,,,,,,,,,,,,,,
430,1990,8.0,"0.137,280.50,","85.78,","0.11,",42.95,,,,,,,,,,,,,,,,
431,1990,9.0,"0.151,282.38,","86.38,","0.25,",43.31,,,,,,,,,,,,,,,,
432,1990,10.0,"0.168,284.42,","88.24,","0.20,",44.22,,,,,,,,,,,,,,,,
433,1990,11.0,"0.183,285.36,","88.88,","0.71,",44.8,,,,,,,,,,,,,,,,
434,1990,12.0,"0.200,288.08,","89.42,","0.44,",44.93,,,,,,,,,,,,,,,,
435,1990,13.0,"0.212,289.63,","84.42,","1.03,",42.73,,,,,,,,,,,,,,,,
436,1990,14.0,"0.224,290.06,","76.43,","5.05,",40.74,,,,,,,,,,,,,,,,
437,1990,15.0,"0.238,289.87,","69.04,","19.00,",44.02,,,,,,,,,,,,,,,,
438,1990,16.0,"0.260,289.51,","63.98,","39.05,",51.52,,,,,,,,,,,,,,,,
439,1990,17.0,"0.294,289.99,","64.20,","50.72,",57.46,,,,,,,,,,,,,,,,
440,1990,18.0,"0.338,290.97,","68.70,","57.50,",63.1,,,,,,,,,,,,,,,,
441,1990,19.0,"0.373,291.92,","69.64,","60.65,",65.15,,,,,,,,,,,,,,,,
442,1990,20.0,"0.400,292.49,","69.19,","65.04,",67.11,,,,,,,,,,,,,,,,
443,1990,21.0,"0.416,292.57,","64.81,","71.33,",68.07,,,,,,,,,,,,,,,,
444,1990,22.0,"0.423,292.68,","57.76,","75.13,",66.44,,,,,,,,,,,,,,,,
445,1990,23.0,"0.427,292.94,","51.48,","76.84,",64.16,,,,,,,,,,,,,,,,
446,1990,24.0,"0.433,293.51,","49.83,","75.47,",62.65,,,,,,,,,,,,,,,,
447,1990,25.0,"0.437,294.61,","49.60,","67.94,",58.77,,,,,,,,,,,,,,,,
448,1990,26.0,"0.433,295.25,","46.51,","63.55,",55.03,,,,,,,,,,,,,,,,
449,1990,27.0,"0.426,295.51,","43.89,","64.50,",54.2,,,,,,,,,,,,,,,,
450,1990,28.0,"0.417,295.62,","44.23,","65.31,",54.77,,,,,,,,,,,,,,,,
451,1990,29.0,"0.405,295.75,","42.73,","64.27,",53.5,,,,,,,,,,,,,,,,
452,1990,30.0,"0.390,295.96,","39.45,","61.20,",50.33,,,,,,,,,,,,,,,,
453,1990,31.0,"0.377,296.18,","35.58,","57.10,",46.34,,,,,,,,,,,,,,,,
454,1990,32.0,"0.368,296.47,","34.65,","50.61,",42.63,,,,,,,,,,,,,,,,
455,1990,33.0,"0.359,296.27,","34.18,","47.88,",41.03,,,,,,,,,,,,,,,,
456,1990,34.0,"0.347,295.58,","33.72,","49.80,",41.76,,,,,,,,,,,,,,,,
457,1990,35.0,"0.329,294.55,","32.66,","50.99,",41.82,,,,,,,,,,,,,,,,
458,1990,36.0,"0.311,293.10,","34.44,","51.27,",42.85,,,,,,,,,,,,,,,,
459,1990,37.0,"0.293,291.92,","36.58,","47.96,",42.27,,,,,,,,,,,,,,,,
460,1990,38.0,"0.276,290.91,","37.63,","43.00,",40.31,,,,,,,,,,,,,,,,
461,1990,39.0,"0.261,289.74,","38.70,","38.03,",38.36,,,,,,,,,,,,,,,,
462,1990,40.0,"0.243,288.52,","38.77,","31.47,",35.12,,,,,,,,,,,,,,,,
463,1990,41.0,"0.222,287.09,","38.84,","20.81,",29.83,,,,,,,,,,,,,,,,
464,1990,42.0,"0.192,285.08,","35.57,","20.23,",27.9,,,,,,,,,,,,,,,,
465,1990,43.0,"0.158,281.62,","29.96,","37.43,",33.7,,,,,,,,,,,,,,,,
466,1990,44.0,"0.128,278.41,","25.00,","38.92,",31.96,,,,,,,,,,,,,,,,
467,1990,45.0,"0.102,276.09,","19.84,","33.71,",26.78,,,,,,,,,,,,,,,,
468,1990,46.0,"0.083,273.37,","18.05,","35.15,",26.6,,,,,,,,,,,,,,,,
469,1990,47.0,"0.071,270.66,","20.42,","37.63,",29.02,,,,,,,,,,,,,,,,
470,1990,48.0,"0.060,268.18,","23.16,","40.61,",31.89,,,,,,,,,,,,,,,,
471,1990,49.0,"0.051,265.79,","23.41,","42.62,",33.01,,,,,,,,,,,,,,,,
472,1990,50.0,"0.045,264.18,","25.95,","40.36,",33.16,,,,,,,,,,,,,,,,
473,1990,51.0,"0.044,263.27,","30.30,","35.59,",32.95,,,,,,,,,,,,,,,,
474,1990,52.0,"0.045,263.35,","35.55,","30.23,",32.89,,,,,,,,,,,,,,,,
475,1991,1.0,"0.050,264.38,","40.90,","25.43,",33.17,,,,,,,,,,,,,,,,
476,1991,2.0,"0.056,265.30,","47.38,","24.65,",36.01,,,,,,,,,,,,,,,,
477,1991,3.0,"0.059,265.57,","50.61,","26.04,",38.33,,,,,,,,,,,,,,,,
478,1991,4.0,"0.056,264.01,","46.87,","32.92,",39.89,,,,,,,,,,,,,,,,
479,1991,5.0,"0.051,263.60,","39.60,","37.46,",38.53,,,,,,,,,,,,,,,,
480,1991,6.0,"0.046,264.20,","32.67,","40.78,",36.72,,,,,,,,,,,,,,,,
481,1991,7.0,"0.043,264.71,","27.07,","44.13,",35.6,,,,,,,,,,,,,,,,
482,1991,8.0,"0.042,265.96,","24.56,","46.61,",35.59,,,,,,,,,,,,,,,,
483,1991,9.0,"0.045,267.81,","24.42,","49.11,",36.77,,,,,,,,,,,,,,,,
484,1991,10.0,"0.048,270.58,","21.82,","49.05,",35.44,,,,,,,,,,,,,,,,
485,1991,11.0,"0.054,274.15,","20.29,","43.67,",31.98,,,,,,,,,,,,,,,,
486,1991,12.0,"0.066,277.72,","19.50,","42.70,",31.1,,,,,,,,,,,,,,,,
487,1991,13.0,"0.079,280.77,","15.74,","42.37,",29.06,,,,,,,,,,,,,,,,
488,1991,14.0,"0.091,282.68,","9.97,","48.25,",29.11,,,,,,,,,,,,,,,,
489,1991,15.0,"0.112,284.28,","9.47,","59.86,",34.67,,,,,,,,,,,,,,,,
490,1991,16.0,"0.142,285.94,","11.71,","67.71,",39.71,,,,,,,,,,,,,,,,
491,1991,17.0,"0.178,286.78,","14.35,","78.00,",46.18,,,,,,,,,,,,,,,,
492,1991,18.0,"0.220,288.33,","18.88,","81.54,",50.21,,,,,,,,,,,,,,,,
493,1991,19.0,"0.257,289.27,","20.00,","84.78,",52.39,,,,,,,,,,,,,,,,
494,1991,20.0,"0.291,289.68,","20.08,","89.53,",54.81,,,,,,,,,,,,,,,,
495,1991,21.0,"0.322,290.05,","19.96,","92.84,",56.4,,,,,,,,,,,,,,,,
496,1991,22.0,"0.357,290.66,","23.33,","92.02,",57.68,,,,,,,,,,,,,,,,
497,1991,23.0,"0.394,291.69,","32.65,","87.24,",59.95,,,,,,,,,,,,,,,,
498,1991,24.0,"0.431,293.19,","49.16,","78.07,",63.62,,,,,,,,,,,,,,,,
499,1991,25.0,"0.461,294.51,","65.61,","68.58,",67.1,,,,,,,,,,,,,,,,
500,1991,26.0,"0.477,295.37,","75.60,","62.04,",68.82,,,,,,,,,,,,,,,,
501,1991,27.0,"0.471,294.96,","74.03,","69.11,",71.57,,,,,,,,,,,,,,,,
502,1991,28.0,"0.461,294.69,","72.60,","73.98,",73.29,,,,,,,,,,,,,,,,
503,1991,29.0,"0.450,294.76,","70.32,","74.37,",72.34,,,,,,,,,,,,,,,,
504,1991,30.0,"0.442,294.78,","69.76,","74.12,",71.94,,,,,,,,,,,,,,,,
505,1991,31.0,"0.428,294.52,","66.12,","76.46,",71.29,,,,,,,,,,,,,,,,
506,1991,32.0,"0.412,294.07,","61.59,","79.90,",70.75,,,,,,,,,,,,,,,,
507,1991,33.0,"0.398,293.60,","58.25,","81.27,",69.76,,,,,,,,,,,,,,,,
508,1991,34.0,"0.389,293.35,","60.04,","77.94,",68.99,,,,,,,,,,,,,,,,
509,1991,35.0,"0.377,293.01,","62.43,","69.27,",65.85,,,,,,,,,,,,,,,,
510,1991,36.0,"0.361,292.23,","64.09,","60.43,",62.26,,,,,,,,,,,,,,,,
511,1991,37.0,"0.348,291.47,","68.35,","52.21,",60.28,,,,,,,,,,,,,,,,
512,1991,38.0,"0.342,291.28,","74.22,","38.61,",56.41,,,,,,,,,,,,,,,,
513,1991,39.0,"0.328,290.51,","76.01,","28.96,",52.48,,,,,,,,,,,,,,,,
514,1991,40.0,"0.303,288.67,","71.37,","29.62,",50.49,,,,,,,,,,,,,,,,
515,1991,41.0,"0.272,286.40,","66.50,","29.57,",48.03,,,,,,,,,,,,,,,,
516,1991,42.0,"0.239,283.66,","62.43,","36.52,",49.48,,,,,,,,,,,,,,,,
517,1991,43.0,"0.205,280.61,","57.62,","47.43,",52.52,,,,,,,,,,,,,,,,
518,1991,44.0,"0.166,277.60,","48.95,","46.73,",47.84,,,,,,,,,,,,,,,,
519,1991,45.0,"0.133,274.79,","41.22,","43.55,",42.39,,,,,,,,,,,,,,,,
520,1991,46.0,"0.110,272.79,","38.37,","38.92,",38.64,,,,,,,,,,,,,,,,
521,1991,47.0,"0.091,270.78,","38.90,","37.52,",38.21,,,,,,,,,,,,,,,,
522,1991,48.0,"0.074,268.53,","38.16,","39.21,",38.69,,,,,,,,,,,,,,,,
523,1991,49.0,"0.059,266.43,","33.86,","39.85,",36.86,,,,,,,,,,,,,,,,
524,1991,50.0,"0.054,265.34,","37.09,","35.56,",36.32,,,,,,,,,,,,,,,,
525,1991,51.0,"0.052,265.21,","41.56,","27.88,",34.72,,,,,,,,,,,,,,,,
526,1991,52.0,"0.048,265.15,","39.36,","23.64,",31.5,,,,,,,,,,,,,,,,
527,1992,1.0,"0.046,265.00,","36.10,","23.26,",29.68,,,,,,,,,,,,,,,,
528,1992,2.0,"0.045,265.25,","35.13,","24.70,",29.92,,,,,,,,,,,,,,,,
529,1992,3.0,"0.047,265.54,","38.33,","25.94,",32.14,,,,,,,,,,,,,,,,
530,1992,4.0,"0.048,265.70,","39.56,","27.34,",33.45,,,,,,,,,,,,,,,,
531,1992,5.0,"0.048,265.12,","37.10,","32.91,",35.01,,,,,,,,,,,,,,,,
532,1992,6.0,"0.047,264.89,","33.75,","38.91,",36.33,,,,,,,,,,,,,,,,
533,1992,7.0,"0.049,266.10,","32.09,","39.94,",36.02,,,,,,,,,,,,,,,,
534,1992,8.0,"0.053,268.14,","32.06,","39.61,",35.83,,,,,,,,,,,,,,,,
535,1992,9.0,"0.058,270.32,","32.65,","40.60,",36.62,,,,,,,,,,,,,,,,
536,1992,10.0,"0.063,272.47,","30.38,","42.29,",36.33,,,,,,,,,,,,,,,,
537,1992,11.0,"0.070,274.76,","29.05,","41.30,",35.17,,,,,,,,,,,,,,,,
538,1992,12.0,"0.083,277.02,","28.35,","45.55,",36.95,,,,,,,,,,,,,,,,
539,1992,13.0,"0.100,279.04,","26.78,","50.40,",38.59,,,,,,,,,,,,,,,,
540,1992,14.0,"0.125,281.52,","26.82,","54.96,",40.89,,,,,,,,,,,,,,,,
541,1992,15.0,"0.156,284.06,","30.51,","61.27,",45.89,,,,,,,,,,,,,,,,
542,1992,16.0,"0.196,286.75,","35.77,","61.32,",48.55,,,,,,,,,,,,,,,,
543,1992,17.0,"0.239,289.45,","40.77,","55.52,",48.15,,,,,,,,,,,,,,,,
544,1992,18.0,"0.283,291.52,","45.63,","52.55,",49.09,,,,,,,,,,,,,,,,
545,1992,19.0,"0.317,292.72,","45.76,","53.51,",49.63,,,,,,,,,,,,,,,,
546,1992,20.0,"0.345,293.75,","44.22,","53.82,",49.02,,,,,,,,,,,,,,,,
547,1992,21.0,"0.368,294.54,","41.93,","53.66,",47.79,,,,,,,,,,,,,,,,
548,1992,22.0,"0.386,294.80,","38.38,","56.12,",47.25,,,,,,,,,,,,,,,,
549,1992,23.0,"0.400,294.86,","36.01,","59.64,",47.82,,,,,,,,,,,,,,,,
550,1992,24.0,"0.415,295.06,","39.30,","61.08,",50.19,,,,,,,,,,,,,,,,
551,1992,25.0,"0.429,295.48,","44.86,","59.32,",52.09,,,,,,,,,,,,,,,,
552,1992,26.0,"0.437,295.97,","49.38,","56.40,",52.89,,,,,,,,,,,,,,,,
553,1992,27.0,"0.440,296.51,","53.72,","54.57,",54.14,,,,,,,,,,,,,,,,
554,1992,28.0,"0.438,297.16,","57.94,","49.59,",53.77,,,,,,,,,,,,,,,,
555,1992,29.0,"0.431,297.84,","58.89,","41.61,",50.25,,,,,,,,,,,,,,,,
556,1992,30.0,"0.417,298.52,","55.12,","32.18,",43.65,,,,,,,,,,,,,,,,
557,1992,31.0,"0.399,299.06,","48.60,","23.23,",35.91,,,,,,,,,,,,,,,,
558,1992,32.0,"0.380,299.19,","41.95,","17.42,",29.69,,,,,,,,,,,,,,,,
559,1992,33.0,"0.360,298.90,","34.55,","15.20,",24.88,,,,,,,,,,,,,,,,
560,1992,34.0,"0.339,298.20,","27.87,","16.78,",22.33,,,,,,,,,,,,,,,,
