,Mean,data,for,UKR,Province=,19:,"Rivne,",from,1981,to,2017<br>The,data.1,below,were,extracted,from.1,weekly,files,like:,"../AVHRR_VHP/4km/ts_L1_v1/ByWeek/VHP_L1_Mean_198135.txt<br><tt><pre>year,week,,","provinceID,","SMN,SMT,VCI,TCI,VHI"
279,1987,13.0,"0.094,272.56,","8.75,","93.51,",51.13,,,,,,,,,,,,,,,,
280,1987,14.0,"0.121,276.69,","11.95,","91.11,",51.53,,,,,,,,,,,,,,,,
281,1987,15.0,"0.146,280.35,","12.71,","88.77,",50.74,,,,,,,,,,,,,,,,
282,1987,16.0,"0.167,283.27,","10.64,","84.78,",47.71,,,,,,,,,,,,,,,,
283,1987,17.0,"0.192,286.34,","10.69,","73.62,",42.16,,,,,,,,,,,,,,,,
284,1987,18.0,"0.213,288.10,","7.93,","70.15,",39.04,,,,,,,,,,,,,,,,
285,1987,19.0,"0.240,288.81,","7.66,","76.61,",42.13,,,,,,,,,,,,,,,,
286,1987,20.0,"0.270,289.98,","9.64,","74.90,",42.27,,,,,,,,,,,,,,,,
287,1987,21.0,"0.303,291.21,","13.65,","68.05,",40.85,,,,,,,,,,,,,,,,
288,1987,22.0,"0.333,291.71,","19.20,","65.24,",42.22,,,,,,,,,,,,,,,,
289,1987,23.0,"0.362,292.37,","27.39,","59.95,",43.67,,,,,,,,,,,,,,,,
290,1987,24.0,"0.385,293.29,","34.29,","51.24,",42.76,,,,,,,,,,,,,,,,
291,1987,25.0,"0.406,293.88,","43.51,","46.41,",44.96,,,,,,,,,,,,,,,,
292,1987,26.0,"0.413,293.91,","47.05,","47.70,",47.38,,,,,,,,,,,,,,,,
293,1987,27.0,"0.420,294.26,","51.04,","45.53,",48.28,,,,,,,,,,,,,,,,
294,1987,28.0,"0.412,294.07,","48.55,","50.34,",49.45,,,,,,,,,,,,,,,,
295,1987,29.0,"0.393,293.67,","40.19,","59.13,",49.66,,,,,,,,,,,,,,,,
296,1987,30.0,"0.377,293.36,","35.21,","66.70,",50.96,,,,,,,,,,,,,,,,
297,1987,31.0,"0.366,292.48,","30.78,","76.65,",53.72,,,,,,,,,,,,,,,,
298,1987,32.0,"0.364,291.83,","31.24,","83.23,",57.24,,,,,,,,,,,,,,,,
299,1987,33.0,"0.365,291.39,","35.56,","85.99,",60.78,,,,,,,,,,,,,,,,
300,1987,34.0,"0.363,291.03,","40.02,","84.08,",62.05,,,,,,,,,,,,,,,,
301,1987,35.0,"0.355,290.45,","43.57,","78.89,",61.23,,,,,,,,,,,,,,,,
302,1987,36.0,"0.347,289.57,","48.70,","70.22,",59.46,,,,,,,,,,,,,,,,
303,1987,37.0,"0.331,288.58,","49.76,","62.92,",56.34,,,,,,,,,,,,,,,,
304,1987,38.0,"0.307,287.25,","45.93,","63.06,",54.5,,,,,,,,,,,,,,,,
305,1987,39.0,"0.277,285.78,","39.98,","62.34,",51.16,,,,,,,,,,,,,,,,
306,1987,40.0,"0.252,284.54,","35.69,","54.66,",45.18,,,,,,,,,,,,,,,,
307,1987,41.0,"0.225,283.03,","32.76,","48.43,",40.6,,,,,,,,,,,,,,,,
308,1987,42.0,"0.196,281.05,","29.49,","49.38,",39.43,,,,,,,,,,,,,,,,
309,1987,43.0,"0.166,278.01,","24.89,","58.68,",41.78,,,,,,,,,,,,,,,,
310,1987,44.0,"0.138,275.29,","21.24,","55.92,",38.58,,,,,,,,,,,,,,,,
311,1987,45.0,"0.106,272.46,","13.73,","55.04,",34.39,,,,,,,,,,,,,,,,
312,1987,46.0,"0.081,270.35,","9.61,","52.12,",30.87,,,,,,,,,,,,,,,,
313,1987,47.0,"0.065,268.98,","8.87,","48.19,",28.53,,,,,,,,,,,,,,,,
314,1987,48.0,"0.053,268.31,","8.56,","43.80,",26.18,,,,,,,,,,,,,,,,
315,1987,49.0,"0.048,267.64,","8.77,","40.03,",24.4,,,,,,,,,,,,,,,,
316,1987,50.0,"0.047,267.06,","9.18,","34.71,",21.95,,,,,,,,,,,,,,,,
317,1987,51.0,"0.045,266.18,","10.48,","31.32,",20.9,,,,,,,,,,,,,,,,
318,1987,52.0,"0.047,265.53,","13.82,","29.70,",21.76,,,,,,,,,,,,,,,,
319,1988,1.0,"0.052,265.30,","20.06,","28.21,",24.14,,,,,,,,,,,,,,,,
320,1988,2.0,"0.054,264.75,","23.68,","30.49,",27.08,,,,,,,,,,,,,,,,
321,1988,3.0,"0.056,264.69,","26.85,","32.39,",29.62,,,,,,,,,,,,,,,,
322,1988,4.0,"0.059,264.66,","29.04,","36.88,",32.96,,,,,,,,,,,,,,,,
323,1988,5.0,"0.063,264.74,","28.12,","43.46,",35.79,,,,,,,,,,,,,,,,
324,1988,6.0,"0.066,264.93,","25.71,","49.41,",37.56,,,,,,,,,,,,,,,,
325,1988,7.0,"0.067,265.12,","22.96,","54.47,",38.72,,,,,,,,,,,,,,,,
326,1988,8.0,"0.067,265.31,","21.27,","61.60,",41.44,,,,,,,,,,,,,,,,
327,1988,9.0,"0.070,266.22,","20.74,","65.98,",43.36,,,,,,,,,,,,,,,,
328,1988,10.0,"0.075,267.45,","20.17,","70.28,",45.23,,,,,,,,,,,,,,,,
329,1988,11.0,"0.082,269.96,","18.80,","68.57,",43.69,,,,,,,,,,,,,,,,
330,1988,12.0,"0.094,273.18,","17.76,","68.74,",43.25,,,,,,,,,,,,,,,,
331,1988,13.0,"0.111,276.84,","17.24,","65.53,",41.38,,,,,,,,,,,,,,,,
332,1988,14.0,"0.135,280.25,","18.92,","62.93,",40.93,,,,,,,,,,,,,,,,
333,1988,15.0,"0.165,282.32,","21.82,","69.06,",45.44,,,,,,,,,,,,,,,,
334,1988,16.0,"0.195,284.49,","24.71,","70.63,",47.67,,,,,,,,,,,,,,,,
335,1988,17.0,"0.220,286.25,","24.63,","73.45,",49.04,,,,,,,,,,,,,,,,
336,1988,18.0,"0.243,287.74,","22.72,","73.59,",48.15,,,,,,,,,,,,,,,,
337,1988,19.0,"0.270,289.60,","22.60,","67.04,",44.82,,,,,,,,,,,,,,,,
338,1988,20.0,"0.301,291.29,","24.92,","59.45,",42.19,,,,,,,,,,,,,,,,
339,1988,21.0,"0.320,291.81,","22.85,","61.14,",42.0,,,,,,,,,,,,,,,,
340,1988,22.0,"0.331,291.87,","19.98,","63.30,",41.64,,,,,,,,,,,,,,,,
341,1988,23.0,"0.341,292.01,","19.40,","63.40,",41.4,,,,,,,,,,,,,,,,
342,1988,24.0,"0.352,292.48,","20.02,","59.68,",39.85,,,,,,,,,,,,,,,,
343,1988,25.0,"0.358,292.78,","21.07,","58.36,",39.72,,,,,,,,,,,,,,,,
344,1988,26.0,"0.371,293.44,","25.78,","52.69,",39.24,,,,,,,,,,,,,,,,
345,1988,27.0,"0.382,293.97,","31.52,","48.59,",40.06,,,,,,,,,,,,,,,,
346,1988,28.0,"0.396,294.38,","39.91,","46.30,",43.1,,,,,,,,,,,,,,,,
347,1988,29.0,"0.403,294.51,","46.56,","48.16,",47.36,,,,,,,,,,,,,,,,
348,1988,30.0,"0.400,294.23,","48.88,","55.65,",52.27,,,,,,,,,,,,,,,,
349,1988,31.0,"0.393,293.58,","47.71,","63.13,",55.42,,,,,,,,,,,,,,,,
350,1988,32.0,"0.391,293.71,","48.09,","59.79,",53.94,,,,,,,,,,,,,,,,
351,1988,33.0,"0.389,294.06,","50.74,","51.07,",50.9,,,,,,,,,,,,,,,,
352,1988,34.0,"0.372,293.31,","45.56,","52.81,",49.18,,,,,,,,,,,,,,,,
353,1988,35.0,"0.348,292.36,","39.56,","52.63,",46.1,,,,,,,,,,,,,,,,
354,1988,36.0,"0.327,291.34,","38.42,","47.95,",43.19,,,,,,,,,,,,,,,,
355,1988,37.0,"0.305,290.11,","36.77,","44.77,",40.77,,,,,,,,,,,,,,,,
356,1988,38.0,"0.284,288.47,","34.77,","48.48,",41.62,,,,,,,,,,,,,,,,
357,1988,39.0,"0.272,286.93,","37.49,","48.70,",43.1,,,,,,,,,,,,,,,,
358,1988,40.0,"0.261,285.36,","40.11,","45.71,",42.91,,,,,,,,,,,,,,,,
359,1988,41.0,"0.262,283.61,","50.90,","42.25,",46.58,,,,,,,,,,,,,,,,
360,1988,42.0,"0.249,281.22,","56.46,","47.98,",52.22,,,,,,,,,,,,,,,,
361,1988,43.0,"0.229,278.05,","57.84,","58.51,",58.17,,,,,,,,,,,,,,,,
362,1988,44.0,"0.199,274.87,","54.57,","59.99,",57.28,,,,,,,,,,,,,,,,
363,1988,45.0,"0.171,272.48,","51.71,","55.65,",53.68,,,,,,,,,,,,,,,,
364,1988,46.0,"0.151,270.94,","51.57,","49.23,",50.4,,,,,,,,,,,,,,,,
365,1988,47.0,"0.131,269.37,","50.46,","46.53,",48.49,,,,,,,,,,,,,,,,
366,1988,48.0,"0.111,267.58,","46.05,","48.05,",47.05,,,,,,,,,,,,,,,,
367,1988,49.0,"0.094,265.77,","40.00,","49.64,",44.82,,,,,,,,,,,,,,,,
368,1988,50.0,"0.079,264.66,","31.94,","46.86,",39.4,,,,,,,,,,,,,,,,
369,1988,51.0,"0.074,264.83,","32.01,","38.43,",35.22,,,,,,,,,,,,,,,,
370,1988,52.0,"0.073,265.75,","35.22,","28.96,",32.09,,,,,,,,,,,,,,,,
371,1989,1.0,"0.072,267.22,","39.81,","19.01,",29.41,,,,,,,,,,,,,,,,
372,1989,2.0,"0.076,268.77,","46.87,","11.09,",28.98,,,,,,,,,,,,,,,,
373,1989,3.0,"0.082,270.42,","53.17,","5.42,",29.29,,,,,,,,,,,,,,,,
374,1989,4.0,"0.088,271.98,","54.80,","3.82,",29.31,,,,,,,,,,,,,,,,
375,1989,5.0,"0.098,273.27,","54.10,","5.33,",29.72,,,,,,,,,,,,,,,,
376,1989,6.0,"0.107,274.18,","52.43,","8.28,",30.35,,,,,,,,,,,,,,,,
377,1989,7.0,"0.112,275.17,","49.54,","9.37,",29.45,,,,,,,,,,,,,,,,
378,1989,8.0,"0.119,276.84,","49.97,","8.49,",29.23,,,,,,,,,,,,,,,,
379,1989,9.0,"0.123,278.36,","48.94,","8.77,",28.85,,,,,,,,,,,,,,,,
380,1989,10.0,"0.129,279.39,","47.89,","12.63,",30.26,,,,,,,,,,,,,,,,
381,1989,11.0,"0.137,280.60,","45.79,","13.72,",29.75,,,,,,,,,,,,,,,,
382,1989,12.0,"0.150,281.80,","44.86,","22.07,",33.46,,,,,,,,,,,,,,,,
383,1989,13.0,"0.172,283.16,","46.63,","27.59,",37.11,,,,,,,,,,,,,,,,
384,1989,14.0,"0.199,285.02,","50.41,","27.17,",38.79,,,,,,,,,,,,,,,,
385,1989,15.0,"0.221,286.87,","50.45,","27.05,",38.75,,,,,,,,,,,,,,,,
386,1989,16.0,"0.243,288.43,","48.92,","29.63,",39.28,,,,,,,,,,,,,,,,
387,1989,17.0,"0.266,289.35,","47.16,","38.66,",42.91,,,,,,,,,,,,,,,,
388,1989,18.0,"0.301,290.50,","50.20,","41.82,",46.01,,,,,,,,,,,,,,,,
389,1989,19.0,"0.336,291.61,","53.49,","43.58,",48.53,,,,,,,,,,,,,,,,
390,1989,20.0,"0.359,291.87,","52.62,","52.33,",52.48,,,,,,,,,,,,,,,,
391,1989,21.0,"0.377,292.61,","50.54,","51.91,",51.23,,,,,,,,,,,,,,,,
392,1989,22.0,"0.382,292.80,","44.85,","53.35,",49.1,,,,,,,,,,,,,,,,
393,1989,23.0,"0.383,292.71,","39.72,","55.82,",47.77,,,,,,,,,,,,,,,,
394,1989,24.0,"0.391,293.40,","38.47,","49.44,",43.95,,,,,,,,,,,,,,,,
395,1989,25.0,"0.397,293.95,","39.52,","45.10,",42.31,,,,,,,,,,,,,,,,
396,1989,26.0,"0.410,294.86,","46.37,","36.33,",41.35,,,,,,,,,,,,,,,,
397,1989,27.0,"0.413,295.31,","48.00,","32.95,",40.47,,,,,,,,,,,,,,,,
398,1989,28.0,"0.396,294.98,","39.75,","38.93,",39.34,,,,,,,,,,,,,,,,
399,1989,29.0,"0.371,294.18,","28.16,","52.26,",40.21,,,,,,,,,,,,,,,,
400,1989,30.0,"0.355,293.42,","23.01,","65.56,",44.29,,,,,,,,,,,,,,,,
401,1989,31.0,"0.349,293.33,","22.14,","66.04,",44.09,,,,,,,,,,,,,,,,
402,1989,32.0,"0.347,293.47,","21.99,","62.76,",42.37,,,,,,,,,,,,,,,,
403,1989,33.0,"0.340,292.78,","21.20,","67.86,",44.53,,,,,,,,,,,,,,,,
404,1989,34.0,"0.335,292.06,","23.43,","69.87,",46.65,,,,,,,,,,,,,,,,
405,1989,35.0,"0.329,291.08,","29.27,","69.86,",49.56,,,,,,,,,,,,,,,,
406,1989,36.0,"0.327,290.56,","38.39,","57.31,",47.85,,,,,,,,,,,,,,,,
407,1989,37.0,"0.318,290.14,","43.49,","44.01,",43.75,,,,,,,,,,,,,,,,
408,1989,38.0,"0.306,288.83,","45.52,","43.88,",44.7,,,,,,,,,,,,,,,,
409,1989,39.0,"0.300,287.88,","51.24,","36.50,",43.87,,,,,,,,,,,,,,,,
410,1989,40.0,"0.287,286.85,","52.86,","27.26,",40.06,,,,,,,,,,,,,,,,
411,1989,41.0,"0.257,284.86,","49.07,","27.14,",38.1,,,,,,,,,,,,,,,,
412,1989,42.0,"0.232,283.08,","48.11,","29.38,",38.74,,,,,,,,,,,,,,,,
413,1989,43.0,"0.214,281.53,","49.99,","29.32,",39.65,,,,,,,,,,,,,,,,
414,1989,44.0,"0.199,279.69,","54.90,","22.77,",38.84,,,,,,,,,,,,,,,,
415,1989,45.0,"0.171,277.18,","51.56,","23.94,",37.75,,,,,,,,,,,,,,,,
416,1989,46.0,"0.140,273.74,","44.68,","32.65,",38.67,,,,,,,,,,,,,,,,
417,1989,47.0,"0.113,270.90,","39.59,","37.88,",38.73,,,,,,,,,,,,,,,,
418,1989,48.0,"0.097,269.31,","37.85,","38.41,",38.13,,,,,,,,,,,,,,,,
419,1989,49.0,"0.091,268.52,","38.55,","35.35,",36.95,,,,,,,,,,,,,,,,
420,1989,50.0,"0.082,267.37,","34.42,","33.01,",33.71,,,,,,,,,,,,,,,,
421,1989,51.0,"0.077,266.87,","35.42,","27.90,",31.66,,,,,,,,,,,,,,,,
422,1989,52.0,"0.085,268.11,","46.26,","17.03,",31.64,,,,,,,,,,,,,,,,
423,1990,1.0,"0.093,269.36,","60.60,","8.33,",34.46,,,,,,,,,,,,,,,,
424,1990,2.0,"0.095,270.08,","66.69,","4.28,",35.48,,,,,,,,,,,,,,,,
425,1990,3.0,"0.097,270.68,","68.30,","2.59,",35.44,,,,,,,,,,,,,,,,
426,1990,4.0,"0.108,272.06,","72.82,","1.04,",36.93,,,,,,,,,,,,,,,,
427,1990,5.0,"0.127,274.06,","75.99,","0.33,",38.16,,,,,,,,,,,,,,,,
428,1990,6.0,"0.143,275.93,","75.83,","0.14,",37.98,,,,,,,,,,,,,,,,
429,1990,7.0,"0.154,277.10,","74.78,","0.42,",37.6,,,,,,,,,,,,,,,,
430,1990,8.0,"0.168,278.47,","77.13,","0.56,",38.84,,,,,,,,,,,,,,,,
431,1990,9.0,"0.180,279.93,","78.92,","0.54,",39.73,,,,,,,,,,,,,,,,
432,1990,10.0,"0.196,281.78,","82.24,","0.37,",41.31,,,,,,,,,,,,,,,,
433,1990,11.0,"0.214,282.95,","83.43,","0.84,",42.14,,,,,,,,,,,,,,,,
434,1990,12.0,"0.234,285.64,","84.92,","0.33,",42.62,,,,,,,,,,,,,,,,
435,1990,13.0,"0.249,287.55,","83.94,","0.42,",42.18,,,,,,,,,,,,,,,,
436,1990,14.0,"0.262,288.30,","81.22,","2.19,",41.71,,,,,,,,,,,,,,,,
437,1990,15.0,"0.279,288.67,","79.45,","10.12,",44.78,,,,,,,,,,,,,,,,
438,1990,16.0,"0.295,288.58,","75.09,","27.82,",51.46,,,,,,,,,,,,,,,,
439,1990,17.0,"0.322,288.93,","74.33,","43.92,",59.12,,,,,,,,,,,,,,,,
440,1990,18.0,"0.343,289.57,","70.34,","53.25,",61.79,,,,,,,,,,,,,,,,
441,1990,19.0,"0.358,290.03,","64.32,","62.45,",63.39,,,,,,,,,,,,,,,,
442,1990,20.0,"0.368,290.27,","57.22,","71.49,",64.35,,,,,,,,,,,,,,,,
443,1990,21.0,"0.372,290.30,","48.62,","78.04,",63.33,,,,,,,,,,,,,,,,
444,1990,22.0,"0.374,290.51,","41.72,","77.58,",59.65,,,,,,,,,,,,,,,,
445,1990,23.0,"0.381,291.22,","39.07,","71.63,",55.35,,,,,,,,,,,,,,,,
446,1990,24.0,"0.394,292.28,","40.86,","61.87,",51.37,,,,,,,,,,,,,,,,
447,1990,25.0,"0.403,293.49,","43.20,","50.24,",46.72,,,,,,,,,,,,,,,,
448,1990,26.0,"0.402,293.96,","42.35,","46.44,",44.4,,,,,,,,,,,,,,,,
449,1990,27.0,"0.398,293.94,","40.41,","48.74,",44.58,,,,,,,,,,,,,,,,
450,1990,28.0,"0.398,293.93,","41.92,","51.89,",46.9,,,,,,,,,,,,,,,,
451,1990,29.0,"0.394,293.91,","42.07,","55.96,",49.02,,,,,,,,,,,,,,,,
452,1990,30.0,"0.388,293.98,","42.35,","58.90,",50.63,,,,,,,,,,,,,,,,
453,1990,31.0,"0.383,294.30,","42.04,","54.15,",48.09,,,,,,,,,,,,,,,,
454,1990,32.0,"0.375,294.30,","38.90,","52.43,",45.66,,,,,,,,,,,,,,,,
455,1990,33.0,"0.364,293.74,","35.48,","55.63,",45.56,,,,,,,,,,,,,,,,
456,1990,34.0,"0.344,292.53,","29.60,","63.93,",46.76,,,,,,,,,,,,,,,,
457,1990,35.0,"0.319,290.79,","24.46,","74.49,",49.47,,,,,,,,,,,,,,,,
458,1990,36.0,"0.293,288.59,","22.40,","82.30,",52.35,,,,,,,,,,,,,,,,
459,1990,37.0,"0.273,286.84,","22.20,","83.35,",52.77,,,,,,,,,,,,,,,,
460,1990,38.0,"0.262,285.83,","24.96,","80.34,",52.65,,,,,,,,,,,,,,,,
461,1990,39.0,"0.257,285.14,","31.05,","71.41,",51.23,,,,,,,,,,,,,,,,
462,1990,40.0,"0.252,284.05,","36.24,","62.11,",49.17,,,,,,,,,,,,,,,,
463,1990,41.0,"0.247,283.06,","44.03,","49.57,",46.8,,,,,,,,,,,,,,,,
464,1990,42.0,"0.233,282.18,","48.18,","38.56,",43.37,,,,,,,,,,,,,,,,
465,1990,43.0,"0.204,279.31,","44.55,","48.04,",46.29,,,,,,,,,,,,,,,,
466,1990,44.0,"0.174,277.18,","41.33,","42.29,",41.81,,,,,,,,,,,,,,,,
467,1990,45.0,"0.149,275.91,","38.91,","32.55,",35.73,,,,,,,,,,,,,,,,
468,1990,46.0,"0.132,273.74,","39.89,","32.93,",36.41,,,,,,,,,,,,,,,,
469,1990,47.0,"0.120,271.79,","43.44,","33.56,",38.5,,,,,,,,,,,,,,,,
470,1990,48.0,"0.104,269.89,","42.16,","36.16,",39.16,,,,,,,,,,,,,,,,
471,1990,49.0,"0.089,267.92,","36.76,","38.94,",37.85,,,,,,,,,,,,,,,,
472,1990,50.0,"0.082,266.55,","34.15,","37.60,",35.87,,,,,,,,,,,,,,,,
473,1990,51.0,"0.079,265.43,","36.07,","35.57,",35.82,,,,,,,,,,,,,,,,
474,1990,52.0,"0.081,265.18,","42.34,","32.06,",37.2,,,,,,,,,,,,,,,,
475,1991,1.0,"0.087,264.85,","54.50,","31.28,",42.89,,,,,,,,,,,,,,,,
476,1991,2.0,"0.092,264.75,","63.52,","31.42,",47.47,,,,,,,,,,,,,,,,
477,1991,3.0,"0.094,264.97,","64.92,","31.88,",48.4,,,,,,,,,,,,,,,,
478,1991,4.0,"0.086,263.82,","52.84,","42.11,",47.47,,,,,,,,,,,,,,,,
479,1991,5.0,"0.077,263.66,","38.44,","49.36,",43.9,,,,,,,,,,,,,,,,
480,1991,6.0,"0.071,264.41,","28.90,","52.29,",40.6,,,,,,,,,,,,,,,,
481,1991,7.0,"0.065,265.23,","22.21,","54.78,",38.49,,,,,,,,,,,,,,,,
482,1991,8.0,"0.063,267.30,","19.31,","53.19,",36.25,,,,,,,,,,,,,,,,
483,1991,9.0,"0.062,269.33,","16.69,","51.88,",34.29,,,,,,,,,,,,,,,,
484,1991,10.0,"0.063,271.76,","14.30,","50.06,",32.18,,,,,,,,,,,,,,,,
485,1991,11.0,"0.073,275.16,","14.40,","42.11,",28.25,,,,,,,,,,,,,,,,
486,1991,12.0,"0.087,278.32,","14.56,","40.91,",27.74,,,,,,,,,,,,,,,,
487,1991,13.0,"0.100,280.83,","11.65,","41.66,",26.65,,,,,,,,,,,,,,,,
488,1991,14.0,"0.111,282.45,","7.25,","46.89,",27.07,,,,,,,,,,,,,,,,
489,1991,15.0,"0.132,283.92,","5.88,","55.00,",30.44,,,,,,,,,,,,,,,,
490,1991,16.0,"0.154,285.42,","5.05,","61.17,",33.11,,,,,,,,,,,,,,,,
491,1991,17.0,"0.181,286.54,","5.87,","70.10,",37.98,,,,,,,,,,,,,,,,
492,1991,18.0,"0.218,287.24,","10.99,","78.06,",44.52,,,,,,,,,,,,,,,,
493,1991,19.0,"0.264,288.11,","19.79,","82.73,",51.26,,,,,,,,,,,,,,,,
494,1991,20.0,"0.307,289.18,","27.98,","82.84,",55.41,,,,,,,,,,,,,,,,
495,1991,21.0,"0.342,290.19,","33.65,","78.93,",56.29,,,,,,,,,,,,,,,,
496,1991,22.0,"0.370,290.68,","39.20,","75.86,",57.53,,,,,,,,,,,,,,,,
497,1991,23.0,"0.396,291.67,","46.36,","66.99,",56.67,,,,,,,,,,,,,,,,
498,1991,24.0,"0.418,293.37,","52.60,","49.87,",51.23,,,,,,,,,,,,,,,,
499,1991,25.0,"0.434,294.61,","59.40,","37.55,",48.48,,,,,,,,,,,,,,,,
500,1991,26.0,"0.442,295.10,","63.25,","33.48,",48.37,,,,,,,,,,,,,,,,
501,1991,27.0,"0.439,294.82,","62.64,","38.68,",50.66,,,,,,,,,,,,,,,,
502,1991,28.0,"0.436,294.64,","62.65,","43.23,",52.94,,,,,,,,,,,,,,,,
503,1991,29.0,"0.423,294.40,","58.97,","49.67,",54.32,,,,,,,,,,,,,,,,
504,1991,30.0,"0.415,294.23,","57.57,","55.70,",56.63,,,,,,,,,,,,,,,,
505,1991,31.0,"0.405,294.06,","54.93,","57.33,",56.13,,,,,,,,,,,,,,,,
506,1991,32.0,"0.398,293.90,","52.59,","57.49,",55.04,,,,,,,,,,,,,,,,
507,1991,33.0,"0.394,293.64,","53.78,","56.74,",55.26,,,,,,,,,,,,,,,,
508,1991,34.0,"0.390,293.42,","56.54,","51.48,",54.01,,,,,,,,,,,,,,,,
509,1991,35.0,"0.380,292.88,","57.79,","45.54,",51.67,,,,,,,,,,,,,,,,
510,1991,36.0,"0.365,291.85,","58.54,","41.45,",49.99,,,,,,,,,,,,,,,,
511,1991,37.0,"0.353,290.91,","60.68,","35.28,",47.98,,,,,,,,,,,,,,,,
512,1991,38.0,"0.344,290.36,","64.13,","25.47,",44.8,,,,,,,,,,,,,,,,
513,1991,39.0,"0.326,289.35,","63.85,","17.79,",40.82,,,,,,,,,,,,,,,,
514,1991,40.0,"0.301,287.57,","59.76,","18.56,",39.16,,,,,,,,,,,,,,,,
515,1991,41.0,"0.273,285.06,","56.65,","24.82,",40.73,,,,,,,,,,,,,,,,
516,1991,42.0,"0.241,282.00,","52.45,","40.65,",46.55,,,,,,,,,,,,,,,,
517,1991,43.0,"0.207,279.03,","46.21,","50.60,",48.4,,,,,,,,,,,,,,,,
518,1991,44.0,"0.169,276.06,","37.95,","50.37,",44.16,,,,,,,,,,,,,,,,
519,1991,45.0,"0.137,273.45,","31.81,","48.44,",40.13,,,,,,,,,,,,,,,,
520,1991,46.0,"0.118,271.95,","31.36,","42.49,",36.92,,,,,,,,,,,,,,,,
521,1991,47.0,"0.102,270.10,","32.32,","41.93,",37.12,,,,,,,,,,,,,,,,
522,1991,48.0,"0.090,268.12,","32.58,","44.82,",38.7,,,,,,,,,,,,,,,,
523,1991,49.0,"0.081,265.88,","30.82,","49.04,",39.93,,,,,,,,,,,,,,,,
524,1991,50.0,"0.082,265.18,","34.05,","44.49,",39.27,,,,,,,,,,,,,,,,
525,1991,51.0,"0.082,265.54,","38.58,","34.89,",36.74,,,,,,,,,,,,,,,,
526,1991,52.0,"0.081,265.95,","41.18,","27.87,",34.53,,,,,,,,,,,,,,,,
527,1992,1.0,"0.083,266.15,","50.00,","24.21,",37.1,,,,,,,,,,,,,,,,
528,1992,2.0,"0.086,266.69,","57.28,","21.02,",39.15,,,,,,,,,,,,,,,,
529,1992,3.0,"0.091,267.42,","61.66,","18.76,",40.21,,,,,,,,,,,,,,,,
530,1992,4.0,"0.094,268.25,","59.36,","19.47,",39.41,,,,,,,,,,,,,,,,
531,1992,5.0,"0.094,268.21,","51.58,","27.57,",39.57,,,,,,,,,,,,,,,,
532,1992,6.0,"0.096,268.71,","45.10,","32.86,",38.98,,,,,,,,,,,,,,,,
533,1992,7.0,"0.098,270.43,","41.18,","31.17,",36.17,,,,,,,,,,,,,,,,
534,1992,8.0,"0.105,272.43,","41.89,","29.63,",35.76,,,,,,,,,,,,,,,,
535,1992,9.0,"0.113,274.36,","43.52,","28.34,",35.93,,,,,,,,,,,,,,,,
536,1992,10.0,"0.121,275.88,","43.73,","30.46,",37.09,,,,,,,,,,,,,,,,
537,1992,11.0,"0.128,277.51,","41.62,","30.61,",36.12,,,,,,,,,,,,,,,,
538,1992,12.0,"0.134,278.55,","36.98,","40.73,",38.85,,,,,,,,,,,,,,,,
539,1992,13.0,"0.143,279.23,","32.87,","52.31,",42.59,,,,,,,,,,,,,,,,
540,1992,14.0,"0.160,280.52,","31.31,","62.32,",46.82,,,,,,,,,,,,,,,,
541,1992,15.0,"0.179,281.88,","29.06,","74.93,",52.0,,,,,,,,,,,,,,,,
542,1992,16.0,"0.206,283.59,","30.34,","81.86,",56.1,,,,,,,,,,,,,,,,
543,1992,17.0,"0.237,285.51,","32.86,","83.61,",58.23,,,,,,,,,,,,,,,,
544,1992,18.0,"0.268,287.31,","34.50,","79.88,",57.19,,,,,,,,,,,,,,,,
545,1992,19.0,"0.296,288.91,","34.24,","76.01,",55.12,,,,,,,,,,,,,,,,
546,1992,20.0,"0.316,290.10,","31.72,","73.97,",52.85,,,,,,,,,,,,,,,,
547,1992,21.0,"0.339,291.33,","31.57,","67.16,",49.36,,,,,,,,,,,,,,,,
548,1992,22.0,"0.354,292.13,","30.27,","60.77,",45.52,,,,,,,,,,,,,,,,
549,1992,23.0,"0.365,292.84,","29.93,","54.71,",42.32,,,,,,,,,,,,,,,,
550,1992,24.0,"0.379,293.84,","32.18,","44.78,",38.48,,,,,,,,,,,,,,,,
551,1992,25.0,"0.394,294.45,","37.59,","39.36,",38.47,,,,,,,,,,,,,,,,
552,1992,26.0,"0.404,295.10,","42.57,","33.32,",37.95,,,,,,,,,,,,,,,,
553,1992,27.0,"0.411,295.79,","46.35,","27.24,",36.79,,,,,,,,,,,,,,,,
554,1992,28.0,"0.414,296.37,","49.87,","21.88,",35.88,,,,,,,,,,,,,,,,
555,1992,29.0,"0.411,296.62,","51.59,","21.01,",36.3,,,,,,,,,,,,,,,,
556,1992,30.0,"0.404,296.85,","51.16,","22.23,",36.69,,,,,,,,,,,,,,,,
557,1992,31.0,"0.395,297.38,","48.23,","15.49,",31.86,,,,,,,,,,,,,,,,
558,1992,32.0,"0.384,297.23,","43.20,","15.01,",29.1,,,,,,,,,,,,,,,,
559,1992,33.0,"0.365,296.50,","35.38,","19.12,",27.25,,,,,,,,,,,,,,,,
560,1992,34.0,"0.342,295.06,","26.85,","29.31,",28.08,,,,,,,,,,,,,,,,
