,Mean,data,for,UKR,Province=,10:,"Khmel'nyts'kyy,",from,1981,to,2017<br>The,data.1,below,were,extracted,from.1,weekly,files,like:,"../AVHRR_VHP/4km/ts_L1_v1/ByWeek/VHP_L1_Mean_198135.txt<br><tt><pre>year,week,,","provinceID,","SMN,SMT,VCI,TCI,VHI"
279,1987,13.0,"0.053,268.19,","6.18,","85.77,",45.97,,,,,,,,,,,,,,,,
280,1987,14.0,"0.071,272.78,","5.17,","88.24,",46.7,,,,,,,,,,,,,,,,
281,1987,15.0,"0.092,276.98,","4.18,","91.55,",47.87,,,,,,,,,,,,,,,,
282,1987,16.0,"0.117,280.97,","3.99,","90.74,",47.36,,,,,,,,,,,,,,,,
283,1987,17.0,"0.146,284.66,","4.32,","84.34,",44.33,,,,,,,,,,,,,,,,
284,1987,18.0,"0.173,286.91,","3.37,","81.45,",42.41,,,,,,,,,,,,,,,,
285,1987,19.0,"0.210,288.23,","3.96,","82.26,",43.11,,,,,,,,,,,,,,,,
286,1987,20.0,"0.250,289.88,","4.70,","78.63,",41.67,,,,,,,,,,,,,,,,
287,1987,21.0,"0.291,291.59,","6.85,","71.69,",39.27,,,,,,,,,,,,,,,,
288,1987,22.0,"0.333,292.66,","11.47,","66.40,",38.93,,,,,,,,,,,,,,,,
289,1987,23.0,"0.370,293.46,","19.52,","62.18,",40.85,,,,,,,,,,,,,,,,
290,1987,24.0,"0.405,294.50,","33.62,","53.85,",43.73,,,,,,,,,,,,,,,,
291,1987,25.0,"0.433,295.35,","50.22,","45.35,",47.79,,,,,,,,,,,,,,,,
292,1987,26.0,"0.447,295.58,","59.28,","43.31,",51.29,,,,,,,,,,,,,,,,
293,1987,27.0,"0.451,295.95,","64.12,","39.96,",52.04,,,,,,,,,,,,,,,,
294,1987,28.0,"0.444,295.71,","64.93,","42.69,",53.81,,,,,,,,,,,,,,,,
295,1987,29.0,"0.427,295.42,","59.94,","46.68,",53.31,,,,,,,,,,,,,,,,
296,1987,30.0,"0.408,295.08,","53.91,","51.24,",52.57,,,,,,,,,,,,,,,,
297,1987,31.0,"0.393,294.02,","48.19,","63.85,",56.02,,,,,,,,,,,,,,,,
298,1987,32.0,"0.389,293.34,","48.96,","71.39,",60.17,,,,,,,,,,,,,,,,
299,1987,33.0,"0.389,292.76,","52.71,","76.22,",64.46,,,,,,,,,,,,,,,,
300,1987,34.0,"0.385,292.23,","56.48,","76.18,",66.33,,,,,,,,,,,,,,,,
301,1987,35.0,"0.375,291.66,","59.74,","70.47,",65.1,,,,,,,,,,,,,,,,
302,1987,36.0,"0.366,290.97,","65.58,","60.74,",63.16,,,,,,,,,,,,,,,,
303,1987,37.0,"0.354,290.18,","68.59,","53.41,",61.0,,,,,,,,,,,,,,,,
304,1987,38.0,"0.330,288.75,","64.90,","53.22,",59.06,,,,,,,,,,,,,,,,
305,1987,39.0,"0.297,287.09,","57.59,","55.62,",56.6,,,,,,,,,,,,,,,,
306,1987,40.0,"0.264,285.36,","50.45,","57.60,",54.03,,,,,,,,,,,,,,,,
307,1987,41.0,"0.233,283.28,","44.89,","57.67,",51.28,,,,,,,,,,,,,,,,
308,1987,42.0,"0.198,280.99,","37.59,","60.54,",49.06,,,,,,,,,,,,,,,,
309,1987,43.0,"0.162,277.91,","30.92,","65.91,",48.41,,,,,,,,,,,,,,,,
310,1987,44.0,"0.130,274.57,","25.31,","66.26,",45.79,,,,,,,,,,,,,,,,
311,1987,45.0,"0.097,270.97,","16.76,","65.92,",41.34,,,,,,,,,,,,,,,,
312,1987,46.0,"0.073,268.08,","12.91,","62.26,",37.59,,,,,,,,,,,,,,,,
313,1987,47.0,"0.058,265.95,","13.30,","57.54,",35.42,,,,,,,,,,,,,,,,
314,1987,48.0,"0.047,265.12,","13.23,","50.54,",31.89,,,,,,,,,,,,,,,,
315,1987,49.0,"0.043,264.77,","15.66,","44.07,",29.87,,,,,,,,,,,,,,,,
316,1987,50.0,"0.041,264.35,","18.43,","37.50,",27.96,,,,,,,,,,,,,,,,
317,1987,51.0,"0.040,263.48,","21.85,","32.56,",27.21,,,,,,,,,,,,,,,,
318,1987,52.0,"0.041,262.94,","27.71,","31.21,",29.46,,,,,,,,,,,,,,,,
319,1988,1.0,"0.044,262.74,","33.18,","31.45,",32.32,,,,,,,,,,,,,,,,
320,1988,2.0,"0.045,262.03,","35.61,","36.00,",35.81,,,,,,,,,,,,,,,,
321,1988,3.0,"0.046,261.52,","38.69,","39.30,",38.99,,,,,,,,,,,,,,,,
322,1988,4.0,"0.046,260.36,","39.69,","44.44,",42.06,,,,,,,,,,,,,,,,
323,1988,5.0,"0.046,259.68,","36.69,","49.79,",43.24,,,,,,,,,,,,,,,,
324,1988,6.0,"0.045,258.95,","31.37,","56.40,",43.88,,,,,,,,,,,,,,,,
325,1988,7.0,"0.044,257.80,","28.08,","64.57,",46.32,,,,,,,,,,,,,,,,
326,1988,8.0,"0.045,257.12,","26.45,","74.11,",50.28,,,,,,,,,,,,,,,,
327,1988,9.0,"0.047,257.80,","25.34,","80.33,",52.83,,,,,,,,,,,,,,,,
328,1988,10.0,"0.050,259.75,","23.83,","80.62,",52.23,,,,,,,,,,,,,,,,
329,1988,11.0,"0.057,263.03,","23.16,","76.17,",49.67,,,,,,,,,,,,,,,,
330,1988,12.0,"0.066,267.50,","21.55,","72.05,",46.8,,,,,,,,,,,,,,,,
331,1988,13.0,"0.079,272.56,","19.36,","67.87,",43.62,,,,,,,,,,,,,,,,
332,1988,14.0,"0.101,277.44,","19.60,","65.43,",42.51,,,,,,,,,,,,,,,,
333,1988,15.0,"0.128,280.72,","20.87,","68.88,",44.87,,,,,,,,,,,,,,,,
334,1988,16.0,"0.160,283.45,","22.74,","72.69,",47.72,,,,,,,,,,,,,,,,
335,1988,17.0,"0.193,285.37,","23.98,","78.12,",51.05,,,,,,,,,,,,,,,,
336,1988,18.0,"0.226,287.29,","24.80,","77.67,",51.24,,,,,,,,,,,,,,,,
337,1988,19.0,"0.258,289.17,","23.87,","73.41,",48.64,,,,,,,,,,,,,,,,
338,1988,20.0,"0.292,290.41,","22.90,","73.47,",48.18,,,,,,,,,,,,,,,,
339,1988,21.0,"0.321,291.00,","20.95,","76.94,",48.94,,,,,,,,,,,,,,,,
340,1988,22.0,"0.342,291.17,","17.65,","80.13,",48.89,,,,,,,,,,,,,,,,
341,1988,23.0,"0.362,291.51,","17.26,","80.66,",48.96,,,,,,,,,,,,,,,,
342,1988,24.0,"0.382,292.15,","22.17,","78.49,",50.33,,,,,,,,,,,,,,,,
343,1988,25.0,"0.393,292.49,","27.52,","78.00,",52.76,,,,,,,,,,,,,,,,
344,1988,26.0,"0.404,293.09,","33.98,","73.42,",53.7,,,,,,,,,,,,,,,,
345,1988,27.0,"0.418,293.87,","43.77,","66.00,",54.88,,,,,,,,,,,,,,,,
346,1988,28.0,"0.429,294.49,","55.87,","58.70,",57.28,,,,,,,,,,,,,,,,
347,1988,29.0,"0.434,294.93,","64.53,","52.93,",58.73,,,,,,,,,,,,,,,,
348,1988,30.0,"0.430,294.97,","67.25,","52.29,",59.77,,,,,,,,,,,,,,,,
349,1988,31.0,"0.422,294.67,","65.89,","55.41,",60.65,,,,,,,,,,,,,,,,
350,1988,32.0,"0.416,294.80,","65.68,","52.67,",59.18,,,,,,,,,,,,,,,,
351,1988,33.0,"0.406,294.74,","64.16,","50.33,",57.24,,,,,,,,,,,,,,,,
352,1988,34.0,"0.386,293.82,","56.95,","56.21,",56.58,,,,,,,,,,,,,,,,
353,1988,35.0,"0.361,292.75,","51.69,","58.05,",54.87,,,,,,,,,,,,,,,,
354,1988,36.0,"0.335,291.58,","48.49,","54.85,",51.67,,,,,,,,,,,,,,,,
355,1988,37.0,"0.311,290.36,","45.81,","51.98,",48.9,,,,,,,,,,,,,,,,
356,1988,38.0,"0.285,288.87,","42.22,","52.10,",47.16,,,,,,,,,,,,,,,,
357,1988,39.0,"0.269,287.53,","43.27,","51.05,",47.16,,,,,,,,,,,,,,,,
358,1988,40.0,"0.259,286.41,","47.70,","46.00,",46.85,,,,,,,,,,,,,,,,
359,1988,41.0,"0.250,283.77,","54.10,","52.15,",53.13,,,,,,,,,,,,,,,,
360,1988,42.0,"0.229,281.37,","55.01,","56.66,",55.83,,,,,,,,,,,,,,,,
361,1988,43.0,"0.202,278.32,","53.72,","62.32,",58.02,,,,,,,,,,,,,,,,
362,1988,44.0,"0.170,275.28,","49.36,","60.66,",55.01,,,,,,,,,,,,,,,,
363,1988,45.0,"0.139,272.55,","43.89,","55.61,",49.75,,,,,,,,,,,,,,,,
364,1988,46.0,"0.111,270.17,","38.66,","50.58,",44.62,,,,,,,,,,,,,,,,
365,1988,47.0,"0.086,267.52,","34.84,","49.69,",42.27,,,,,,,,,,,,,,,,
366,1988,48.0,"0.071,265.28,","33.54,","49.48,",41.51,,,,,,,,,,,,,,,,
367,1988,49.0,"0.060,263.28,","31.80,","49.90,",40.85,,,,,,,,,,,,,,,,
368,1988,50.0,"0.049,262.50,","26.49,","44.85,",35.67,,,,,,,,,,,,,,,,
369,1988,51.0,"0.047,263.28,","30.23,","33.74,",31.99,,,,,,,,,,,,,,,,
370,1988,52.0,"0.048,264.72,","35.61,","25.01,",30.31,,,,,,,,,,,,,,,,
371,1989,1.0,"0.046,266.65,","35.41,","17.62,",26.51,,,,,,,,,,,,,,,,
372,1989,2.0,"0.048,268.69,","38.68,","12.14,",25.41,,,,,,,,,,,,,,,,
373,1989,3.0,"0.050,270.57,","43.05,","7.29,",25.17,,,,,,,,,,,,,,,,
374,1989,4.0,"0.054,272.48,","46.74,","4.07,",25.41,,,,,,,,,,,,,,,,
375,1989,5.0,"0.061,274.06,","49.13,","4.54,",26.84,,,,,,,,,,,,,,,,
376,1989,6.0,"0.069,275.33,","49.47,","5.99,",27.73,,,,,,,,,,,,,,,,
377,1989,7.0,"0.076,276.75,","49.86,","5.71,",27.78,,,,,,,,,,,,,,,,
378,1989,8.0,"0.084,278.40,","51.08,","5.82,",28.45,,,,,,,,,,,,,,,,
379,1989,9.0,"0.092,280.06,","52.06,","6.78,",29.42,,,,,,,,,,,,,,,,
380,1989,10.0,"0.102,281.16,","53.06,","9.69,",31.38,,,,,,,,,,,,,,,,
381,1989,11.0,"0.119,282.86,","55.87,","8.23,",32.05,,,,,,,,,,,,,,,,
382,1989,12.0,"0.144,284.96,","62.13,","10.24,",36.18,,,,,,,,,,,,,,,,
383,1989,13.0,"0.171,286.59,","65.92,","12.65,",39.28,,,,,,,,,,,,,,,,
384,1989,14.0,"0.196,288.05,","66.85,","12.21,",39.53,,,,,,,,,,,,,,,,
385,1989,15.0,"0.221,289.31,","64.61,","13.96,",39.29,,,,,,,,,,,,,,,,
386,1989,16.0,"0.249,290.34,","62.10,","20.20,",41.15,,,,,,,,,,,,,,,,
387,1989,17.0,"0.279,290.93,","60.92,","30.06,",45.49,,,,,,,,,,,,,,,,
388,1989,18.0,"0.319,291.65,","63.38,","37.81,",50.59,,,,,,,,,,,,,,,,
389,1989,19.0,"0.357,292.35,","65.18,","43.90,",54.54,,,,,,,,,,,,,,,,
390,1989,20.0,"0.384,292.61,","63.55,","52.97,",58.26,,,,,,,,,,,,,,,,
391,1989,21.0,"0.402,293.01,","58.96,","57.95,",58.45,,,,,,,,,,,,,,,,
392,1989,22.0,"0.409,292.93,","51.07,","63.90,",57.48,,,,,,,,,,,,,,,,
393,1989,23.0,"0.411,292.40,","43.16,","72.69,",57.92,,,,,,,,,,,,,,,,
394,1989,24.0,"0.418,292.75,","42.45,","72.73,",57.59,,,,,,,,,,,,,,,,
395,1989,25.0,"0.427,293.19,","46.96,","70.71,",58.83,,,,,,,,,,,,,,,,
396,1989,26.0,"0.442,293.76,","56.63,","65.58,",61.1,,,,,,,,,,,,,,,,
397,1989,27.0,"0.443,294.10,","59.14,","63.11,",61.13,,,,,,,,,,,,,,,,
398,1989,28.0,"0.427,293.97,","54.28,","65.43,",59.85,,,,,,,,,,,,,,,,
399,1989,29.0,"0.402,293.49,","44.59,","72.12,",58.35,,,,,,,,,,,,,,,,
400,1989,30.0,"0.382,293.20,","38.02,","75.10,",56.56,,,,,,,,,,,,,,,,
401,1989,31.0,"0.372,293.42,","35.79,","71.13,",53.46,,,,,,,,,,,,,,,,
402,1989,32.0,"0.364,293.59,","33.90,","68.00,",50.95,,,,,,,,,,,,,,,,
403,1989,33.0,"0.353,292.97,","30.09,","73.18,",51.63,,,,,,,,,,,,,,,,
404,1989,34.0,"0.347,292.34,","32.18,","74.49,",53.33,,,,,,,,,,,,,,,,
405,1989,35.0,"0.341,291.70,","39.45,","69.88,",54.67,,,,,,,,,,,,,,,,
406,1989,36.0,"0.331,291.11,","46.10,","59.42,",52.76,,,,,,,,,,,,,,,,
407,1989,37.0,"0.316,290.70,","48.38,","48.91,",48.64,,,,,,,,,,,,,,,,
408,1989,38.0,"0.296,289.48,","47.67,","46.32,",47.0,,,,,,,,,,,,,,,,
409,1989,39.0,"0.287,288.71,","52.26,","39.28,",45.77,,,,,,,,,,,,,,,,
410,1989,40.0,"0.268,287.92,","52.43,","29.66,",41.04,,,,,,,,,,,,,,,,
411,1989,41.0,"0.239,286.06,","48.04,","25.85,",36.94,,,,,,,,,,,,,,,,
412,1989,42.0,"0.214,283.88,","46.24,","29.14,",37.69,,,,,,,,,,,,,,,,
413,1989,43.0,"0.195,282.00,","49.59,","28.19,",38.89,,,,,,,,,,,,,,,,
414,1989,44.0,"0.173,279.86,","51.53,","23.43,",37.48,,,,,,,,,,,,,,,,
415,1989,45.0,"0.140,276.95,","44.94,","25.79,",35.37,,,,,,,,,,,,,,,,
416,1989,46.0,"0.106,273.06,","35.31,","34.00,",34.66,,,,,,,,,,,,,,,,
417,1989,47.0,"0.086,270.15,","34.38,","36.56,",35.47,,,,,,,,,,,,,,,,
418,1989,48.0,"0.074,268.63,","36.58,","34.36,",35.47,,,,,,,,,,,,,,,,
419,1989,49.0,"0.068,267.76,","40.97,","30.69,",35.83,,,,,,,,,,,,,,,,
420,1989,50.0,"0.064,266.72,","43.38,","27.36,",35.37,,,,,,,,,,,,,,,,
421,1989,51.0,"0.062,266.57,","48.28,","20.30,",34.29,,,,,,,,,,,,,,,,
422,1989,52.0,"0.072,268.63,","64.22,","9.65,",36.94,,,,,,,,,,,,,,,,
423,1990,1.0,"0.080,270.32,","73.82,","3.56,",38.69,,,,,,,,,,,,,,,,
424,1990,2.0,"0.085,271.50,","78.61,","1.46,",40.03,,,,,,,,,,,,,,,,
425,1990,3.0,"0.089,272.22,","82.76,","1.01,",41.88,,,,,,,,,,,,,,,,
426,1990,4.0,"0.096,273.42,","87.60,","0.25,",43.92,,,,,,,,,,,,,,,,
427,1990,5.0,"0.106,275.31,","88.48,","0.04,",44.26,,,,,,,,,,,,,,,,
428,1990,6.0,"0.117,277.16,","85.93,","0.02,",42.97,,,,,,,,,,,,,,,,
429,1990,7.0,"0.126,278.46,","84.65,","0.06,",42.36,,,,,,,,,,,,,,,,
430,1990,8.0,"0.137,280.03,","84.36,","0.10,",42.23,,,,,,,,,,,,,,,,
431,1990,9.0,"0.147,281.87,","84.08,","0.18,",42.13,,,,,,,,,,,,,,,,
432,1990,10.0,"0.161,283.90,","85.85,","0.21,",43.03,,,,,,,,,,,,,,,,
433,1990,11.0,"0.178,284.97,","87.28,","0.47,",43.87,,,,,,,,,,,,,,,,
434,1990,12.0,"0.198,287.64,","89.95,","0.09,",45.02,,,,,,,,,,,,,,,,
435,1990,13.0,"0.217,289.58,","89.11,","0.12,",44.61,,,,,,,,,,,,,,,,
436,1990,14.0,"0.233,290.08,","84.44,","1.27,",42.86,,,,,,,,,,,,,,,,
437,1990,15.0,"0.249,289.95,","77.43,","9.03,",43.23,,,,,,,,,,,,,,,,
438,1990,16.0,"0.270,289.68,","71.29,","25.14,",48.22,,,,,,,,,,,,,,,,
439,1990,17.0,"0.302,290.10,","70.54,","37.97,",54.25,,,,,,,,,,,,,,,,
440,1990,18.0,"0.338,291.04,","70.94,","44.28,",57.61,,,,,,,,,,,,,,,,
441,1990,19.0,"0.367,291.75,","68.56,","50.04,",59.3,,,,,,,,,,,,,,,,
442,1990,20.0,"0.388,292.05,","64.29,","58.59,",61.44,,,,,,,,,,,,,,,,
443,1990,21.0,"0.400,292.01,","57.32,","67.76,",62.54,,,,,,,,,,,,,,,,
444,1990,22.0,"0.404,291.96,","48.08,","73.25,",60.66,,,,,,,,,,,,,,,,
445,1990,23.0,"0.405,292.12,","40.00,","75.68,",57.84,,,,,,,,,,,,,,,,
446,1990,24.0,"0.412,292.79,","38.40,","72.68,",55.54,,,,,,,,,,,,,,,,
447,1990,25.0,"0.417,293.91,","40.99,","62.47,",51.73,,,,,,,,,,,,,,,,
448,1990,26.0,"0.416,294.48,","41.03,","56.68,",48.85,,,,,,,,,,,,,,,,
449,1990,27.0,"0.409,294.64,","38.72,","56.41,",47.57,,,,,,,,,,,,,,,,
450,1990,28.0,"0.406,294.83,","41.12,","54.36,",47.74,,,,,,,,,,,,,,,,
451,1990,29.0,"0.399,295.14,","42.44,","50.52,",46.48,,,,,,,,,,,,,,,,
452,1990,30.0,"0.392,295.59,","43.88,","44.46,",44.17,,,,,,,,,,,,,,,,
453,1990,31.0,"0.383,296.13,","42.33,","36.66,",39.5,,,,,,,,,,,,,,,,
454,1990,32.0,"0.372,296.48,","38.31,","31.26,",34.78,,,,,,,,,,,,,,,,
455,1990,33.0,"0.360,296.30,","34.39,","30.26,",32.32,,,,,,,,,,,,,,,,
456,1990,34.0,"0.340,295.34,","27.88,","37.24,",32.56,,,,,,,,,,,,,,,,
457,1990,35.0,"0.314,293.99,","23.47,","43.81,",33.64,,,,,,,,,,,,,,,,
458,1990,36.0,"0.288,292.35,","22.42,","46.59,",34.51,,,,,,,,,,,,,,,,
459,1990,37.0,"0.266,291.17,","22.78,","44.12,",33.45,,,,,,,,,,,,,,,,
460,1990,38.0,"0.250,290.26,","23.96,","39.68,",31.82,,,,,,,,,,,,,,,,
461,1990,39.0,"0.234,289.29,","25.05,","34.55,",29.8,,,,,,,,,,,,,,,,
462,1990,40.0,"0.217,288.00,","24.92,","29.62,",27.27,,,,,,,,,,,,,,,,
463,1990,41.0,"0.202,286.69,","26.88,","19.01,",22.95,,,,,,,,,,,,,,,,
464,1990,42.0,"0.175,284.94,","23.87,","17.94,",20.9,,,,,,,,,,,,,,,,
465,1990,43.0,"0.144,281.87,","19.96,","29.42,",24.69,,,,,,,,,,,,,,,,
466,1990,44.0,"0.116,278.84,","16.14,","31.95,",24.05,,,,,,,,,,,,,,,,
467,1990,45.0,"0.090,276.41,","12.26,","29.65,",20.96,,,,,,,,,,,,,,,,
468,1990,46.0,"0.074,273.94,","12.90,","29.11,",21.01,,,,,,,,,,,,,,,,
469,1990,47.0,"0.063,271.65,","15.87,","29.14,",22.51,,,,,,,,,,,,,,,,
470,1990,48.0,"0.053,269.79,","17.70,","29.26,",23.48,,,,,,,,,,,,,,,,
471,1990,49.0,"0.044,267.89,","15.31,","30.23,",22.77,,,,,,,,,,,,,,,,
472,1990,50.0,"0.040,267.04,","16.03,","25.97,",21.0,,,,,,,,,,,,,,,,
473,1990,51.0,"0.040,266.61,","21.35,","20.05,",20.7,,,,,,,,,,,,,,,,
474,1990,52.0,"0.042,266.28,","27.64,","18.74,",23.19,,,,,,,,,,,,,,,,
475,1991,1.0,"0.047,265.90,","35.02,","20.15,",27.59,,,,,,,,,,,,,,,,
476,1991,2.0,"0.050,265.67,","40.58,","22.96,",31.77,,,,,,,,,,,,,,,,
477,1991,3.0,"0.052,265.09,","44.33,","26.70,",35.51,,,,,,,,,,,,,,,,
478,1991,4.0,"0.049,262.95,","41.78,","36.31,",39.04,,,,,,,,,,,,,,,,
479,1991,5.0,"0.044,261.71,","34.74,","44.31,",39.52,,,,,,,,,,,,,,,,
480,1991,6.0,"0.040,261.74,","27.53,","48.74,",38.13,,,,,,,,,,,,,,,,
481,1991,7.0,"0.038,262.38,","23.39,","51.37,",37.38,,,,,,,,,,,,,,,,
482,1991,8.0,"0.038,263.79,","21.91,","53.87,",37.89,,,,,,,,,,,,,,,,
483,1991,9.0,"0.039,265.21,","20.45,","57.62,",39.04,,,,,,,,,,,,,,,,
484,1991,10.0,"0.040,267.56,","18.10,","56.76,",37.43,,,,,,,,,,,,,,,,
485,1991,11.0,"0.048,271.26,","18.02,","49.58,",33.8,,,,,,,,,,,,,,,,
486,1991,12.0,"0.061,275.42,","18.93,","45.15,",32.04,,,,,,,,,,,,,,,,
487,1991,13.0,"0.073,278.58,","16.51,","45.12,",30.82,,,,,,,,,,,,,,,,
488,1991,14.0,"0.085,280.68,","11.84,","50.18,",31.01,,,,,,,,,,,,,,,,
489,1991,15.0,"0.104,282.64,","9.67,","57.29,",33.48,,,,,,,,,,,,,,,,
490,1991,16.0,"0.127,284.38,","8.30,","66.08,",37.19,,,,,,,,,,,,,,,,
491,1991,17.0,"0.156,285.27,","8.31,","79.41,",43.86,,,,,,,,,,,,,,,,
492,1991,18.0,"0.196,286.44,","12.59,","85.60,",49.1,,,,,,,,,,,,,,,,
493,1991,19.0,"0.236,287.56,","14.95,","87.98,",51.47,,,,,,,,,,,,,,,,
494,1991,20.0,"0.276,288.43,","16.34,","91.97,",54.15,,,,,,,,,,,,,,,,
495,1991,21.0,"0.312,289.22,","16.75,","94.29,",55.52,,,,,,,,,,,,,,,,
496,1991,22.0,"0.347,289.92,","19.61,","92.69,",56.15,,,,,,,,,,,,,,,,
497,1991,23.0,"0.383,291.16,","27.96,","84.87,",56.42,,,,,,,,,,,,,,,,
498,1991,24.0,"0.418,293.18,","42.20,","68.02,",55.11,,,,,,,,,,,,,,,,
499,1991,25.0,"0.446,294.73,","58.65,","52.46,",55.56,,,,,,,,,,,,,,,,
500,1991,26.0,"0.461,295.50,","68.44,","43.92,",56.18,,,,,,,,,,,,,,,,
501,1991,27.0,"0.458,295.21,","68.48,","48.93,",58.7,,,,,,,,,,,,,,,,
502,1991,28.0,"0.449,294.90,","68.03,","53.08,",60.56,,,,,,,,,,,,,,,,
503,1991,29.0,"0.434,294.69,","64.59,","56.03,",60.31,,,,,,,,,,,,,,,,
504,1991,30.0,"0.426,294.69,","64.42,","55.93,",60.17,,,,,,,,,,,,,,,,
505,1991,31.0,"0.416,294.60,","61.97,","56.22,",59.1,,,,,,,,,,,,,,,,
506,1991,32.0,"0.404,294.31,","58.63,","58.76,",58.69,,,,,,,,,,,,,,,,
507,1991,33.0,"0.396,293.97,","57.75,","60.17,",58.96,,,,,,,,,,,,,,,,
508,1991,34.0,"0.392,293.80,","61.19,","56.19,",58.69,,,,,,,,,,,,,,,,
509,1991,35.0,"0.383,293.39,","64.79,","50.61,",57.7,,,,,,,,,,,,,,,,
510,1991,36.0,"0.367,292.46,","66.60,","46.44,",56.52,,,,,,,,,,,,,,,,
511,1991,37.0,"0.355,291.61,","69.54,","40.93,",55.23,,,,,,,,,,,,,,,,
512,1991,38.0,"0.348,291.23,","74.64,","30.64,",52.64,,,,,,,,,,,,,,,,
513,1991,39.0,"0.332,290.24,","75.99,","24.36,",50.17,,,,,,,,,,,,,,,,
514,1991,40.0,"0.304,288.26,","72.22,","26.06,",49.14,,,,,,,,,,,,,,,,
515,1991,41.0,"0.270,285.88,","65.94,","28.04,",46.99,,,,,,,,,,,,,,,,
516,1991,42.0,"0.234,283.03,","58.07,","38.64,",48.35,,,,,,,,,,,,,,,,
517,1991,43.0,"0.197,279.92,","51.41,","47.38,",49.4,,,,,,,,,,,,,,,,
518,1991,44.0,"0.160,276.98,","44.03,","46.76,",45.39,,,,,,,,,,,,,,,,
519,1991,45.0,"0.129,274.29,","38.57,","44.01,",41.29,,,,,,,,,,,,,,,,
520,1991,46.0,"0.107,272.61,","36.91,","36.90,",36.91,,,,,,,,,,,,,,,,
521,1991,47.0,"0.088,270.72,","37.40,","33.92,",35.66,,,,,,,,,,,,,,,,
522,1991,48.0,"0.073,268.68,","35.97,","34.26,",35.11,,,,,,,,,,,,,,,,
523,1991,49.0,"0.060,266.61,","32.38,","35.62,",34.0,,,,,,,,,,,,,,,,
524,1991,50.0,"0.054,265.17,","32.95,","33.78,",33.37,,,,,,,,,,,,,,,,
525,1991,51.0,"0.053,264.39,","37.21,","28.89,",33.05,,,,,,,,,,,,,,,,
526,1991,52.0,"0.049,263.85,","37.83,","27.73,",32.78,,,,,,,,,,,,,,,,
527,1992,1.0,"0.047,263.37,","37.12,","28.90,",33.01,,,,,,,,,,,,,,,,
528,1992,2.0,"0.046,263.33,","36.45,","30.83,",33.64,,,,,,,,,,,,,,,,
529,1992,3.0,"0.047,263.65,","39.45,","31.14,",35.3,,,,,,,,,,,,,,,,
530,1992,4.0,"0.048,264.36,","40.89,","30.53,",35.71,,,,,,,,,,,,,,,,
531,1992,5.0,"0.047,264.21,","37.50,","35.33,",36.42,,,,,,,,,,,,,,,,
532,1992,6.0,"0.048,264.51,","33.59,","39.38,",36.48,,,,,,,,,,,,,,,,
533,1992,7.0,"0.051,265.93,","32.29,","39.42,",35.85,,,,,,,,,,,,,,,,
534,1992,8.0,"0.056,268.01,","33.26,","39.16,",36.21,,,,,,,,,,,,,,,,
535,1992,9.0,"0.064,270.74,","35.48,","37.79,",36.64,,,,,,,,,,,,,,,,
536,1992,10.0,"0.071,273.35,","35.43,","36.21,",35.82,,,,,,,,,,,,,,,,
537,1992,11.0,"0.080,275.74,","35.00,","33.25,",34.12,,,,,,,,,,,,,,,,
538,1992,12.0,"0.092,277.72,","35.12,","36.71,",35.91,,,,,,,,,,,,,,,,
539,1992,13.0,"0.109,279.43,","34.45,","42.04,",38.25,,,,,,,,,,,,,,,,
540,1992,14.0,"0.132,281.59,","35.01,","46.25,",40.63,,,,,,,,,,,,,,,,
541,1992,15.0,"0.160,283.10,","35.70,","55.05,",45.37,,,,,,,,,,,,,,,,
542,1992,16.0,"0.199,285.40,","40.18,","58.91,",49.54,,,,,,,,,,,,,,,,
543,1992,17.0,"0.244,288.08,","45.72,","55.87,",50.8,,,,,,,,,,,,,,,,
544,1992,18.0,"0.285,290.08,","49.22,","53.00,",51.11,,,,,,,,,,,,,,,,
545,1992,19.0,"0.317,291.55,","47.96,","51.75,",49.85,,,,,,,,,,,,,,,,
546,1992,20.0,"0.341,292.53,","44.35,","53.88,",49.12,,,,,,,,,,,,,,,,
547,1992,21.0,"0.363,293.24,","39.79,","55.75,",47.77,,,,,,,,,,,,,,,,
548,1992,22.0,"0.378,293.53,","34.55,","57.93,",46.24,,,,,,,,,,,,,,,,
549,1992,23.0,"0.387,293.49,","29.61,","61.63,",45.62,,,,,,,,,,,,,,,,
550,1992,24.0,"0.403,293.95,","32.71,","59.57,",46.14,,,,,,,,,,,,,,,,
551,1992,25.0,"0.417,294.51,","40.50,","54.97,",47.74,,,,,,,,,,,,,,,,
552,1992,26.0,"0.427,295.05,","47.13,","49.66,",48.39,,,,,,,,,,,,,,,,
553,1992,27.0,"0.431,295.68,","51.66,","42.96,",47.31,,,,,,,,,,,,,,,,
554,1992,28.0,"0.432,296.34,","56.82,","33.74,",45.28,,,,,,,,,,,,,,,,
555,1992,29.0,"0.431,297.12,","62.13,","22.63,",42.38,,,,,,,,,,,,,,,,
556,1992,30.0,"0.421,297.71,","61.70,","16.18,",38.94,,,,,,,,,,,,,,,,
557,1992,31.0,"0.408,297.89,","57.00,","14.03,",35.51,,,,,,,,,,,,,,,,
558,1992,32.0,"0.397,297.81,","53.95,","13.95,",33.95,,,,,,,,,,,,,,,,
559,1992,33.0,"0.386,297.46,","51.20,","15.05,",33.12,,,,,,,,,,,,,,,,
560,1992,34.0,"0.370,296.52,","46.92,","21.91,",34.42,,,,,,,,,,,,,,,,
