,Mean,data,for,UKR,Province=,23:,"Transcarpathia,",from,1981,to,2017<br>The,data.1,below,were,extracted,from.1,weekly,files,like:,"../AVHRR_VHP/4km/ts_L1_v1/ByWeek/VHP_L1_Mean_198135.txt<br><tt><pre>year,week,,","provinceID,","SMN,SMT,VCI,TCI,VHI"
279,1987,13.0,"0.125,278.12,","13.20,","65.29,",39.25,,,,,,,,,,,,,,,,
280,1987,14.0,"0.150,280.27,","13.72,","61.48,",37.6,,,,,,,,,,,,,,,,
281,1987,15.0,"0.181,282.12,","17.64,","58.35,",38.0,,,,,,,,,,,,,,,,
282,1987,16.0,"0.216,284.00,","22.34,","55.18,",38.76,,,,,,,,,,,,,,,,
283,1987,17.0,"0.257,286.15,","26.17,","50.29,",38.23,,,,,,,,,,,,,,,,
284,1987,18.0,"0.292,287.59,","27.52,","48.87,",38.19,,,,,,,,,,,,,,,,
285,1987,19.0,"0.323,288.00,","28.20,","52.50,",40.35,,,,,,,,,,,,,,,,
286,1987,20.0,"0.352,288.66,","29.87,","51.33,",40.6,,,,,,,,,,,,,,,,
287,1987,21.0,"0.378,289.55,","30.78,","49.18,",39.98,,,,,,,,,,,,,,,,
288,1987,22.0,"0.397,290.10,","30.47,","49.76,",40.12,,,,,,,,,,,,,,,,
289,1987,23.0,"0.410,290.42,","31.29,","51.06,",41.17,,,,,,,,,,,,,,,,
290,1987,24.0,"0.431,291.25,","38.02,","46.72,",42.37,,,,,,,,,,,,,,,,
291,1987,25.0,"0.459,292.30,","47.36,","39.42,",43.39,,,,,,,,,,,,,,,,
292,1987,26.0,"0.476,292.91,","51.63,","37.73,",44.68,,,,,,,,,,,,,,,,
293,1987,27.0,"0.487,293.74,","52.82,","35.32,",44.07,,,,,,,,,,,,,,,,
294,1987,28.0,"0.487,293.90,","52.35,","38.66,",45.51,,,,,,,,,,,,,,,,
295,1987,29.0,"0.478,293.63,","48.80,","45.18,",46.99,,,,,,,,,,,,,,,,
296,1987,30.0,"0.469,293.27,","46.20,","51.49,",48.84,,,,,,,,,,,,,,,,
297,1987,31.0,"0.460,292.31,","43.18,","63.78,",53.48,,,,,,,,,,,,,,,,
298,1987,32.0,"0.456,291.49,","41.94,","73.84,",57.89,,,,,,,,,,,,,,,,
299,1987,33.0,"0.464,291.01,","46.87,","77.18,",62.03,,,,,,,,,,,,,,,,
300,1987,34.0,"0.471,290.92,","53.15,","71.91,",62.53,,,,,,,,,,,,,,,,
301,1987,35.0,"0.471,290.92,","59.83,","59.47,",59.65,,,,,,,,,,,,,,,,
302,1987,36.0,"0.468,290.61,","66.59,","46.19,",56.39,,,,,,,,,,,,,,,,
303,1987,37.0,"0.458,289.99,","69.13,","37.17,",53.15,,,,,,,,,,,,,,,,
304,1987,38.0,"0.434,288.70,","65.47,","37.40,",51.43,,,,,,,,,,,,,,,,
305,1987,39.0,"0.401,287.45,","58.77,","34.89,",46.83,,,,,,,,,,,,,,,,
306,1987,40.0,"0.364,286.70,","52.10,","25.20,",38.65,,,,,,,,,,,,,,,,
307,1987,41.0,"0.329,285.23,","49.19,","21.37,",35.28,,,,,,,,,,,,,,,,
308,1987,42.0,"0.289,283.07,","45.58,","25.95,",35.76,,,,,,,,,,,,,,,,
309,1987,43.0,"0.246,280.17,","40.83,","39.17,",40.0,,,,,,,,,,,,,,,,
310,1987,44.0,"0.201,275.30,","33.09,","64.42,",48.76,,,,,,,,,,,,,,,,
311,1987,45.0,"0.143,269.52,","16.05,","85.37,",50.71,,,,,,,,,,,,,,,,
312,1987,46.0,"0.109,265.25,","9.87,","89.51,",49.69,,,,,,,,,,,,,,,,
313,1987,47.0,"0.089,263.68,","9.76,","82.73,",46.25,,,,,,,,,,,,,,,,
314,1987,48.0,"0.074,263.46,","9.67,","72.89,",41.28,,,,,,,,,,,,,,,,
315,1987,49.0,"0.067,263.22,","11.91,","64.20,",38.05,,,,,,,,,,,,,,,,
316,1987,50.0,"0.062,263.03,","11.03,","55.88,",33.45,,,,,,,,,,,,,,,,
317,1987,51.0,"0.057,262.82,","11.05,","49.33,",30.19,,,,,,,,,,,,,,,,
318,1987,52.0,"0.056,263.31,","12.85,","43.95,",28.4,,,,,,,,,,,,,,,,
319,1988,1.0,"0.061,264.74,","18.05,","37.98,",28.01,,,,,,,,,,,,,,,,
320,1988,2.0,"0.065,266.10,","21.80,","33.15,",27.47,,,,,,,,,,,,,,,,
321,1988,3.0,"0.070,268.05,","25.28,","26.09,",25.68,,,,,,,,,,,,,,,,
322,1988,4.0,"0.075,269.48,","27.39,","22.51,",24.95,,,,,,,,,,,,,,,,
323,1988,5.0,"0.078,269.71,","27.75,","26.12,",26.94,,,,,,,,,,,,,,,,
324,1988,6.0,"0.079,269.80,","26.49,","33.86,",30.18,,,,,,,,,,,,,,,,
325,1988,7.0,"0.082,269.90,","25.44,","42.57,",34.0,,,,,,,,,,,,,,,,
326,1988,8.0,"0.087,270.60,","25.27,","47.66,",36.47,,,,,,,,,,,,,,,,
327,1988,9.0,"0.089,270.92,","22.43,","57.54,",39.98,,,,,,,,,,,,,,,,
328,1988,10.0,"0.093,271.28,","18.79,","68.13,",43.46,,,,,,,,,,,,,,,,
329,1988,11.0,"0.105,272.85,","19.14,","71.26,",45.2,,,,,,,,,,,,,,,,
330,1988,12.0,"0.122,275.24,","20.77,","69.22,",44.99,,,,,,,,,,,,,,,,
331,1988,13.0,"0.145,277.78,","22.50,","64.08,",43.29,,,,,,,,,,,,,,,,
332,1988,14.0,"0.177,280.22,","26.29,","59.31,",42.8,,,,,,,,,,,,,,,,
333,1988,15.0,"0.209,281.98,","30.71,","58.62,",44.66,,,,,,,,,,,,,,,,
334,1988,16.0,"0.243,284.07,","34.66,","54.27,",44.47,,,,,,,,,,,,,,,,
335,1988,17.0,"0.277,285.30,","36.15,","58.25,",47.2,,,,,,,,,,,,,,,,
336,1988,18.0,"0.310,285.99,","37.47,","64.67,",51.07,,,,,,,,,,,,,,,,
337,1988,19.0,"0.340,287.05,","37.92,","61.86,",49.89,,,,,,,,,,,,,,,,
338,1988,20.0,"0.371,288.32,","40.04,","54.61,",47.33,,,,,,,,,,,,,,,,
339,1988,21.0,"0.396,289.18,","40.38,","52.97,",46.68,,,,,,,,,,,,,,,,
340,1988,22.0,"0.410,289.36,","37.49,","57.03,",47.26,,,,,,,,,,,,,,,,
341,1988,23.0,"0.426,289.85,","39.14,","57.02,",48.08,,,,,,,,,,,,,,,,
342,1988,24.0,"0.449,290.94,","46.16,","50.23,",48.19,,,,,,,,,,,,,,,,
343,1988,25.0,"0.463,291.57,","50.24,","47.17,",48.7,,,,,,,,,,,,,,,,
344,1988,26.0,"0.470,292.05,","50.52,","47.04,",48.78,,,,,,,,,,,,,,,,
345,1988,27.0,"0.476,292.62,","49.70,","48.41,",49.06,,,,,,,,,,,,,,,,
346,1988,28.0,"0.481,293.21,","51.94,","46.52,",49.23,,,,,,,,,,,,,,,,
347,1988,29.0,"0.481,293.56,","52.98,","44.62,",48.8,,,,,,,,,,,,,,,,
348,1988,30.0,"0.477,293.62,","51.65,","45.86,",48.75,,,,,,,,,,,,,,,,
349,1988,31.0,"0.470,293.55,","48.96,","46.97,",47.97,,,,,,,,,,,,,,,,
350,1988,32.0,"0.462,293.44,","45.77,","47.87,",46.82,,,,,,,,,,,,,,,,
351,1988,33.0,"0.452,293.04,","41.69,","50.22,",45.95,,,,,,,,,,,,,,,,
352,1988,34.0,"0.428,291.94,","32.11,","57.80,",44.95,,,,,,,,,,,,,,,,
353,1988,35.0,"0.392,290.22,","24.43,","67.84,",46.14,,,,,,,,,,,,,,,,
354,1988,36.0,"0.359,288.68,","23.08,","69.36,",46.22,,,,,,,,,,,,,,,,
355,1988,37.0,"0.333,287.60,","22.67,","64.67,",43.67,,,,,,,,,,,,,,,,
356,1988,38.0,"0.313,286.74,","21.58,","59.97,",40.78,,,,,,,,,,,,,,,,
357,1988,39.0,"0.305,286.20,","23.78,","49.60,",36.69,,,,,,,,,,,,,,,,
358,1988,40.0,"0.305,285.63,","31.22,","37.86,",34.54,,,,,,,,,,,,,,,,
359,1988,41.0,"0.305,283.81,","42.16,","37.27,",39.71,,,,,,,,,,,,,,,,
360,1988,42.0,"0.287,281.54,","47.67,","42.31,",44.99,,,,,,,,,,,,,,,,
361,1988,43.0,"0.259,278.71,","48.94,","52.63,",50.78,,,,,,,,,,,,,,,,
362,1988,44.0,"0.229,276.30,","48.42,","56.87,",52.64,,,,,,,,,,,,,,,,
363,1988,45.0,"0.195,273.84,","43.57,","56.87,",50.22,,,,,,,,,,,,,,,,
364,1988,46.0,"0.163,271.55,","39.55,","52.61,",46.08,,,,,,,,,,,,,,,,
365,1988,47.0,"0.130,269.41,","33.41,","50.79,",42.1,,,,,,,,,,,,,,,,
366,1988,48.0,"0.103,267.69,","28.13,","50.05,",39.09,,,,,,,,,,,,,,,,
367,1988,49.0,"0.086,266.43,","25.25,","47.34,",36.3,,,,,,,,,,,,,,,,
368,1988,50.0,"0.068,265.47,","15.89,","43.17,",29.53,,,,,,,,,,,,,,,,
369,1988,51.0,"0.057,265.13,","12.44,","37.41,",24.92,,,,,,,,,,,,,,,,
370,1988,52.0,"0.052,264.93,","10.61,","34.96,",22.79,,,,,,,,,,,,,,,,
371,1989,1.0,"0.044,264.79,","5.61,","36.40,",21.0,,,,,,,,,,,,,,,,
372,1989,2.0,"0.038,264.98,","3.43,","37.80,",20.62,,,,,,,,,,,,,,,,
373,1989,3.0,"0.036,265.56,","2.90,","38.18,",20.54,,,,,,,,,,,,,,,,
374,1989,4.0,"0.035,265.93,","2.82,","39.66,",21.24,,,,,,,,,,,,,,,,
375,1989,5.0,"0.038,266.65,","3.32,","40.23,",21.77,,,,,,,,,,,,,,,,
376,1989,6.0,"0.045,267.97,","4.93,","40.70,",22.81,,,,,,,,,,,,,,,,
377,1989,7.0,"0.050,268.95,","5.82,","44.85,",25.33,,,,,,,,,,,,,,,,
378,1989,8.0,"0.060,270.42,","8.58,","45.94,",27.26,,,,,,,,,,,,,,,,
379,1989,9.0,"0.076,272.41,","14.62,","46.71,",30.67,,,,,,,,,,,,,,,,
380,1989,10.0,"0.097,275.02,","22.80,","45.59,",34.2,,,,,,,,,,,,,,,,
381,1989,11.0,"0.121,277.77,","29.62,","43.75,",36.68,,,,,,,,,,,,,,,,
382,1989,12.0,"0.151,280.01,","36.85,","43.28,",40.07,,,,,,,,,,,,,,,,
383,1989,13.0,"0.191,282.18,","46.60,","38.02,",42.31,,,,,,,,,,,,,,,,
384,1989,14.0,"0.232,284.15,","53.78,","33.29,",43.54,,,,,,,,,,,,,,,,
385,1989,15.0,"0.267,285.57,","58.66,","31.16,",44.91,,,,,,,,,,,,,,,,
386,1989,16.0,"0.298,286.52,","59.09,","33.86,",46.48,,,,,,,,,,,,,,,,
387,1989,17.0,"0.327,286.64,","56.58,","46.20,",51.39,,,,,,,,,,,,,,,,
388,1989,18.0,"0.362,287.48,","57.63,","50.22,",53.92,,,,,,,,,,,,,,,,
389,1989,19.0,"0.398,288.76,","59.85,","44.80,",52.32,,,,,,,,,,,,,,,,
390,1989,20.0,"0.427,289.12,","60.95,","46.46,",53.71,,,,,,,,,,,,,,,,
391,1989,21.0,"0.446,289.78,","59.23,","46.50,",52.86,,,,,,,,,,,,,,,,
392,1989,22.0,"0.451,290.15,","53.95,","48.30,",51.12,,,,,,,,,,,,,,,,
393,1989,23.0,"0.447,290.25,","48.22,","50.90,",49.56,,,,,,,,,,,,,,,,
394,1989,24.0,"0.437,290.50,","42.21,","51.54,",46.87,,,,,,,,,,,,,,,,
395,1989,25.0,"0.433,290.94,","38.47,","50.52,",44.49,,,,,,,,,,,,,,,,
396,1989,26.0,"0.449,292.28,","41.96,","41.98,",41.97,,,,,,,,,,,,,,,,
397,1989,27.0,"0.456,292.99,","41.47,","41.32,",41.4,,,,,,,,,,,,,,,,
398,1989,28.0,"0.443,292.72,","34.63,","50.31,",42.47,,,,,,,,,,,,,,,,
399,1989,29.0,"0.427,292.24,","28.57,","58.73,",43.65,,,,,,,,,,,,,,,,
400,1989,30.0,"0.417,291.95,","24.46,","64.20,",44.33,,,,,,,,,,,,,,,,
401,1989,31.0,"0.410,292.00,","21.67,","64.47,",43.07,,,,,,,,,,,,,,,,
402,1989,32.0,"0.404,292.18,","18.64,","62.83,",40.73,,,,,,,,,,,,,,,,
403,1989,33.0,"0.401,291.61,","16.30,","67.97,",42.13,,,,,,,,,,,,,,,,
404,1989,34.0,"0.409,291.33,","22.08,","65.74,",43.91,,,,,,,,,,,,,,,,
405,1989,35.0,"0.413,290.77,","31.82,","61.18,",46.5,,,,,,,,,,,,,,,,
406,1989,36.0,"0.411,290.39,","41.44,","48.08,",44.76,,,,,,,,,,,,,,,,
407,1989,37.0,"0.400,289.88,","45.46,","37.39,",41.43,,,,,,,,,,,,,,,,
408,1989,38.0,"0.382,289.01,","44.85,","32.87,",38.86,,,,,,,,,,,,,,,,
409,1989,39.0,"0.368,288.44,","46.28,","24.07,",35.18,,,,,,,,,,,,,,,,
410,1989,40.0,"0.343,287.33,","44.36,","19.21,",31.78,,,,,,,,,,,,,,,,
411,1989,41.0,"0.301,285.49,","38.60,","18.96,",28.78,,,,,,,,,,,,,,,,
412,1989,42.0,"0.270,283.90,","38.31,","17.86,",28.08,,,,,,,,,,,,,,,,
413,1989,43.0,"0.248,282.60,","41.79,","18.18,",29.99,,,,,,,,,,,,,,,,
414,1989,44.0,"0.223,280.91,","43.14,","19.74,",31.44,,,,,,,,,,,,,,,,
415,1989,45.0,"0.196,278.94,","42.32,","21.17,",31.74,,,,,,,,,,,,,,,,
416,1989,46.0,"0.165,275.89,","39.60,","25.71,",32.65,,,,,,,,,,,,,,,,
417,1989,47.0,"0.137,272.26,","36.70,","34.27,",35.48,,,,,,,,,,,,,,,,
418,1989,48.0,"0.110,269.17,","31.45,","42.08,",36.77,,,,,,,,,,,,,,,,
419,1989,49.0,"0.093,267.39,","29.23,","42.61,",35.92,,,,,,,,,,,,,,,,
420,1989,50.0,"0.086,266.90,","29.41,","36.33,",32.87,,,,,,,,,,,,,,,,
421,1989,51.0,"0.082,267.01,","32.62,","28.75,",30.69,,,,,,,,,,,,,,,,
422,1989,52.0,"0.083,267.07,","37.41,","25.06,",31.23,,,,,,,,,,,,,,,,
423,1990,1.0,"0.083,267.82,","37.24,","21.50,",29.37,,,,,,,,,,,,,,,,
424,1990,2.0,"0.081,268.63,","35.03,","19.14,",27.09,,,,,,,,,,,,,,,,
425,1990,3.0,"0.080,269.13,","33.27,","20.09,",26.68,,,,,,,,,,,,,,,,
426,1990,4.0,"0.087,270.65,","37.61,","15.90,",26.75,,,,,,,,,,,,,,,,
427,1990,5.0,"0.098,272.82,","44.32,","8.98,",26.65,,,,,,,,,,,,,,,,
428,1990,6.0,"0.114,275.41,","53.36,","3.73,",28.54,,,,,,,,,,,,,,,,
429,1990,7.0,"0.127,277.20,","58.96,","2.98,",30.97,,,,,,,,,,,,,,,,
430,1990,8.0,"0.136,278.28,","61.00,","3.89,",32.45,,,,,,,,,,,,,,,,
431,1990,9.0,"0.148,279.83,","63.66,","3.59,",33.63,,,,,,,,,,,,,,,,
432,1990,10.0,"0.168,282.10,","68.48,","2.27,",35.37,,,,,,,,,,,,,,,,
433,1990,11.0,"0.202,284.81,","76.55,","1.29,",38.92,,,,,,,,,,,,,,,,
434,1990,12.0,"0.232,287.01,","80.21,","0.75,",40.48,,,,,,,,,,,,,,,,
435,1990,13.0,"0.258,287.53,","80.20,","2.28,",41.24,,,,,,,,,,,,,,,,
436,1990,14.0,"0.282,287.96,","77.31,","5.22,",41.27,,,,,,,,,,,,,,,,
437,1990,15.0,"0.304,287.84,","75.17,","12.35,",43.76,,,,,,,,,,,,,,,,
438,1990,16.0,"0.333,287.62,","74.31,","24.05,",49.18,,,,,,,,,,,,,,,,
439,1990,17.0,"0.368,288.18,","73.62,","32.40,",53.01,,,,,,,,,,,,,,,,
440,1990,18.0,"0.404,289.17,","74.88,","34.13,",54.5,,,,,,,,,,,,,,,,
441,1990,19.0,"0.432,289.92,","73.75,","33.90,",53.83,,,,,,,,,,,,,,,,
442,1990,20.0,"0.449,290.23,","70.20,","36.77,",53.48,,,,,,,,,,,,,,,,
443,1990,21.0,"0.460,290.31,","65.28,","42.51,",53.89,,,,,,,,,,,,,,,,
444,1990,22.0,"0.464,290.40,","58.49,","47.15,",52.82,,,,,,,,,,,,,,,,
445,1990,23.0,"0.467,290.80,","54.66,","47.48,",51.07,,,,,,,,,,,,,,,,
446,1990,24.0,"0.481,291.79,","57.85,","41.03,",49.44,,,,,,,,,,,,,,,,
447,1990,25.0,"0.490,292.91,","59.84,","32.64,",46.24,,,,,,,,,,,,,,,,
448,1990,26.0,"0.500,293.71,","61.58,","28.48,",45.03,,,,,,,,,,,,,,,,
449,1990,27.0,"0.505,294.18,","60.54,","28.91,",44.73,,,,,,,,,,,,,,,,
450,1990,28.0,"0.509,294.58,","62.96,","28.06,",45.51,,,,,,,,,,,,,,,,
451,1990,29.0,"0.507,294.77,","63.63,","27.69,",45.66,,,,,,,,,,,,,,,,
452,1990,30.0,"0.505,294.85,","63.21,","28.50,",45.86,,,,,,,,,,,,,,,,
453,1990,31.0,"0.503,295.02,","63.79,","26.82,",45.31,,,,,,,,,,,,,,,,
454,1990,32.0,"0.498,294.89,","62.78,","28.77,",45.77,,,,,,,,,,,,,,,,
455,1990,33.0,"0.486,294.13,","58.64,","36.11,",47.37,,,,,,,,,,,,,,,,
456,1990,34.0,"0.466,292.79,","51.31,","46.83,",49.07,,,,,,,,,,,,,,,,
457,1990,35.0,"0.431,290.84,","40.92,","59.83,",50.38,,,,,,,,,,,,,,,,
458,1990,36.0,"0.385,288.32,","30.09,","73.22,",51.66,,,,,,,,,,,,,,,,
459,1990,37.0,"0.350,286.20,","25.67,","77.86,",51.76,,,,,,,,,,,,,,,,
460,1990,38.0,"0.330,285.04,","24.76,","74.74,",49.75,,,,,,,,,,,,,,,,
461,1990,39.0,"0.324,284.67,","29.33,","62.07,",45.7,,,,,,,,,,,,,,,,
462,1990,40.0,"0.319,284.16,","35.73,","49.71,",42.72,,,,,,,,,,,,,,,,
463,1990,41.0,"0.306,283.49,","41.41,","37.97,",39.69,,,,,,,,,,,,,,,,
464,1990,42.0,"0.278,282.15,","42.29,","34.54,",38.42,,,,,,,,,,,,,,,,
465,1990,43.0,"0.237,280.19,","37.91,","38.77,",38.34,,,,,,,,,,,,,,,,
466,1990,44.0,"0.187,277.91,","28.37,","43.60,",35.98,,,,,,,,,,,,,,,,
467,1990,45.0,"0.153,276.07,","22.06,","41.24,",31.65,,,,,,,,,,,,,,,,
468,1990,46.0,"0.131,274.54,","22.51,","34.25,",28.38,,,,,,,,,,,,,,,,
469,1990,47.0,"0.120,273.51,","28.01,","27.22,",27.61,,,,,,,,,,,,,,,,
470,1990,48.0,"0.112,272.71,","34.22,","22.65,",28.43,,,,,,,,,,,,,,,,
471,1990,49.0,"0.102,271.93,","37.17,","18.53,",27.85,,,,,,,,,,,,,,,,
472,1990,50.0,"0.094,270.83,","36.70,","15.91,",26.31,,,,,,,,,,,,,,,,
473,1990,51.0,"0.089,270.11,","39.17,","12.85,",26.01,,,,,,,,,,,,,,,,
474,1990,52.0,"0.088,269.49,","41.93,","12.21,",27.07,,,,,,,,,,,,,,,,
475,1991,1.0,"0.090,269.31,","45.03,","13.19,",29.11,,,,,,,,,,,,,,,,
476,1991,2.0,"0.095,269.22,","48.86,","15.48,",32.17,,,,,,,,,,,,,,,,
477,1991,3.0,"0.099,268.47,","50.32,","23.31,",36.81,,,,,,,,,,,,,,,,
478,1991,4.0,"0.095,267.47,","44.47,","32.74,",38.61,,,,,,,,,,,,,,,,
479,1991,5.0,"0.086,266.57,","34.53,","41.65,",38.09,,,,,,,,,,,,,,,,
480,1991,6.0,"0.078,266.15,","26.55,","50.74,",38.65,,,,,,,,,,,,,,,,
481,1991,7.0,"0.076,267.05,","22.41,","54.73,",38.57,,,,,,,,,,,,,,,,
482,1991,8.0,"0.081,269.29,","22.39,","51.68,",37.03,,,,,,,,,,,,,,,,
483,1991,9.0,"0.089,272.18,","23.96,","47.52,",35.74,,,,,,,,,,,,,,,,
484,1991,10.0,"0.096,274.97,","23.14,","45.49,",34.31,,,,,,,,,,,,,,,,
485,1991,11.0,"0.108,277.42,","22.14,","46.15,",34.15,,,,,,,,,,,,,,,,
486,1991,12.0,"0.122,279.21,","21.66,","48.54,",35.1,,,,,,,,,,,,,,,,
487,1991,13.0,"0.137,280.19,","19.28,","51.61,",35.44,,,,,,,,,,,,,,,,
488,1991,14.0,"0.163,281.33,","20.02,","53.41,",36.72,,,,,,,,,,,,,,,,
489,1991,15.0,"0.194,282.59,","24.75,","53.93,",39.34,,,,,,,,,,,,,,,,
490,1991,16.0,"0.225,283.38,","27.53,","59.27,",43.4,,,,,,,,,,,,,,,,
491,1991,17.0,"0.257,283.99,","28.40,","68.29,",48.35,,,,,,,,,,,,,,,,
492,1991,18.0,"0.285,284.57,","28.13,","75.96,",52.05,,,,,,,,,,,,,,,,
493,1991,19.0,"0.311,284.91,","27.13,","80.73,",53.93,,,,,,,,,,,,,,,,
494,1991,20.0,"0.338,285.71,","27.78,","77.96,",52.87,,,,,,,,,,,,,,,,
495,1991,21.0,"0.369,286.90,","30.22,","73.10,",51.66,,,,,,,,,,,,,,,,
496,1991,22.0,"0.404,288.08,","35.39,","68.73,",52.06,,,,,,,,,,,,,,,,
497,1991,23.0,"0.439,289.67,","44.90,","59.16,",52.03,,,,,,,,,,,,,,,,
498,1991,24.0,"0.466,291.25,","53.60,","47.63,",50.62,,,,,,,,,,,,,,,,
499,1991,25.0,"0.489,292.64,","60.81,","36.32,",48.56,,,,,,,,,,,,,,,,
500,1991,26.0,"0.501,293.46,","63.63,","31.51,",47.57,,,,,,,,,,,,,,,,
501,1991,27.0,"0.506,293.80,","62.92,","33.63,",48.28,,,,,,,,,,,,,,,,
502,1991,28.0,"0.502,294.03,","61.85,","35.35,",48.6,,,,,,,,,,,,,,,,
503,1991,29.0,"0.498,294.10,","60.81,","36.85,",48.83,,,,,,,,,,,,,,,,
504,1991,30.0,"0.501,294.26,","62.90,","36.52,",49.71,,,,,,,,,,,,,,,,
505,1991,31.0,"0.493,294.01,","60.67,","40.13,",50.4,,,,,,,,,,,,,,,,
506,1991,32.0,"0.489,293.64,","59.79,","44.81,",52.3,,,,,,,,,,,,,,,,
507,1991,33.0,"0.491,293.32,","62.27,","46.40,",54.34,,,,,,,,,,,,,,,,
508,1991,34.0,"0.490,292.95,","64.45,","44.27,",54.36,,,,,,,,,,,,,,,,
509,1991,35.0,"0.477,292.19,","64.30,","41.39,",52.84,,,,,,,,,,,,,,,,
510,1991,36.0,"0.460,291.13,","64.14,","37.82,",50.98,,,,,,,,,,,,,,,,
511,1991,37.0,"0.444,290.24,","64.03,","33.11,",48.57,,,,,,,,,,,,,,,,
512,1991,38.0,"0.425,289.44,","62.34,","28.52,",45.43,,,,,,,,,,,,,,,,
513,1991,39.0,"0.393,288.32,","56.52,","25.52,",41.02,,,,,,,,,,,,,,,,
514,1991,40.0,"0.354,286.78,","49.09,","24.47,",36.78,,,,,,,,,,,,,,,,
515,1991,41.0,"0.313,284.88,","43.81,","24.86,",34.33,,,,,,,,,,,,,,,,
516,1991,42.0,"0.271,282.39,","39.72,","32.13,",35.93,,,,,,,,,,,,,,,,
517,1991,43.0,"0.228,279.54,","34.95,","44.38,",39.66,,,,,,,,,,,,,,,,
518,1991,44.0,"0.187,277.39,","28.68,","47.53,",38.1,,,,,,,,,,,,,,,,
519,1991,45.0,"0.158,275.85,","24.62,","42.39,",33.5,,,,,,,,,,,,,,,,
520,1991,46.0,"0.141,274.74,","27.15,","32.60,",29.88,,,,,,,,,,,,,,,,
521,1991,47.0,"0.122,273.14,","28.28,","28.68,",28.48,,,,,,,,,,,,,,,,
522,1991,48.0,"0.105,271.16,","28.65,","29.87,",29.26,,,,,,,,,,,,,,,,
523,1991,49.0,"0.092,269.08,","28.96,","31.92,",30.44,,,,,,,,,,,,,,,,
524,1991,50.0,"0.082,267.02,","27.54,","33.10,",30.32,,,,,,,,,,,,,,,,
525,1991,51.0,"0.071,265.17,","24.85,","34.87,",29.86,,,,,,,,,,,,,,,,
526,1991,52.0,"0.064,264.29,","21.94,","36.26,",29.1,,,,,,,,,,,,,,,,
527,1992,1.0,"0.063,264.43,","21.20,","36.87,",29.04,,,,,,,,,,,,,,,,
528,1992,2.0,"0.062,264.94,","20.69,","36.93,",28.81,,,,,,,,,,,,,,,,
529,1992,3.0,"0.063,265.57,","20.71,","37.39,",29.05,,,,,,,,,,,,,,,,
530,1992,4.0,"0.063,265.77,","19.16,","40.17,",29.66,,,,,,,,,,,,,,,,
531,1992,5.0,"0.063,266.51,","17.83,","41.13,",29.48,,,,,,,,,,,,,,,,
532,1992,6.0,"0.065,267.70,","17.43,","42.76,",30.1,,,,,,,,,,,,,,,,
533,1992,7.0,"0.068,269.21,","16.53,","44.16,",30.35,,,,,,,,,,,,,,,,
534,1992,8.0,"0.073,270.85,","16.57,","44.12,",30.35,,,,,,,,,,,,,,,,
535,1992,9.0,"0.078,272.37,","16.02,","47.18,",31.6,,,,,,,,,,,,,,,,
536,1992,10.0,"0.084,274.33,","14.32,","49.60,",31.96,,,,,,,,,,,,,,,,
537,1992,11.0,"0.096,276.20,","15.15,","53.20,",34.17,,,,,,,,,,,,,,,,
538,1992,12.0,"0.111,277.57,","15.28,","58.17,",36.73,,,,,,,,,,,,,,,,
539,1992,13.0,"0.131,279.45,","16.06,","56.06,",36.06,,,,,,,,,,,,,,,,
540,1992,14.0,"0.165,281.80,","21.09,","49.93,",35.51,,,,,,,,,,,,,,,,
541,1992,15.0,"0.203,283.87,","28.41,","44.18,",36.29,,,,,,,,,,,,,,,,
542,1992,16.0,"0.245,285.90,","36.03,","38.04,",37.04,,,,,,,,,,,,,,,,
543,1992,17.0,"0.295,287.45,","43.26,","37.68,",40.47,,,,,,,,,,,,,,,,
544,1992,18.0,"0.347,288.72,","51.01,","36.88,",43.95,,,,,,,,,,,,,,,,
545,1992,19.0,"0.389,289.71,","55.54,","34.12,",44.83,,,,,,,,,,,,,,,,
546,1992,20.0,"0.415,290.36,","55.81,","33.76,",44.78,,,,,,,,,,,,,,,,
547,1992,21.0,"0.430,290.93,","52.60,","35.05,",43.82,,,,,,,,,,,,,,,,
548,1992,22.0,"0.436,291.23,","47.13,","37.67,",42.4,,,,,,,,,,,,,,,,
549,1992,23.0,"0.435,291.73,","42.17,","37.35,",39.76,,,,,,,,,,,,,,,,
550,1992,24.0,"0.445,292.52,","43.90,","33.06,",38.48,,,,,,,,,,,,,,,,
551,1992,25.0,"0.456,293.14,","46.42,","29.90,",38.16,,,,,,,,,,,,,,,,
552,1992,26.0,"0.467,293.78,","48.24,","27.49,",37.86,,,,,,,,,,,,,,,,
553,1992,27.0,"0.479,294.42,","50.15,","25.90,",38.03,,,,,,,,,,,,,,,,
554,1992,28.0,"0.485,294.99,","52.80,","22.76,",37.78,,,,,,,,,,,,,,,,
555,1992,29.0,"0.490,295.52,","55.80,","18.28,",37.04,,,,,,,,,,,,,,,,
556,1992,30.0,"0.492,295.90,","57.33,","15.61,",36.47,,,,,,,,,,,,,,,,
557,1992,31.0,"0.488,296.25,","56.27,","11.77,",34.02,,,,,,,,,,,,,,,,
558,1992,32.0,"0.483,296.57,","54.80,","7.88,",31.34,,,,,,,,,,,,,,,,
559,1992,33.0,"0.474,296.61,","52.23,","5.25,",28.74,,,,,,,,,,,,,,,,
560,1992,34.0,"0.461,296.07,","48.20,","5.04,",26.62,,,,,,,,,,,,,,,,
