,Mean,data,for,UKR,Province=,17:,"Odessa,",from,1981,to,2017<br>The,data.1,below,were,extracted,from.1,weekly,files,like:,"../AVHRR_VHP/4km/ts_L1_v1/ByWeek/VHP_L1_Mean_198135.txt<br><tt><pre>year,week,,","provinceID,","SMN,SMT,VCI,TCI,VHI"
279,1987,13.0,"0.048,269.71,","1.69,","91.15,",46.42,,,,,,,,,,,,,,,,
280,1987,14.0,"0.059,273.95,","1.08,","91.96,",46.52,,,,,,,,,,,,,,,,
281,1987,15.0,"0.077,280.30,","4.99,","87.20,",46.1,,,,,,,,,,,,,,,,
282,1987,16.0,"0.105,285.98,","6.49,","84.94,",45.72,,,,,,,,,,,,,,,,
283,1987,17.0,"0.132,290.46,","6.22,","76.24,",41.23,,,,,,,,,,,,,,,,
284,1987,18.0,"0.159,293.09,","6.04,","72.38,",39.21,,,,,,,,,,,,,,,,
285,1987,19.0,"0.191,294.96,","7.73,","70.69,",39.21,,,,,,,,,,,,,,,,
286,1987,20.0,"0.222,297.16,","11.04,","59.71,",35.38,,,,,,,,,,,,,,,,
287,1987,21.0,"0.250,298.21,","15.30,","57.63,",36.47,,,,,,,,,,,,,,,,
288,1987,22.0,"0.275,299.16,","21.20,","56.14,",38.67,,,,,,,,,,,,,,,,
289,1987,23.0,"0.299,300.05,","30.53,","54.20,",42.37,,,,,,,,,,,,,,,,
290,1987,24.0,"0.317,300.67,","39.82,","52.56,",46.19,,,,,,,,,,,,,,,,
291,1987,25.0,"0.329,301.28,","46.82,","50.74,",48.78,,,,,,,,,,,,,,,,
292,1987,26.0,"0.333,301.87,","51.09,","48.93,",50.01,,,,,,,,,,,,,,,,
293,1987,27.0,"0.327,302.10,","51.03,","50.78,",50.9,,,,,,,,,,,,,,,,
294,1987,28.0,"0.321,302.23,","52.09,","51.30,",51.69,,,,,,,,,,,,,,,,
295,1987,29.0,"0.313,302.13,","51.76,","52.09,",51.92,,,,,,,,,,,,,,,,
296,1987,30.0,"0.300,301.70,","48.89,","54.38,",51.64,,,,,,,,,,,,,,,,
297,1987,31.0,"0.288,300.89,","46.89,","58.67,",52.78,,,,,,,,,,,,,,,,
298,1987,32.0,"0.283,300.26,","49.40,","60.02,",54.71,,,,,,,,,,,,,,,,
299,1987,33.0,"0.277,299.73,","51.42,","59.67,",55.54,,,,,,,,,,,,,,,,
300,1987,34.0,"0.271,299.03,","52.74,","60.87,",56.8,,,,,,,,,,,,,,,,
301,1987,35.0,"0.259,298.03,","51.89,","62.46,",57.17,,,,,,,,,,,,,,,,
302,1987,36.0,"0.250,297.21,","54.06,","58.78,",56.42,,,,,,,,,,,,,,,,
303,1987,37.0,"0.239,296.10,","54.16,","56.39,",55.28,,,,,,,,,,,,,,,,
304,1987,38.0,"0.219,294.14,","49.66,","62.48,",56.07,,,,,,,,,,,,,,,,
305,1987,39.0,"0.197,292.16,","43.59,","68.24,",55.92,,,,,,,,,,,,,,,,
306,1987,40.0,"0.171,289.70,","35.82,","72.89,",54.35,,,,,,,,,,,,,,,,
307,1987,41.0,"0.145,286.16,","29.27,","77.17,",53.22,,,,,,,,,,,,,,,,
308,1987,42.0,"0.118,282.02,","22.81,","81.79,",52.3,,,,,,,,,,,,,,,,
309,1987,43.0,"0.091,277.47,","16.60,","86.67,",51.63,,,,,,,,,,,,,,,,
310,1987,44.0,"0.072,273.18,","13.14,","87.71,",50.43,,,,,,,,,,,,,,,,
311,1987,45.0,"0.058,269.87,","10.93,","86.61,",48.77,,,,,,,,,,,,,,,,
312,1987,46.0,"0.049,267.50,","9.89,","83.94,",46.92,,,,,,,,,,,,,,,,
313,1987,47.0,"0.043,266.28,","9.76,","78.78,",44.27,,,,,,,,,,,,,,,,
314,1987,48.0,"0.039,265.65,","9.96,","71.52,",40.74,,,,,,,,,,,,,,,,
315,1987,49.0,"0.039,265.68,","12.38,","60.09,",36.24,,,,,,,,,,,,,,,,
316,1987,50.0,"0.038,265.63,","13.16,","50.48,",31.82,,,,,,,,,,,,,,,,
317,1987,51.0,"0.035,265.51,","13.34,","45.41,",29.37,,,,,,,,,,,,,,,,
318,1987,52.0,"0.035,265.73,","14.20,","41.76,",27.98,,,,,,,,,,,,,,,,
319,1988,1.0,"0.036,266.08,","17.51,","39.68,",28.59,,,,,,,,,,,,,,,,
320,1988,2.0,"0.035,266.03,","20.62,","40.36,",30.49,,,,,,,,,,,,,,,,
321,1988,3.0,"0.035,266.45,","22.48,","39.16,",30.82,,,,,,,,,,,,,,,,
322,1988,4.0,"0.036,266.92,","23.15,","39.12,",31.13,,,,,,,,,,,,,,,,
323,1988,5.0,"0.038,267.36,","23.48,","39.49,",31.48,,,,,,,,,,,,,,,,
324,1988,6.0,"0.039,268.14,","23.18,","40.53,",31.85,,,,,,,,,,,,,,,,
325,1988,7.0,"0.041,268.78,","22.45,","42.33,",32.39,,,,,,,,,,,,,,,,
326,1988,8.0,"0.047,269.72,","23.28,","44.28,",33.78,,,,,,,,,,,,,,,,
327,1988,9.0,"0.050,270.73,","22.58,","47.76,",35.17,,,,,,,,,,,,,,,,
328,1988,10.0,"0.053,272.41,","19.61,","50.09,",34.85,,,,,,,,,,,,,,,,
329,1988,11.0,"0.064,274.76,","20.58,","50.57,",35.57,,,,,,,,,,,,,,,,
330,1988,12.0,"0.077,278.27,","20.81,","49.78,",35.29,,,,,,,,,,,,,,,,
331,1988,13.0,"0.090,281.84,","19.39,","48.28,",33.83,,,,,,,,,,,,,,,,
332,1988,14.0,"0.110,284.98,","21.28,","47.72,",34.5,,,,,,,,,,,,,,,,
333,1988,15.0,"0.138,287.18,","27.16,","53.59,",40.38,,,,,,,,,,,,,,,,
334,1988,16.0,"0.171,288.97,","30.05,","65.19,",47.62,,,,,,,,,,,,,,,,
335,1988,17.0,"0.202,290.25,","31.03,","76.32,",53.67,,,,,,,,,,,,,,,,
336,1988,18.0,"0.227,291.27,","30.53,","83.94,",57.23,,,,,,,,,,,,,,,,
337,1988,19.0,"0.251,292.43,","30.35,","88.01,",59.18,,,,,,,,,,,,,,,,
338,1988,20.0,"0.275,293.58,","31.99,","87.74,",59.87,,,,,,,,,,,,,,,,
339,1988,21.0,"0.294,294.32,","33.83,","87.69,",60.76,,,,,,,,,,,,,,,,
340,1988,22.0,"0.306,294.74,","35.29,","89.26,",62.27,,,,,,,,,,,,,,,,
341,1988,23.0,"0.316,295.25,","38.94,","89.82,",64.38,,,,,,,,,,,,,,,,
342,1988,24.0,"0.332,296.20,","46.62,","86.85,",66.74,,,,,,,,,,,,,,,,
343,1988,25.0,"0.338,297.01,","51.00,","84.86,",67.93,,,,,,,,,,,,,,,,
344,1988,26.0,"0.338,297.87,","53.39,","81.04,",67.21,,,,,,,,,,,,,,,,
345,1988,27.0,"0.343,298.79,","58.37,","76.78,",67.57,,,,,,,,,,,,,,,,
346,1988,28.0,"0.349,299.52,","64.78,","72.06,",68.42,,,,,,,,,,,,,,,,
347,1988,29.0,"0.349,299.96,","68.02,","68.67,",68.35,,,,,,,,,,,,,,,,
348,1988,30.0,"0.345,300.08,","69.31,","66.78,",68.05,,,,,,,,,,,,,,,,
349,1988,31.0,"0.337,299.97,","70.14,","65.64,",67.89,,,,,,,,,,,,,,,,
350,1988,32.0,"0.324,300.09,","69.80,","61.04,",65.42,,,,,,,,,,,,,,,,
351,1988,33.0,"0.304,299.88,","65.06,","58.06,",61.56,,,,,,,,,,,,,,,,
352,1988,34.0,"0.278,298.81,","56.48,","62.43,",59.46,,,,,,,,,,,,,,,,
353,1988,35.0,"0.254,297.40,","49.32,","68.02,",58.67,,,,,,,,,,,,,,,,
354,1988,36.0,"0.235,295.79,","45.33,","72.01,",58.67,,,,,,,,,,,,,,,,
355,1988,37.0,"0.216,294.24,","41.44,","74.09,",57.76,,,,,,,,,,,,,,,,
356,1988,38.0,"0.202,292.68,","39.85,","76.81,",58.33,,,,,,,,,,,,,,,,
357,1988,39.0,"0.196,291.08,","42.85,","79.55,",61.2,,,,,,,,,,,,,,,,
358,1988,40.0,"0.196,289.52,","49.15,","75.98,",62.57,,,,,,,,,,,,,,,,
359,1988,41.0,"0.196,286.69,","55.32,","75.79,",65.55,,,,,,,,,,,,,,,,
360,1988,42.0,"0.192,284.24,","58.95,","68.15,",63.55,,,,,,,,,,,,,,,,
361,1988,43.0,"0.187,281.25,","61.67,","64.72,",63.2,,,,,,,,,,,,,,,,
362,1988,44.0,"0.176,278.31,","62.24,","60.00,",61.12,,,,,,,,,,,,,,,,
363,1988,45.0,"0.154,276.28,","57.73,","54.19,",55.96,,,,,,,,,,,,,,,,
364,1988,46.0,"0.129,274.96,","50.76,","47.96,",49.36,,,,,,,,,,,,,,,,
365,1988,47.0,"0.103,273.12,","42.67,","47.19,",44.93,,,,,,,,,,,,,,,,
366,1988,48.0,"0.088,271.58,","38.83,","45.46,",42.15,,,,,,,,,,,,,,,,
367,1988,49.0,"0.078,270.35,","37.45,","41.16,",39.3,,,,,,,,,,,,,,,,
368,1988,50.0,"0.068,270.18,","35.14,","33.20,",34.17,,,,,,,,,,,,,,,,
369,1988,51.0,"0.067,270.64,","37.69,","26.88,",32.28,,,,,,,,,,,,,,,,
370,1988,52.0,"0.069,271.58,","40.60,","22.24,",31.42,,,,,,,,,,,,,,,,
371,1989,1.0,"0.069,272.49,","41.92,","19.20,",30.56,,,,,,,,,,,,,,,,
372,1989,2.0,"0.071,273.74,","45.86,","16.04,",30.95,,,,,,,,,,,,,,,,
373,1989,3.0,"0.072,275.07,","46.91,","13.08,",30.0,,,,,,,,,,,,,,,,
374,1989,4.0,"0.074,276.51,","47.47,","11.53,",29.5,,,,,,,,,,,,,,,,
375,1989,5.0,"0.080,277.86,","49.92,","9.75,",29.83,,,,,,,,,,,,,,,,
376,1989,6.0,"0.089,279.58,","53.82,","8.36,",31.09,,,,,,,,,,,,,,,,
377,1989,7.0,"0.098,281.42,","55.65,","7.10,",31.37,,,,,,,,,,,,,,,,
378,1989,8.0,"0.104,283.00,","55.74,","7.13,",31.44,,,,,,,,,,,,,,,,
379,1989,9.0,"0.114,284.88,","55.91,","7.58,",31.75,,,,,,,,,,,,,,,,
380,1989,10.0,"0.127,286.63,","56.47,","8.59,",32.53,,,,,,,,,,,,,,,,
381,1989,11.0,"0.142,288.39,","57.70,","6.96,",32.33,,,,,,,,,,,,,,,,
382,1989,12.0,"0.161,290.14,","59.63,","7.90,",33.77,,,,,,,,,,,,,,,,
383,1989,13.0,"0.185,291.83,","61.04,","9.32,",35.18,,,,,,,,,,,,,,,,
384,1989,14.0,"0.211,293.16,","62.32,","10.08,",36.2,,,,,,,,,,,,,,,,
385,1989,15.0,"0.236,294.37,","64.08,","13.41,",38.75,,,,,,,,,,,,,,,,
386,1989,16.0,"0.264,295.51,","64.10,","19.08,",41.59,,,,,,,,,,,,,,,,
387,1989,17.0,"0.290,296.50,","62.84,","25.76,",44.3,,,,,,,,,,,,,,,,
388,1989,18.0,"0.311,297.46,","60.95,","32.81,",46.88,,,,,,,,,,,,,,,,
389,1989,19.0,"0.325,298.05,","57.54,","41.16,",49.35,,,,,,,,,,,,,,,,
390,1989,20.0,"0.330,298.39,","53.34,","48.32,",50.83,,,,,,,,,,,,,,,,
391,1989,21.0,"0.331,298.86,","48.94,","51.65,",50.29,,,,,,,,,,,,,,,,
392,1989,22.0,"0.327,299.01,","44.52,","56.86,",50.69,,,,,,,,,,,,,,,,
393,1989,23.0,"0.319,298.80,","41.00,","63.63,",52.31,,,,,,,,,,,,,,,,
394,1989,24.0,"0.314,298.90,","39.19,","66.13,",52.66,,,,,,,,,,,,,,,,
395,1989,25.0,"0.314,299.32,","39.57,","66.31,",52.94,,,,,,,,,,,,,,,,
396,1989,26.0,"0.317,300.02,","43.13,","63.63,",53.38,,,,,,,,,,,,,,,,
397,1989,27.0,"0.315,300.57,","45.14,","62.62,",53.88,,,,,,,,,,,,,,,,
398,1989,28.0,"0.307,301.00,","45.28,","60.57,",52.92,,,,,,,,,,,,,,,,
399,1989,29.0,"0.297,301.38,","44.08,","57.62,",50.85,,,,,,,,,,,,,,,,
400,1989,30.0,"0.282,301.51,","40.57,","55.78,",48.17,,,,,,,,,,,,,,,,
401,1989,31.0,"0.268,301.71,","37.55,","52.25,",44.9,,,,,,,,,,,,,,,,
402,1989,32.0,"0.251,301.74,","33.66,","48.20,",40.93,,,,,,,,,,,,,,,,
403,1989,33.0,"0.237,301.32,","30.58,","46.65,",38.62,,,,,,,,,,,,,,,,
404,1989,34.0,"0.226,300.64,","29.11,","46.94,",38.03,,,,,,,,,,,,,,,,
405,1989,35.0,"0.215,299.31,","28.09,","50.38,",39.24,,,,,,,,,,,,,,,,
406,1989,36.0,"0.206,297.59,","30.15,","54.49,",42.32,,,,,,,,,,,,,,,,
407,1989,37.0,"0.201,296.15,","33.98,","55.30,",44.64,,,,,,,,,,,,,,,,
408,1989,38.0,"0.199,294.36,","39.75,","59.67,",49.71,,,,,,,,,,,,,,,,
409,1989,39.0,"0.203,292.74,","48.57,","61.33,",54.95,,,,,,,,,,,,,,,,
410,1989,40.0,"0.210,291.00,","57.87,","58.89,",58.38,,,,,,,,,,,,,,,,
411,1989,41.0,"0.209,288.98,","62.90,","50.95,",56.92,,,,,,,,,,,,,,,,
412,1989,42.0,"0.207,286.88,","67.21,","41.97,",54.59,,,,,,,,,,,,,,,,
413,1989,43.0,"0.209,284.97,","72.61,","35.03,",53.82,,,,,,,,,,,,,,,,
414,1989,44.0,"0.206,283.03,","76.43,","28.54,",52.48,,,,,,,,,,,,,,,,
415,1989,45.0,"0.196,280.83,","77.57,","27.68,",52.62,,,,,,,,,,,,,,,,
416,1989,46.0,"0.184,278.22,","78.38,","30.86,",54.62,,,,,,,,,,,,,,,,
417,1989,47.0,"0.177,276.20,","81.71,","32.17,",56.94,,,,,,,,,,,,,,,,
418,1989,48.0,"0.167,274.99,","84.48,","29.90,",57.19,,,,,,,,,,,,,,,,
419,1989,49.0,"0.155,274.41,","87.07,","24.31,",55.69,,,,,,,,,,,,,,,,
420,1989,50.0,"0.138,273.06,","85.46,","21.96,",53.71,,,,,,,,,,,,,,,,
421,1989,51.0,"0.120,272.40,","78.81,","20.27,",49.54,,,,,,,,,,,,,,,,
422,1989,52.0,"0.109,273.52,","72.78,","15.55,",44.17,,,,,,,,,,,,,,,,
423,1990,1.0,"0.104,274.50,","69.28,","12.61,",40.95,,,,,,,,,,,,,,,,
424,1990,2.0,"0.097,275.22,","65.75,","11.21,",38.48,,,,,,,,,,,,,,,,
425,1990,3.0,"0.095,276.14,","63.70,","9.67,",36.68,,,,,,,,,,,,,,,,
426,1990,4.0,"0.099,277.94,","64.35,","7.25,",35.8,,,,,,,,,,,,,,,,
427,1990,5.0,"0.106,279.95,","66.43,","3.73,",35.08,,,,,,,,,,,,,,,,
428,1990,6.0,"0.115,281.75,","69.45,","2.08,",35.76,,,,,,,,,,,,,,,,
429,1990,7.0,"0.132,283.34,","75.58,","1.52,",38.55,,,,,,,,,,,,,,,,
430,1990,8.0,"0.148,285.09,","80.25,","1.25,",40.75,,,,,,,,,,,,,,,,
431,1990,9.0,"0.164,287.22,","82.08,","1.06,",41.57,,,,,,,,,,,,,,,,
432,1990,10.0,"0.183,289.32,","84.26,","0.87,",42.56,,,,,,,,,,,,,,,,
433,1990,11.0,"0.198,289.95,","84.22,","1.79,",43.0,,,,,,,,,,,,,,,,
434,1990,12.0,"0.214,291.87,","83.57,","1.57,",42.57,,,,,,,,,,,,,,,,
435,1990,13.0,"0.228,293.77,","79.63,","1.71,",40.67,,,,,,,,,,,,,,,,
436,1990,14.0,"0.239,294.38,","73.68,","4.46,",39.07,,,,,,,,,,,,,,,,
437,1990,15.0,"0.248,294.33,","68.38,","13.72,",41.05,,,,,,,,,,,,,,,,
438,1990,16.0,"0.261,294.27,","62.78,","28.38,",45.58,,,,,,,,,,,,,,,,
439,1990,17.0,"0.279,294.90,","58.85,","39.69,",49.27,,,,,,,,,,,,,,,,
440,1990,18.0,"0.299,295.97,","56.55,","46.48,",51.51,,,,,,,,,,,,,,,,
441,1990,19.0,"0.313,296.97,","52.96,","51.67,",52.32,,,,,,,,,,,,,,,,
442,1990,20.0,"0.322,297.67,","50.07,","55.18,",52.63,,,,,,,,,,,,,,,,
443,1990,21.0,"0.321,298.10,","44.81,","58.63,",51.72,,,,,,,,,,,,,,,,
444,1990,22.0,"0.311,298.45,","37.89,","61.89,",49.89,,,,,,,,,,,,,,,,
445,1990,23.0,"0.298,298.84,","31.55,","63.55,",47.55,,,,,,,,,,,,,,,,
446,1990,24.0,"0.289,299.42,","27.65,","62.00,",44.82,,,,,,,,,,,,,,,,
447,1990,25.0,"0.284,300.71,","25.68,","54.73,",40.21,,,,,,,,,,,,,,,,
448,1990,26.0,"0.280,301.79,","25.62,","49.01,",37.31,,,,,,,,,,,,,,,,
449,1990,27.0,"0.276,302.28,","26.62,","48.95,",37.78,,,,,,,,,,,,,,,,
450,1990,28.0,"0.271,302.53,","28.63,","48.82,",38.72,,,,,,,,,,,,,,,,
451,1990,29.0,"0.268,302.74,","30.70,","47.41,",39.06,,,,,,,,,,,,,,,,
452,1990,30.0,"0.262,302.77,","31.58,","46.26,",38.92,,,,,,,,,,,,,,,,
453,1990,31.0,"0.256,302.67,","31.98,","45.13,",38.55,,,,,,,,,,,,,,,,
454,1990,32.0,"0.254,302.55,","35.30,","42.10,",38.7,,,,,,,,,,,,,,,,
455,1990,33.0,"0.252,302.13,","38.44,","40.30,",39.37,,,,,,,,,,,,,,,,
456,1990,34.0,"0.249,301.49,","41.20,","39.99,",40.59,,,,,,,,,,,,,,,,
457,1990,35.0,"0.241,300.57,","42.12,","39.54,",40.83,,,,,,,,,,,,,,,,
458,1990,36.0,"0.231,299.31,","43.58,","38.71,",41.15,,,,,,,,,,,,,,,,
459,1990,37.0,"0.223,297.97,","45.43,","38.00,",41.71,,,,,,,,,,,,,,,,
460,1990,38.0,"0.213,296.56,","46.66,","37.52,",42.09,,,,,,,,,,,,,,,,
461,1990,39.0,"0.207,294.99,","49.67,","36.86,",43.26,,,,,,,,,,,,,,,,
462,1990,40.0,"0.203,293.39,","53.54,","32.14,",42.84,,,,,,,,,,,,,,,,
463,1990,41.0,"0.197,291.52,","56.20,","24.38,",40.29,,,,,,,,,,,,,,,,
464,1990,42.0,"0.189,289.47,","57.65,","17.89,",37.77,,,,,,,,,,,,,,,,
465,1990,43.0,"0.174,286.48,","55.97,","24.22,",40.09,,,,,,,,,,,,,,,,
466,1990,44.0,"0.158,283.95,","53.60,","23.24,",38.42,,,,,,,,,,,,,,,,
467,1990,45.0,"0.143,282.46,","51.80,","18.60,",35.2,,,,,,,,,,,,,,,,
468,1990,46.0,"0.128,280.61,","49.59,","18.55,",34.07,,,,,,,,,,,,,,,,
469,1990,47.0,"0.115,278.20,","48.05,","22.35,",35.2,,,,,,,,,,,,,,,,
470,1990,48.0,"0.100,275.65,","45.11,","26.85,",35.98,,,,,,,,,,,,,,,,
471,1990,49.0,"0.087,273.50,","42.81,","28.12,",35.47,,,,,,,,,,,,,,,,
472,1990,50.0,"0.076,271.89,","40.50,","26.65,",33.58,,,,,,,,,,,,,,,,
473,1990,51.0,"0.068,270.71,","38.16,","26.66,",32.41,,,,,,,,,,,,,,,,
474,1990,52.0,"0.064,269.62,","36.74,","28.75,",32.75,,,,,,,,,,,,,,,,
475,1991,1.0,"0.063,269.30,","37.71,","29.34,",33.52,,,,,,,,,,,,,,,,
476,1991,2.0,"0.062,269.28,","39.87,","30.13,",35.0,,,,,,,,,,,,,,,,
477,1991,3.0,"0.063,268.65,","41.12,","32.50,",36.81,,,,,,,,,,,,,,,,
478,1991,4.0,"0.059,267.02,","37.75,","38.87,",38.31,,,,,,,,,,,,,,,,
479,1991,5.0,"0.055,266.41,","34.44,","42.42,",38.43,,,,,,,,,,,,,,,,
480,1991,6.0,"0.054,267.02,","32.10,","44.02,",38.06,,,,,,,,,,,,,,,,
481,1991,7.0,"0.054,268.05,","29.87,","44.81,",37.34,,,,,,,,,,,,,,,,
482,1991,8.0,"0.059,269.80,","29.93,","44.45,",37.19,,,,,,,,,,,,,,,,
483,1991,9.0,"0.072,272.83,","33.42,","42.11,",37.76,,,,,,,,,,,,,,,,
484,1991,10.0,"0.088,276.94,","36.25,","37.13,",36.69,,,,,,,,,,,,,,,,
485,1991,11.0,"0.101,280.91,","37.34,","30.89,",34.12,,,,,,,,,,,,,,,,
486,1991,12.0,"0.117,284.63,","38.43,","27.15,",32.79,,,,,,,,,,,,,,,,
487,1991,13.0,"0.135,287.27,","38.28,","26.86,",32.57,,,,,,,,,,,,,,,,
488,1991,14.0,"0.152,289.17,","37.88,","28.08,",32.98,,,,,,,,,,,,,,,,
489,1991,15.0,"0.177,290.74,","40.95,","33.63,",37.29,,,,,,,,,,,,,,,,
490,1991,16.0,"0.213,292.04,","44.69,","44.17,",44.43,,,,,,,,,,,,,,,,
491,1991,17.0,"0.252,292.94,","48.33,","56.05,",52.19,,,,,,,,,,,,,,,,
492,1991,18.0,"0.285,294.00,","51.30,","64.14,",57.72,,,,,,,,,,,,,,,,
493,1991,19.0,"0.307,294.37,","50.91,","75.81,",63.36,,,,,,,,,,,,,,,,
494,1991,20.0,"0.326,294.56,","51.20,","82.82,",67.01,,,,,,,,,,,,,,,,
495,1991,21.0,"0.344,295.04,","53.75,","84.64,",69.19,,,,,,,,,,,,,,,,
496,1991,22.0,"0.362,296.01,","58.95,","82.22,",70.59,,,,,,,,,,,,,,,,
497,1991,23.0,"0.375,296.99,","65.65,","78.81,",72.23,,,,,,,,,,,,,,,,
498,1991,24.0,"0.385,298.03,","72.47,","73.68,",73.07,,,,,,,,,,,,,,,,
499,1991,25.0,"0.391,299.15,","77.86,","68.29,",73.08,,,,,,,,,,,,,,,,
500,1991,26.0,"0.392,300.14,","79.99,","63.05,",71.52,,,,,,,,,,,,,,,,
501,1991,27.0,"0.378,300.13,","75.57,","66.30,",70.93,,,,,,,,,,,,,,,,
502,1991,28.0,"0.364,299.94,","72.09,","68.85,",70.47,,,,,,,,,,,,,,,,
503,1991,29.0,"0.356,300.12,","71.10,","67.33,",69.22,,,,,,,,,,,,,,,,
504,1991,30.0,"0.351,300.29,","72.24,","65.09,",68.66,,,,,,,,,,,,,,,,
505,1991,31.0,"0.341,300.06,","71.78,","64.90,",68.34,,,,,,,,,,,,,,,,
506,1991,32.0,"0.326,299.48,","70.86,","65.95,",68.41,,,,,,,,,,,,,,,,
507,1991,33.0,"0.312,298.88,","69.09,","66.26,",67.67,,,,,,,,,,,,,,,,
508,1991,34.0,"0.301,298.65,","69.34,","63.89,",66.62,,,,,,,,,,,,,,,,
509,1991,35.0,"0.285,298.27,","67.49,","60.26,",63.88,,,,,,,,,,,,,,,,
510,1991,36.0,"0.265,297.42,","63.42,","56.75,",60.08,,,,,,,,,,,,,,,,
511,1991,37.0,"0.246,296.47,","58.99,","52.81,",55.9,,,,,,,,,,,,,,,,
512,1991,38.0,"0.229,295.83,","55.92,","45.11,",50.52,,,,,,,,,,,,,,,,
513,1991,39.0,"0.210,294.82,","51.90,","38.73,",45.32,,,,,,,,,,,,,,,,
514,1991,40.0,"0.190,292.77,","46.28,","38.70,",42.49,,,,,,,,,,,,,,,,
515,1991,41.0,"0.168,290.17,","41.35,","37.82,",39.59,,,,,,,,,,,,,,,,
516,1991,42.0,"0.151,287.43,","39.65,","36.95,",38.3,,,,,,,,,,,,,,,,
517,1991,43.0,"0.133,284.17,","37.08,","41.67,",39.38,,,,,,,,,,,,,,,,
518,1991,44.0,"0.109,281.08,","31.51,","41.40,",36.45,,,,,,,,,,,,,,,,
519,1991,45.0,"0.090,278.18,","26.75,","42.77,",34.76,,,,,,,,,,,,,,,,
520,1991,46.0,"0.075,275.58,","23.84,","44.29,",34.06,,,,,,,,,,,,,,,,
521,1991,47.0,"0.065,272.84,","22.15,","48.01,",35.08,,,,,,,,,,,,,,,,
522,1991,48.0,"0.055,270.50,","20.93,","49.86,",35.39,,,,,,,,,,,,,,,,
523,1991,49.0,"0.048,268.70,","19.46,","47.43,",33.44,,,,,,,,,,,,,,,,
524,1991,50.0,"0.046,267.91,","20.57,","41.29,",30.93,,,,,,,,,,,,,,,,
525,1991,51.0,"0.045,267.96,","21.61,","36.08,",28.85,,,,,,,,,,,,,,,,
526,1991,52.0,"0.042,268.00,","20.49,","33.94,",27.22,,,,,,,,,,,,,,,,
527,1992,1.0,"0.041,267.66,","21.88,","34.48,",28.18,,,,,,,,,,,,,,,,
528,1992,2.0,"0.040,267.88,","24.84,","34.41,",29.63,,,,,,,,,,,,,,,,
529,1992,3.0,"0.042,268.14,","27.22,","33.98,",30.6,,,,,,,,,,,,,,,,
530,1992,4.0,"0.042,268.34,","27.42,","34.96,",31.19,,,,,,,,,,,,,,,,
531,1992,5.0,"0.041,268.30,","25.71,","36.75,",31.23,,,,,,,,,,,,,,,,
532,1992,6.0,"0.040,268.33,","24.28,","39.89,",32.08,,,,,,,,,,,,,,,,
533,1992,7.0,"0.041,268.84,","22.55,","42.22,",32.38,,,,,,,,,,,,,,,,
534,1992,8.0,"0.042,270.19,","20.99,","43.06,",32.03,,,,,,,,,,,,,,,,
535,1992,9.0,"0.045,271.78,","19.95,","45.02,",32.48,,,,,,,,,,,,,,,,
536,1992,10.0,"0.049,274.16,","17.59,","45.40,",31.49,,,,,,,,,,,,,,,,
537,1992,11.0,"0.057,277.16,","17.54,","43.30,",30.42,,,,,,,,,,,,,,,,
538,1992,12.0,"0.069,280.46,","17.64,","42.63,",30.14,,,,,,,,,,,,,,,,
539,1992,13.0,"0.083,283.21,","17.25,","43.40,",30.33,,,,,,,,,,,,,,,,
540,1992,14.0,"0.103,285.86,","19.30,","43.71,",31.5,,,,,,,,,,,,,,,,
541,1992,15.0,"0.128,288.70,","24.46,","44.99,",34.72,,,,,,,,,,,,,,,,
542,1992,16.0,"0.157,291.22,","26.04,","49.51,",37.78,,,,,,,,,,,,,,,,
543,1992,17.0,"0.192,293.78,","28.06,","48.11,",38.08,,,,,,,,,,,,,,,,
544,1992,18.0,"0.227,296.06,","30.56,","45.01,",37.79,,,,,,,,,,,,,,,,
545,1992,19.0,"0.251,297.43,","29.96,","46.84,",38.4,,,,,,,,,,,,,,,,
546,1992,20.0,"0.267,298.17,","28.64,","50.49,",39.57,,,,,,,,,,,,,,,,
547,1992,21.0,"0.277,298.63,","27.15,","54.06,",40.61,,,,,,,,,,,,,,,,
548,1992,22.0,"0.283,298.55,","26.06,","61.08,",43.57,,,,,,,,,,,,,,,,
549,1992,23.0,"0.288,298.63,","26.98,","65.34,",46.16,,,,,,,,,,,,,,,,
550,1992,24.0,"0.297,299.14,","31.53,","64.49,",48.01,,,,,,,,,,,,,,,,
551,1992,25.0,"0.304,300.03,","35.49,","60.54,",48.01,,,,,,,,,,,,,,,,
552,1992,26.0,"0.308,301.02,","39.04,","55.31,",47.18,,,,,,,,,,,,,,,,
553,1992,27.0,"0.307,301.98,","41.58,","51.24,",46.41,,,,,,,,,,,,,,,,
554,1992,28.0,"0.300,302.88,","42.25,","45.85,",44.05,,,,,,,,,,,,,,,,
555,1992,29.0,"0.291,303.60,","41.12,","40.31,",40.72,,,,,,,,,,,,,,,,
556,1992,30.0,"0.279,304.43,","38.83,","32.85,",35.84,,,,,,,,,,,,,,,,
557,1992,31.0,"0.265,305.11,","35.88,","25.48,",30.68,,,,,,,,,,,,,,,,
558,1992,32.0,"0.250,305.30,","33.08,","19.72,",26.4,,,,,,,,,,,,,,,,
559,1992,33.0,"0.236,304.96,","29.67,","16.98,",23.33,,,,,,,,,,,,,,,,
560,1992,34.0,"0.221,304.01,","26.11,","17.75,",21.93,,,,,,,,,,,,,,,,
