,Mean,data,for,UKR,Province=,3:,"Chernivtsi,",from,1981,to,2017<br>The,data.1,below,were,extracted,from.1,weekly,files,like:,"../AVHRR_VHP/4km/ts_L1_v1/ByWeek/VHP_L1_Mean_198135.txt<br><tt><pre>year,week,,","provinceID,","SMN,SMT,VCI,TCI,VHI"
279,1987,13.0,"0.078,271.57,","4.99,","82.93,",43.96,,,,,,,,,,,,,,,,
280,1987,14.0,"0.092,274.99,","3.44,","84.22,",43.83,,,,,,,,,,,,,,,,
281,1987,15.0,"0.110,278.44,","3.88,","84.61,",44.25,,,,,,,,,,,,,,,,
282,1987,16.0,"0.140,281.82,","5.96,","81.71,",43.84,,,,,,,,,,,,,,,,
283,1987,17.0,"0.181,285.16,","9.55,","74.38,",41.97,,,,,,,,,,,,,,,,
284,1987,18.0,"0.215,287.71,","10.89,","69.53,",40.21,,,,,,,,,,,,,,,,
285,1987,19.0,"0.250,289.07,","10.98,","69.77,",40.38,,,,,,,,,,,,,,,,
286,1987,20.0,"0.287,290.74,","11.57,","63.20,",37.38,,,,,,,,,,,,,,,,
287,1987,21.0,"0.322,291.88,","11.89,","60.60,",36.25,,,,,,,,,,,,,,,,
288,1987,22.0,"0.357,292.71,","14.30,","57.84,",36.07,,,,,,,,,,,,,,,,
289,1987,23.0,"0.387,293.60,","20.54,","52.47,",36.5,,,,,,,,,,,,,,,,
290,1987,24.0,"0.416,294.69,","29.25,","43.43,",36.34,,,,,,,,,,,,,,,,
291,1987,25.0,"0.444,295.74,","39.79,","31.06,",35.42,,,,,,,,,,,,,,,,
292,1987,26.0,"0.458,296.35,","44.33,","24.39,",34.36,,,,,,,,,,,,,,,,
293,1987,27.0,"0.460,296.94,","43.59,","21.37,",32.48,,,,,,,,,,,,,,,,
294,1987,28.0,"0.458,297.08,","42.20,","21.78,",31.99,,,,,,,,,,,,,,,,
295,1987,29.0,"0.453,297.27,","41.77,","20.74,",31.26,,,,,,,,,,,,,,,,
296,1987,30.0,"0.447,297.30,","42.92,","21.45,",32.19,,,,,,,,,,,,,,,,
297,1987,31.0,"0.438,296.45,","41.04,","30.30,",35.67,,,,,,,,,,,,,,,,
298,1987,32.0,"0.433,295.56,","41.31,","40.37,",40.84,,,,,,,,,,,,,,,,
299,1987,33.0,"0.433,294.84,","44.61,","46.43,",45.52,,,,,,,,,,,,,,,,
300,1987,34.0,"0.428,294.18,","44.62,","50.13,",47.37,,,,,,,,,,,,,,,,
301,1987,35.0,"0.414,293.44,","44.45,","49.76,",47.11,,,,,,,,,,,,,,,,
302,1987,36.0,"0.401,292.62,","47.82,","45.69,",46.76,,,,,,,,,,,,,,,,
303,1987,37.0,"0.384,291.55,","49.87,","42.92,",46.39,,,,,,,,,,,,,,,,
304,1987,38.0,"0.361,289.88,","46.92,","45.98,",46.45,,,,,,,,,,,,,,,,
305,1987,39.0,"0.332,287.93,","40.97,","52.05,",46.51,,,,,,,,,,,,,,,,
306,1987,40.0,"0.297,285.89,","33.35,","63.28,",48.32,,,,,,,,,,,,,,,,
307,1987,41.0,"0.259,283.41,","25.64,","71.67,",48.65,,,,,,,,,,,,,,,,
308,1987,42.0,"0.217,280.66,","18.55,","77.66,",48.11,,,,,,,,,,,,,,,,
309,1987,43.0,"0.176,276.65,","13.33,","86.02,",49.68,,,,,,,,,,,,,,,,
310,1987,44.0,"0.138,271.50,","9.62,","93.02,",51.32,,,,,,,,,,,,,,,,
311,1987,45.0,"0.103,265.87,","6.28,","94.62,",50.45,,,,,,,,,,,,,,,,
312,1987,46.0,"0.080,261.27,","6.47,","95.38,",50.92,,,,,,,,,,,,,,,,
313,1987,47.0,"0.064,258.85,","7.62,","93.08,",50.35,,,,,,,,,,,,,,,,
314,1987,48.0,"0.051,258.18,","9.03,","87.91,",48.47,,,,,,,,,,,,,,,,
315,1987,49.0,"0.046,258.15,","11.13,","81.58,",46.36,,,,,,,,,,,,,,,,
316,1987,50.0,"0.043,258.21,","14.30,","74.00,",44.15,,,,,,,,,,,,,,,,
317,1987,51.0,"0.041,258.09,","19.70,","67.67,",43.69,,,,,,,,,,,,,,,,
318,1987,52.0,"0.042,258.16,","24.27,","64.08,",44.17,,,,,,,,,,,,,,,,
319,1988,1.0,"0.044,258.72,","26.02,","61.49,",43.76,,,,,,,,,,,,,,,,
320,1988,2.0,"0.045,259.11,","25.54,","60.69,",43.11,,,,,,,,,,,,,,,,
321,1988,3.0,"0.045,260.00,","25.42,","57.24,",41.33,,,,,,,,,,,,,,,,
322,1988,4.0,"0.047,260.37,","24.31,","56.11,",40.21,,,,,,,,,,,,,,,,
323,1988,5.0,"0.048,260.49,","23.16,","56.66,",39.91,,,,,,,,,,,,,,,,
324,1988,6.0,"0.048,260.66,","20.78,","59.70,",40.24,,,,,,,,,,,,,,,,
325,1988,7.0,"0.050,260.77,","18.97,","64.37,",41.67,,,,,,,,,,,,,,,,
326,1988,8.0,"0.056,262.31,","20.20,","65.98,",43.09,,,,,,,,,,,,,,,,
327,1988,9.0,"0.062,265.03,","20.97,","64.58,",42.78,,,,,,,,,,,,,,,,
328,1988,10.0,"0.067,267.93,","19.97,","62.43,",41.2,,,,,,,,,,,,,,,,
329,1988,11.0,"0.079,271.39,","20.61,","57.45,",39.03,,,,,,,,,,,,,,,,
330,1988,12.0,"0.090,274.89,","19.07,","54.93,",37.0,,,,,,,,,,,,,,,,
331,1988,13.0,"0.105,278.36,","17.72,","52.23,",34.97,,,,,,,,,,,,,,,,
332,1988,14.0,"0.124,281.19,","18.00,","52.11,",35.06,,,,,,,,,,,,,,,,
333,1988,15.0,"0.148,283.11,","20.30,","56.04,",38.17,,,,,,,,,,,,,,,,
334,1988,16.0,"0.177,285.27,","21.60,","56.82,",39.21,,,,,,,,,,,,,,,,
335,1988,17.0,"0.202,286.47,","19.24,","63.71,",41.47,,,,,,,,,,,,,,,,
336,1988,18.0,"0.224,287.26,","16.81,","72.70,",44.75,,,,,,,,,,,,,,,,
337,1988,19.0,"0.246,287.71,","13.47,","80.19,",46.83,,,,,,,,,,,,,,,,
338,1988,20.0,"0.274,288.15,","12.02,","84.83,",48.43,,,,,,,,,,,,,,,,
339,1988,21.0,"0.306,288.93,","11.67,","86.35,",49.01,,,,,,,,,,,,,,,,
340,1988,22.0,"0.334,289.60,","11.51,","86.31,",48.91,,,,,,,,,,,,,,,,
341,1988,23.0,"0.361,290.34,","14.91,","83.81,",49.36,,,,,,,,,,,,,,,,
342,1988,24.0,"0.394,291.58,","23.00,","76.71,",49.85,,,,,,,,,,,,,,,,
343,1988,25.0,"0.415,292.31,","28.60,","72.03,",50.32,,,,,,,,,,,,,,,,
344,1988,26.0,"0.430,293.16,","32.48,","64.24,",48.36,,,,,,,,,,,,,,,,
345,1988,27.0,"0.441,293.71,","35.79,","63.22,",49.5,,,,,,,,,,,,,,,,
346,1988,28.0,"0.449,294.27,","41.49,","59.83,",50.66,,,,,,,,,,,,,,,,
347,1988,29.0,"0.458,294.83,","49.23,","53.62,",51.43,,,,,,,,,,,,,,,,
348,1988,30.0,"0.456,294.77,","52.34,","54.23,",53.29,,,,,,,,,,,,,,,,
349,1988,31.0,"0.456,294.60,","54.72,","55.23,",54.97,,,,,,,,,,,,,,,,
350,1988,32.0,"0.454,294.60,","56.27,","54.08,",55.17,,,,,,,,,,,,,,,,
351,1988,33.0,"0.443,294.16,","52.43,","56.68,",54.56,,,,,,,,,,,,,,,,
352,1988,34.0,"0.428,293.13,","46.91,","65.31,",56.11,,,,,,,,,,,,,,,,
353,1988,35.0,"0.408,291.93,","43.87,","70.06,",56.97,,,,,,,,,,,,,,,,
354,1988,36.0,"0.392,290.84,","45.71,","66.59,",56.15,,,,,,,,,,,,,,,,
355,1988,37.0,"0.371,289.96,","45.38,","59.22,",52.3,,,,,,,,,,,,,,,,
356,1988,38.0,"0.346,288.89,","40.94,","55.73,",48.34,,,,,,,,,,,,,,,,
357,1988,39.0,"0.325,287.94,","38.58,","51.77,",45.17,,,,,,,,,,,,,,,,
358,1988,40.0,"0.309,287.01,","40.57,","50.39,",45.48,,,,,,,,,,,,,,,,
359,1988,41.0,"0.294,284.51,","45.73,","58.41,",52.07,,,,,,,,,,,,,,,,
360,1988,42.0,"0.266,282.15,","45.30,","61.00,",53.15,,,,,,,,,,,,,,,,
361,1988,43.0,"0.231,279.34,","43.39,","62.05,",52.72,,,,,,,,,,,,,,,,
362,1988,44.0,"0.199,277.04,","43.44,","53.37,",48.41,,,,,,,,,,,,,,,,
363,1988,45.0,"0.167,274.50,","41.92,","46.21,",44.07,,,,,,,,,,,,,,,,
364,1988,46.0,"0.135,272.23,","38.16,","43.72,",40.94,,,,,,,,,,,,,,,,
365,1988,47.0,"0.111,270.28,","36.57,","43.26,",39.91,,,,,,,,,,,,,,,,
366,1988,48.0,"0.094,268.77,","36.35,","43.22,",39.78,,,,,,,,,,,,,,,,
367,1988,49.0,"0.082,267.63,","35.53,","41.77,",38.65,,,,,,,,,,,,,,,,
368,1988,50.0,"0.072,267.48,","34.24,","34.99,",34.61,,,,,,,,,,,,,,,,
369,1988,51.0,"0.072,268.33,","42.02,","26.08,",34.05,,,,,,,,,,,,,,,,
370,1988,52.0,"0.077,269.84,","50.74,","19.97,",35.36,,,,,,,,,,,,,,,,
371,1989,1.0,"0.081,271.46,","53.74,","15.26,",34.5,,,,,,,,,,,,,,,,
372,1989,2.0,"0.088,273.09,","58.46,","10.29,",34.38,,,,,,,,,,,,,,,,
373,1989,3.0,"0.094,274.20,","62.70,","7.66,",35.18,,,,,,,,,,,,,,,,
374,1989,4.0,"0.100,275.49,","62.46,","6.70,",34.58,,,,,,,,,,,,,,,,
375,1989,5.0,"0.109,277.18,","64.86,","4.70,",34.78,,,,,,,,,,,,,,,,
376,1989,6.0,"0.118,278.19,","65.17,","5.16,",35.17,,,,,,,,,,,,,,,,
377,1989,7.0,"0.122,279.26,","61.00,","6.35,",33.67,,,,,,,,,,,,,,,,
378,1989,8.0,"0.127,280.66,","58.82,","6.98,",32.9,,,,,,,,,,,,,,,,
379,1989,9.0,"0.135,282.12,","58.30,","8.25,",33.28,,,,,,,,,,,,,,,,
380,1989,10.0,"0.144,283.19,","57.40,","11.17,",34.29,,,,,,,,,,,,,,,,
381,1989,11.0,"0.159,284.39,","58.21,","11.58,",34.89,,,,,,,,,,,,,,,,
382,1989,12.0,"0.179,285.89,","59.88,","13.72,",36.8,,,,,,,,,,,,,,,,
383,1989,13.0,"0.208,287.31,","64.51,","14.54,",39.52,,,,,,,,,,,,,,,,
384,1989,14.0,"0.237,288.36,","68.29,","14.48,",41.38,,,,,,,,,,,,,,,,
385,1989,15.0,"0.268,289.15,","71.22,","16.30,",43.76,,,,,,,,,,,,,,,,
386,1989,16.0,"0.299,289.74,","70.66,","22.46,",46.56,,,,,,,,,,,,,,,,
387,1989,17.0,"0.324,290.10,","67.00,","33.02,",50.01,,,,,,,,,,,,,,,,
388,1989,18.0,"0.355,290.63,","66.01,","42.13,",54.07,,,,,,,,,,,,,,,,
389,1989,19.0,"0.383,291.05,","63.81,","49.91,",56.86,,,,,,,,,,,,,,,,
390,1989,20.0,"0.399,291.27,","58.70,","57.36,",58.03,,,,,,,,,,,,,,,,
391,1989,21.0,"0.407,291.68,","50.80,","62.14,",56.47,,,,,,,,,,,,,,,,
392,1989,22.0,"0.406,291.67,","40.63,","68.05,",54.34,,,,,,,,,,,,,,,,
393,1989,23.0,"0.400,291.40,","30.93,","74.51,",52.72,,,,,,,,,,,,,,,,
394,1989,24.0,"0.402,291.76,","26.08,","74.99,",50.54,,,,,,,,,,,,,,,,
395,1989,25.0,"0.407,292.32,","24.02,","71.61,",47.81,,,,,,,,,,,,,,,,
396,1989,26.0,"0.423,293.24,","28.85,","62.88,",45.86,,,,,,,,,,,,,,,,
397,1989,27.0,"0.431,293.78,","30.56,","61.41,",45.98,,,,,,,,,,,,,,,,
398,1989,28.0,"0.427,293.89,","28.12,","63.96,",46.04,,,,,,,,,,,,,,,,
399,1989,29.0,"0.415,293.67,","23.23,","68.10,",45.67,,,,,,,,,,,,,,,,
400,1989,30.0,"0.402,293.37,","21.28,","71.00,",46.14,,,,,,,,,,,,,,,,
401,1989,31.0,"0.399,293.36,","21.88,","70.13,",46.01,,,,,,,,,,,,,,,,
402,1989,32.0,"0.393,293.33,","20.90,","70.04,",45.47,,,,,,,,,,,,,,,,
403,1989,33.0,"0.385,292.72,","18.23,","75.15,",46.69,,,,,,,,,,,,,,,,
404,1989,34.0,"0.384,292.07,","20.71,","78.59,",49.65,,,,,,,,,,,,,,,,
405,1989,35.0,"0.383,291.15,","27.71,","79.02,",53.36,,,,,,,,,,,,,,,,
406,1989,36.0,"0.375,290.47,","34.94,","70.20,",52.57,,,,,,,,,,,,,,,,
407,1989,37.0,"0.358,289.92,","37.92,","59.34,",48.63,,,,,,,,,,,,,,,,
408,1989,38.0,"0.344,288.82,","39.61,","56.38,",48.0,,,,,,,,,,,,,,,,
409,1989,39.0,"0.341,288.31,","46.98,","48.13,",47.56,,,,,,,,,,,,,,,,
410,1989,40.0,"0.329,287.73,","51.59,","42.15,",46.87,,,,,,,,,,,,,,,,
411,1989,41.0,"0.304,286.12,","51.16,","39.07,",45.12,,,,,,,,,,,,,,,,
412,1989,42.0,"0.279,284.22,","52.68,","37.45,",45.07,,,,,,,,,,,,,,,,
413,1989,43.0,"0.258,282.69,","58.09,","30.80,",44.44,,,,,,,,,,,,,,,,
414,1989,44.0,"0.229,280.68,","59.19,","25.58,",42.38,,,,,,,,,,,,,,,,
415,1989,45.0,"0.191,278.28,","55.39,","23.52,",39.46,,,,,,,,,,,,,,,,
416,1989,46.0,"0.157,275.38,","50.81,","27.78,",39.29,,,,,,,,,,,,,,,,
417,1989,47.0,"0.135,273.07,","51.58,","30.14,",40.86,,,,,,,,,,,,,,,,
418,1989,48.0,"0.119,271.45,","53.40,","31.10,",42.25,,,,,,,,,,,,,,,,
419,1989,49.0,"0.106,270.22,","54.35,","30.38,",42.37,,,,,,,,,,,,,,,,
420,1989,50.0,"0.096,268.90,","55.75,","28.50,",42.12,,,,,,,,,,,,,,,,
421,1989,51.0,"0.090,268.32,","58.58,","24.74,",41.66,,,,,,,,,,,,,,,,
422,1989,52.0,"0.092,269.49,","65.41,","19.64,",42.52,,,,,,,,,,,,,,,,
423,1990,1.0,"0.098,270.76,","71.32,","15.63,",43.48,,,,,,,,,,,,,,,,
424,1990,2.0,"0.105,271.89,","75.32,","12.08,",43.7,,,,,,,,,,,,,,,,
425,1990,3.0,"0.112,272.95,","79.54,","9.33,",44.43,,,,,,,,,,,,,,,,
426,1990,4.0,"0.124,274.60,","82.85,","6.64,",44.75,,,,,,,,,,,,,,,,
427,1990,5.0,"0.138,276.39,","87.59,","3.00,",45.3,,,,,,,,,,,,,,,,
428,1990,6.0,"0.154,278.34,","90.16,","1.14,",45.65,,,,,,,,,,,,,,,,
429,1990,7.0,"0.170,280.14,","90.94,","0.40,",45.67,,,,,,,,,,,,,,,,
430,1990,8.0,"0.184,281.75,","91.39,","0.25,",45.82,,,,,,,,,,,,,,,,
431,1990,9.0,"0.197,283.51,","91.19,","0.32,",45.75,,,,,,,,,,,,,,,,
432,1990,10.0,"0.214,285.45,","92.24,","0.29,",46.26,,,,,,,,,,,,,,,,
433,1990,11.0,"0.233,286.46,","93.04,","0.58,",46.81,,,,,,,,,,,,,,,,
434,1990,12.0,"0.255,288.53,","94.72,","0.45,",47.58,,,,,,,,,,,,,,,,
435,1990,13.0,"0.275,289.95,","94.81,","1.02,",47.91,,,,,,,,,,,,,,,,
436,1990,14.0,"0.292,290.32,","92.46,","2.88,",47.67,,,,,,,,,,,,,,,,
437,1990,15.0,"0.308,290.08,","88.28,","9.71,",48.99,,,,,,,,,,,,,,,,
438,1990,16.0,"0.327,289.75,","82.62,","22.25,",52.44,,,,,,,,,,,,,,,,
439,1990,17.0,"0.355,290.09,","79.49,","33.25,",56.37,,,,,,,,,,,,,,,,
440,1990,18.0,"0.388,290.81,","78.98,","40.58,",59.78,,,,,,,,,,,,,,,,
441,1990,19.0,"0.411,291.45,","75.40,","45.95,",60.67,,,,,,,,,,,,,,,,
442,1990,20.0,"0.426,291.86,","70.14,","51.38,",60.76,,,,,,,,,,,,,,,,
443,1990,21.0,"0.434,291.93,","63.18,","59.41,",61.29,,,,,,,,,,,,,,,,
444,1990,22.0,"0.434,291.99,","54.51,","64.26,",59.39,,,,,,,,,,,,,,,,
445,1990,23.0,"0.437,292.43,","50.03,","63.71,",56.87,,,,,,,,,,,,,,,,
446,1990,24.0,"0.447,293.26,","50.50,","58.58,",54.54,,,,,,,,,,,,,,,,
447,1990,25.0,"0.460,294.49,","53.17,","45.72,",49.45,,,,,,,,,,,,,,,,
448,1990,26.0,"0.468,295.21,","53.88,","38.43,",46.16,,,,,,,,,,,,,,,,
449,1990,27.0,"0.468,295.52,","51.29,","39.32,",45.31,,,,,,,,,,,,,,,,
450,1990,28.0,"0.465,295.74,","49.19,","39.35,",44.27,,,,,,,,,,,,,,,,
451,1990,29.0,"0.456,295.79,","45.39,","40.28,",42.83,,,,,,,,,,,,,,,,
452,1990,30.0,"0.446,295.95,","44.30,","38.75,",41.52,,,,,,,,,,,,,,,,
453,1990,31.0,"0.442,296.33,","44.69,","32.27,",38.48,,,,,,,,,,,,,,,,
454,1990,32.0,"0.436,296.58,","43.38,","27.68,",35.53,,,,,,,,,,,,,,,,
455,1990,33.0,"0.425,296.18,","40.07,","29.05,",34.56,,,,,,,,,,,,,,,,
456,1990,34.0,"0.413,295.38,","36.01,","34.22,",35.12,,,,,,,,,,,,,,,,
457,1990,35.0,"0.389,294.15,","29.91,","40.45,",35.18,,,,,,,,,,,,,,,,
458,1990,36.0,"0.361,292.52,","25.38,","46.15,",35.76,,,,,,,,,,,,,,,,
459,1990,37.0,"0.336,291.22,","23.66,","44.81,",34.24,,,,,,,,,,,,,,,,
460,1990,38.0,"0.319,290.30,","23.95,","40.64,",32.29,,,,,,,,,,,,,,,,
461,1990,39.0,"0.307,289.45,","27.19,","36.08,",31.63,,,,,,,,,,,,,,,,
462,1990,40.0,"0.293,288.40,","30.72,","34.05,",32.39,,,,,,,,,,,,,,,,
463,1990,41.0,"0.273,286.92,","33.12,","29.31,",31.22,,,,,,,,,,,,,,,,
464,1990,42.0,"0.246,285.41,","33.19,","23.91,",28.55,,,,,,,,,,,,,,,,
465,1990,43.0,"0.214,283.06,","33.07,","27.23,",30.15,,,,,,,,,,,,,,,,
466,1990,44.0,"0.187,280.46,","35.02,","27.63,",31.32,,,,,,,,,,,,,,,,
467,1990,45.0,"0.160,278.42,","35.37,","23.25,",29.31,,,,,,,,,,,,,,,,
468,1990,46.0,"0.135,276.17,","34.80,","24.50,",29.65,,,,,,,,,,,,,,,,
469,1990,47.0,"0.114,273.82,","34.62,","27.42,",31.02,,,,,,,,,,,,,,,,
470,1990,48.0,"0.094,271.35,","31.91,","32.17,",32.04,,,,,,,,,,,,,,,,
471,1990,49.0,"0.078,269.37,","27.68,","34.18,",30.93,,,,,,,,,,,,,,,,
472,1990,50.0,"0.069,268.68,","28.07,","29.37,",28.72,,,,,,,,,,,,,,,,
473,1990,51.0,"0.067,268.56,","33.77,","23.96,",28.87,,,,,,,,,,,,,,,,
474,1990,52.0,"0.069,268.74,","39.54,","22.64,",31.09,,,,,,,,,,,,,,,,
475,1991,1.0,"0.075,269.14,","44.78,","22.06,",33.42,,,,,,,,,,,,,,,,
476,1991,2.0,"0.079,269.02,","48.22,","23.52,",35.87,,,,,,,,,,,,,,,,
477,1991,3.0,"0.080,268.66,","49.54,","26.75,",38.15,,,,,,,,,,,,,,,,
478,1991,4.0,"0.075,267.00,","42.73,","36.17,",39.45,,,,,,,,,,,,,,,,
479,1991,5.0,"0.067,265.31,","34.60,","44.51,",39.56,,,,,,,,,,,,,,,,
480,1991,6.0,"0.063,265.10,","28.82,","49.00,",38.91,,,,,,,,,,,,,,,,
481,1991,7.0,"0.062,266.09,","24.64,","50.58,",37.61,,,,,,,,,,,,,,,,
482,1991,8.0,"0.064,268.46,","23.72,","48.10,",35.91,,,,,,,,,,,,,,,,
483,1991,9.0,"0.069,270.77,","23.65,","47.06,",35.36,,,,,,,,,,,,,,,,
484,1991,10.0,"0.074,273.30,","22.50,","45.64,",34.07,,,,,,,,,,,,,,,,
485,1991,11.0,"0.083,276.28,","22.18,","41.07,",31.62,,,,,,,,,,,,,,,,
486,1991,12.0,"0.094,279.19,","20.24,","39.66,",29.95,,,,,,,,,,,,,,,,
487,1991,13.0,"0.102,281.17,","15.99,","41.53,",28.76,,,,,,,,,,,,,,,,
488,1991,14.0,"0.110,282.26,","11.70,","47.83,",29.77,,,,,,,,,,,,,,,,
489,1991,15.0,"0.129,283.00,","12.14,","57.03,",34.58,,,,,,,,,,,,,,,,
490,1991,16.0,"0.156,284.09,","12.94,","64.92,",38.93,,,,,,,,,,,,,,,,
491,1991,17.0,"0.184,284.72,","11.82,","76.51,",44.17,,,,,,,,,,,,,,,,
492,1991,18.0,"0.219,285.72,","13.69,","84.55,",49.12,,,,,,,,,,,,,,,,
493,1991,19.0,"0.253,286.50,","13.98,","90.94,",52.46,,,,,,,,,,,,,,,,
494,1991,20.0,"0.289,287.54,","15.02,","92.03,",53.53,,,,,,,,,,,,,,,,
495,1991,21.0,"0.325,288.72,","16.11,","90.36,",53.23,,,,,,,,,,,,,,,,
496,1991,22.0,"0.364,289.78,","21.30,","86.32,",53.81,,,,,,,,,,,,,,,,
497,1991,23.0,"0.398,290.86,","29.68,","79.98,",54.83,,,,,,,,,,,,,,,,
498,1991,24.0,"0.428,292.32,","39.08,","69.14,",54.11,,,,,,,,,,,,,,,,
499,1991,25.0,"0.451,293.60,","47.46,","56.88,",52.17,,,,,,,,,,,,,,,,
500,1991,26.0,"0.465,294.22,","52.08,","50.98,",51.53,,,,,,,,,,,,,,,,
501,1991,27.0,"0.467,294.07,","50.56,","58.47,",54.51,,,,,,,,,,,,,,,,
502,1991,28.0,"0.469,294.17,","53.20,","60.88,",57.04,,,,,,,,,,,,,,,,
503,1991,29.0,"0.473,294.46,","58.43,","58.13,",58.28,,,,,,,,,,,,,,,,
504,1991,30.0,"0.476,294.67,","64.47,","54.91,",59.69,,,,,,,,,,,,,,,,
505,1991,31.0,"0.472,294.47,","64.55,","56.32,",60.43,,,,,,,,,,,,,,,,
506,1991,32.0,"0.468,294.10,","65.10,","60.32,",62.71,,,,,,,,,,,,,,,,
507,1991,33.0,"0.461,293.60,","64.62,","63.74,",64.18,,,,,,,,,,,,,,,,
508,1991,34.0,"0.460,293.24,","67.81,","62.98,",65.39,,,,,,,,,,,,,,,,
509,1991,35.0,"0.454,292.75,","71.99,","58.66,",65.32,,,,,,,,,,,,,,,,
510,1991,36.0,"0.440,291.73,","73.91,","55.86,",64.89,,,,,,,,,,,,,,,,
511,1991,37.0,"0.425,290.82,","75.65,","50.30,",62.98,,,,,,,,,,,,,,,,
512,1991,38.0,"0.414,290.34,","78.20,","41.13,",59.66,,,,,,,,,,,,,,,,
513,1991,39.0,"0.393,289.43,","76.63,","36.77,",56.7,,,,,,,,,,,,,,,,
514,1991,40.0,"0.360,287.70,","69.74,","42.49,",56.11,,,,,,,,,,,,,,,,
515,1991,41.0,"0.322,285.71,","61.59,","43.97,",52.78,,,,,,,,,,,,,,,,
516,1991,42.0,"0.284,283.57,","56.10,","44.79,",50.45,,,,,,,,,,,,,,,,
517,1991,43.0,"0.251,281.17,","55.40,","45.04,",50.22,,,,,,,,,,,,,,,,
518,1991,44.0,"0.216,279.14,","53.92,","37.66,",45.79,,,,,,,,,,,,,,,,
519,1991,45.0,"0.185,277.05,","53.37,","31.50,",42.44,,,,,,,,,,,,,,,,
520,1991,46.0,"0.160,275.54,","53.36,","27.66,",40.51,,,,,,,,,,,,,,,,
521,1991,47.0,"0.134,273.96,","51.01,","26.90,",38.95,,,,,,,,,,,,,,,,
522,1991,48.0,"0.111,271.91,","47.30,","29.91,",38.6,,,,,,,,,,,,,,,,
523,1991,49.0,"0.092,269.58,","42.46,","33.54,",38.0,,,,,,,,,,,,,,,,
524,1991,50.0,"0.080,267.65,","42.03,","33.50,",37.76,,,,,,,,,,,,,,,,
525,1991,51.0,"0.073,266.26,","44.98,","32.60,",38.79,,,,,,,,,,,,,,,,
526,1991,52.0,"0.066,265.21,","42.95,","35.17,",39.06,,,,,,,,,,,,,,,,
527,1992,1.0,"0.061,263.99,","38.60,","40.16,",39.38,,,,,,,,,,,,,,,,
528,1992,2.0,"0.059,263.71,","35.89,","41.87,",38.88,,,,,,,,,,,,,,,,
529,1992,3.0,"0.060,264.15,","36.05,","41.59,",38.82,,,,,,,,,,,,,,,,
530,1992,4.0,"0.063,265.03,","36.04,","41.07,",38.55,,,,,,,,,,,,,,,,
531,1992,5.0,"0.065,265.99,","34.76,","39.91,",37.33,,,,,,,,,,,,,,,,
532,1992,6.0,"0.068,267.09,","33.31,","40.07,",36.69,,,,,,,,,,,,,,,,
533,1992,7.0,"0.073,268.99,","32.13,","38.90,",35.51,,,,,,,,,,,,,,,,
534,1992,8.0,"0.081,271.46,","33.93,","37.04,",35.49,,,,,,,,,,,,,,,,
535,1992,9.0,"0.094,273.99,","37.53,","36.04,",36.78,,,,,,,,,,,,,,,,
536,1992,10.0,"0.105,276.50,","38.37,","34.85,",36.61,,,,,,,,,,,,,,,,
537,1992,11.0,"0.119,278.68,","39.33,","32.53,",35.93,,,,,,,,,,,,,,,,
538,1992,12.0,"0.134,280.42,","39.03,","35.30,",37.16,,,,,,,,,,,,,,,,
539,1992,13.0,"0.152,282.22,","39.03,","37.16,",38.09,,,,,,,,,,,,,,,,
540,1992,14.0,"0.178,284.34,","42.23,","36.20,",39.21,,,,,,,,,,,,,,,,
541,1992,15.0,"0.205,286.13,","44.51,","36.00,",40.26,,,,,,,,,,,,,,,,
542,1992,16.0,"0.237,288.06,","45.96,","35.14,",40.55,,,,,,,,,,,,,,,,
543,1992,17.0,"0.274,289.89,","47.24,","34.98,",41.11,,,,,,,,,,,,,,,,
544,1992,18.0,"0.307,291.26,","47.52,","36.64,",42.08,,,,,,,,,,,,,,,,
545,1992,19.0,"0.337,292.21,","46.29,","38.58,",42.44,,,,,,,,,,,,,,,,
546,1992,20.0,"0.358,292.52,","42.07,","45.02,",43.55,,,,,,,,,,,,,,,,
547,1992,21.0,"0.371,292.48,","35.12,","54.01,",44.56,,,,,,,,,,,,,,,,
548,1992,22.0,"0.382,292.43,","28.97,","60.11,",44.54,,,,,,,,,,,,,,,,
549,1992,23.0,"0.386,292.37,","23.33,","64.62,",43.97,,,,,,,,,,,,,,,,
550,1992,24.0,"0.401,292.59,","24.93,","66.11,",45.52,,,,,,,,,,,,,,,,
551,1992,25.0,"0.419,292.97,","29.87,","64.41,",47.14,,,,,,,,,,,,,,,,
552,1992,26.0,"0.436,293.65,","35.01,","58.21,",46.61,,,,,,,,,,,,,,,,
553,1992,27.0,"0.449,294.43,","40.29,","53.62,",46.96,,,,,,,,,,,,,,,,
554,1992,28.0,"0.456,294.90,","45.22,","50.93,",48.07,,,,,,,,,,,,,,,,
555,1992,29.0,"0.461,295.47,","50.07,","44.88,",47.47,,,,,,,,,,,,,,,,
556,1992,30.0,"0.458,296.01,","51.91,","38.40,",45.16,,,,,,,,,,,,,,,,
557,1992,31.0,"0.449,296.38,","49.80,","32.29,",41.05,,,,,,,,,,,,,,,,
558,1992,32.0,"0.443,296.63,","48.92,","27.22,",38.07,,,,,,,,,,,,,,,,
559,1992,33.0,"0.438,296.61,","48.44,","23.11,",35.78,,,,,,,,,,,,,,,,
560,1992,34.0,"0.426,296.23,","45.31,","22.26,",33.79,,,,,,,,,,,,,,,,
