,Mean,data,for,UKR,Province=,1:,"Cherkasy,",from,1981,to,2017<br>The,data.1,below,were,extracted,from.1,weekly,files,like:,"../AVHRR_VHP/4km/ts_L1_v1/ByWeek/VHP_L1_Mean_198135.txt<br><tt><pre>year,week,,","provinceID,","SMN,SMT,VCI,TCI,VHI"
279,1987,13.0,"0.046,267.93,","1.31,","90.82,",46.06,,,,,,,,,,,,,,,,
280,1987,14.0,"0.064,272.28,","1.04,","90.28,",45.66,,,,,,,,,,,,,,,,
281,1987,15.0,"0.090,277.47,","2.08,","89.61,",45.84,,,,,,,,,,,,,,,,
282,1987,16.0,"0.120,282.11,","2.65,","87.84,",45.25,,,,,,,,,,,,,,,,
283,1987,17.0,"0.150,286.64,","3.01,","79.84,",41.42,,,,,,,,,,,,,,,,
284,1987,18.0,"0.183,289.92,","2.99,","73.28,",38.13,,,,,,,,,,,,,,,,
285,1987,19.0,"0.229,292.05,","5.70,","70.74,",38.22,,,,,,,,,,,,,,,,
286,1987,20.0,"0.272,293.82,","8.01,","63.20,",35.6,,,,,,,,,,,,,,,,
287,1987,21.0,"0.313,295.00,","11.15,","58.08,",34.61,,,,,,,,,,,,,,,,
288,1987,22.0,"0.352,295.70,","17.26,","55.02,",36.14,,,,,,,,,,,,,,,,
289,1987,23.0,"0.384,295.82,","25.67,","56.40,",41.03,,,,,,,,,,,,,,,,
290,1987,24.0,"0.412,296.34,","38.39,","54.37,",46.38,,,,,,,,,,,,,,,,
291,1987,25.0,"0.434,296.72,","50.80,","52.69,",51.75,,,,,,,,,,,,,,,,
292,1987,26.0,"0.447,296.91,","59.26,","51.66,",55.46,,,,,,,,,,,,,,,,
293,1987,27.0,"0.449,297.12,","62.10,","51.35,",56.73,,,,,,,,,,,,,,,,
294,1987,28.0,"0.442,297.23,","62.27,","52.29,",57.28,,,,,,,,,,,,,,,,
295,1987,29.0,"0.426,297.24,","57.35,","54.53,",55.94,,,,,,,,,,,,,,,,
296,1987,30.0,"0.405,296.98,","51.72,","59.23,",55.47,,,,,,,,,,,,,,,,
297,1987,31.0,"0.384,296.02,","45.29,","68.74,",57.02,,,,,,,,,,,,,,,,
298,1987,32.0,"0.371,295.28,","43.07,","73.28,",58.17,,,,,,,,,,,,,,,,
299,1987,33.0,"0.358,294.58,","42.27,","75.05,",58.66,,,,,,,,,,,,,,,,
300,1987,34.0,"0.346,293.93,","42.05,","75.15,",58.6,,,,,,,,,,,,,,,,
301,1987,35.0,"0.332,293.30,","43.88,","70.66,",57.27,,,,,,,,,,,,,,,,
302,1987,36.0,"0.318,292.48,","47.13,","65.19,",56.16,,,,,,,,,,,,,,,,
303,1987,37.0,"0.298,291.23,","48.79,","63.30,",56.04,,,,,,,,,,,,,,,,
304,1987,38.0,"0.274,289.64,","46.43,","64.43,",55.43,,,,,,,,,,,,,,,,
305,1987,39.0,"0.247,287.80,","41.52,","66.11,",53.82,,,,,,,,,,,,,,,,
306,1987,40.0,"0.220,285.82,","35.53,","65.54,",50.53,,,,,,,,,,,,,,,,
307,1987,41.0,"0.191,283.04,","31.00,","69.85,",50.42,,,,,,,,,,,,,,,,
308,1987,42.0,"0.159,279.84,","26.58,","73.90,",50.24,,,,,,,,,,,,,,,,
309,1987,43.0,"0.128,276.69,","22.92,","73.67,",48.29,,,,,,,,,,,,,,,,
310,1987,44.0,"0.102,272.43,","19.33,","75.06,",47.2,,,,,,,,,,,,,,,,
311,1987,45.0,"0.081,268.69,","14.97,","71.79,",43.38,,,,,,,,,,,,,,,,
312,1987,46.0,"0.063,266.08,","12.03,","67.22,",39.62,,,,,,,,,,,,,,,,
313,1987,47.0,"0.051,264.03,","10.63,","64.50,",37.56,,,,,,,,,,,,,,,,
314,1987,48.0,"0.042,262.69,","10.83,","62.32,",36.58,,,,,,,,,,,,,,,,
315,1987,49.0,"0.039,262.29,","12.66,","56.64,",34.65,,,,,,,,,,,,,,,,
316,1987,50.0,"0.036,262.41,","14.11,","48.41,",31.26,,,,,,,,,,,,,,,,
317,1987,51.0,"0.033,262.23,","16.36,","41.32,",28.84,,,,,,,,,,,,,,,,
318,1987,52.0,"0.033,261.58,","20.58,","39.09,",29.83,,,,,,,,,,,,,,,,
319,1988,1.0,"0.035,260.76,","24.75,","38.17,",31.46,,,,,,,,,,,,,,,,
320,1988,2.0,"0.036,259.78,","27.24,","41.42,",34.33,,,,,,,,,,,,,,,,
321,1988,3.0,"0.037,259.60,","29.20,","43.83,",36.52,,,,,,,,,,,,,,,,
322,1988,4.0,"0.037,259.90,","30.65,","44.89,",37.77,,,,,,,,,,,,,,,,
323,1988,5.0,"0.040,259.96,","32.15,","47.63,",39.89,,,,,,,,,,,,,,,,
324,1988,6.0,"0.041,260.72,","30.63,","49.93,",40.28,,,,,,,,,,,,,,,,
325,1988,7.0,"0.041,261.63,","26.89,","52.30,",39.6,,,,,,,,,,,,,,,,
326,1988,8.0,"0.044,262.38,","26.13,","56.06,",41.1,,,,,,,,,,,,,,,,
327,1988,9.0,"0.047,262.97,","25.28,","62.17,",43.72,,,,,,,,,,,,,,,,
328,1988,10.0,"0.049,264.52,","21.37,","67.48,",44.42,,,,,,,,,,,,,,,,
329,1988,11.0,"0.056,266.90,","19.94,","67.93,",43.94,,,,,,,,,,,,,,,,
330,1988,12.0,"0.062,270.21,","16.56,","66.73,",41.64,,,,,,,,,,,,,,,,
331,1988,13.0,"0.071,274.45,","13.68,","63.01,",38.34,,,,,,,,,,,,,,,,
332,1988,14.0,"0.088,278.79,","13.51,","58.53,",36.02,,,,,,,,,,,,,,,,
333,1988,15.0,"0.111,281.92,","13.46,","62.66,",38.06,,,,,,,,,,,,,,,,
334,1988,16.0,"0.139,284.70,","13.64,","68.28,",40.96,,,,,,,,,,,,,,,,
335,1988,17.0,"0.168,286.66,","13.56,","77.38,",45.47,,,,,,,,,,,,,,,,
336,1988,18.0,"0.202,288.56,","14.10,","82.60,",48.35,,,,,,,,,,,,,,,,
337,1988,19.0,"0.239,289.77,","14.03,","88.23,",51.13,,,,,,,,,,,,,,,,
338,1988,20.0,"0.277,291.04,","14.46,","86.83,",50.64,,,,,,,,,,,,,,,,
339,1988,21.0,"0.311,291.94,","15.00,","85.19,",50.1,,,,,,,,,,,,,,,,
340,1988,22.0,"0.343,292.48,","16.59,","83.71,",50.15,,,,,,,,,,,,,,,,
341,1988,23.0,"0.372,292.94,","21.10,","81.82,",51.46,,,,,,,,,,,,,,,,
342,1988,24.0,"0.402,293.63,","33.33,","78.81,",56.07,,,,,,,,,,,,,,,,
343,1988,25.0,"0.418,294.03,","42.04,","78.36,",60.2,,,,,,,,,,,,,,,,
344,1988,26.0,"0.427,294.72,","47.62,","73.48,",60.55,,,,,,,,,,,,,,,,
345,1988,27.0,"0.439,295.66,","56.31,","66.32,",61.31,,,,,,,,,,,,,,,,
346,1988,28.0,"0.445,296.23,","64.56,","62.53,",63.55,,,,,,,,,,,,,,,,
347,1988,29.0,"0.446,296.64,","68.41,","60.55,",64.48,,,,,,,,,,,,,,,,
348,1988,30.0,"0.436,296.74,","67.85,","61.54,",64.69,,,,,,,,,,,,,,,,
349,1988,31.0,"0.421,296.60,","64.26,","62.83,",63.54,,,,,,,,,,,,,,,,
350,1988,32.0,"0.405,296.68,","60.95,","58.97,",59.96,,,,,,,,,,,,,,,,
351,1988,33.0,"0.385,296.54,","56.87,","54.34,",55.6,,,,,,,,,,,,,,,,
352,1988,34.0,"0.359,295.65,","49.42,","55.60,",52.51,,,,,,,,,,,,,,,,
353,1988,35.0,"0.333,294.51,","44.97,","55.76,",50.36,,,,,,,,,,,,,,,,
354,1988,36.0,"0.308,293.01,","42.44,","57.57,",50.0,,,,,,,,,,,,,,,,
355,1988,37.0,"0.281,291.43,","40.07,","59.49,",49.78,,,,,,,,,,,,,,,,
356,1988,38.0,"0.256,289.86,","37.03,","60.92,",48.97,,,,,,,,,,,,,,,,
357,1988,39.0,"0.237,288.40,","36.41,","57.85,",47.13,,,,,,,,,,,,,,,,
358,1988,40.0,"0.228,286.99,","41.39,","49.36,",45.38,,,,,,,,,,,,,,,,
359,1988,41.0,"0.210,283.55,","43.49,","63.23,",53.36,,,,,,,,,,,,,,,,
360,1988,42.0,"0.195,281.03,","49.26,","60.91,",55.08,,,,,,,,,,,,,,,,
361,1988,43.0,"0.174,277.17,","51.70,","70.57,",61.13,,,,,,,,,,,,,,,,
362,1988,44.0,"0.149,273.36,","49.53,","69.50,",59.51,,,,,,,,,,,,,,,,
363,1988,45.0,"0.122,270.17,","44.01,","63.85,",53.93,,,,,,,,,,,,,,,,
364,1988,46.0,"0.098,266.98,","39.07,","63.13,",51.1,,,,,,,,,,,,,,,,
365,1988,47.0,"0.076,263.89,","33.10,","65.35,",49.22,,,,,,,,,,,,,,,,
366,1988,48.0,"0.064,261.42,","31.01,","67.58,",49.3,,,,,,,,,,,,,,,,
367,1988,49.0,"0.056,259.70,","29.24,","67.04,",48.14,,,,,,,,,,,,,,,,
368,1988,50.0,"0.048,259.15,","27.30,","61.07,",44.18,,,,,,,,,,,,,,,,
369,1988,51.0,"0.046,259.57,","30.10,","51.56,",40.83,,,,,,,,,,,,,,,,
370,1988,52.0,"0.045,260.69,","32.12,","42.20,",37.16,,,,,,,,,,,,,,,,
371,1989,1.0,"0.045,262.40,","33.86,","32.05,",32.96,,,,,,,,,,,,,,,,
372,1989,2.0,"0.047,264.88,","37.17,","22.66,",29.92,,,,,,,,,,,,,,,,
373,1989,3.0,"0.048,267.47,","39.58,","14.38,",26.98,,,,,,,,,,,,,,,,
374,1989,4.0,"0.053,269.51,","44.35,","9.40,",26.88,,,,,,,,,,,,,,,,
375,1989,5.0,"0.060,271.43,","49.75,","6.89,",28.32,,,,,,,,,,,,,,,,
376,1989,6.0,"0.068,273.21,","51.57,","7.07,",29.32,,,,,,,,,,,,,,,,
377,1989,7.0,"0.077,274.69,","52.65,","7.99,",30.32,,,,,,,,,,,,,,,,
378,1989,8.0,"0.086,276.46,","53.79,","7.93,",30.86,,,,,,,,,,,,,,,,
379,1989,9.0,"0.098,278.58,","55.64,","7.97,",31.8,,,,,,,,,,,,,,,,
380,1989,10.0,"0.114,280.60,","57.80,","8.89,",33.34,,,,,,,,,,,,,,,,
381,1989,11.0,"0.130,282.69,","59.54,","7.13,",33.34,,,,,,,,,,,,,,,,
382,1989,12.0,"0.151,284.69,","62.56,","9.62,",36.09,,,,,,,,,,,,,,,,
383,1989,13.0,"0.176,286.77,","67.50,","10.79,",39.14,,,,,,,,,,,,,,,,
384,1989,14.0,"0.202,288.70,","69.67,","10.14,",39.9,,,,,,,,,,,,,,,,
385,1989,15.0,"0.230,290.41,","69.07,","11.93,",40.5,,,,,,,,,,,,,,,,
386,1989,16.0,"0.260,291.73,","67.30,","17.92,",42.61,,,,,,,,,,,,,,,,
387,1989,17.0,"0.292,292.83,","66.81,","25.79,",46.3,,,,,,,,,,,,,,,,
388,1989,18.0,"0.328,293.85,","67.96,","34.23,",51.1,,,,,,,,,,,,,,,,
389,1989,19.0,"0.360,294.35,","66.71,","45.97,",56.34,,,,,,,,,,,,,,,,
390,1989,20.0,"0.388,294.49,","64.72,","55.22,",59.97,,,,,,,,,,,,,,,,
391,1989,21.0,"0.408,295.00,","61.85,","56.96,",59.41,,,,,,,,,,,,,,,,
392,1989,22.0,"0.413,295.19,","53.11,","58.97,",56.04,,,,,,,,,,,,,,,,
393,1989,23.0,"0.409,295.11,","41.21,","62.07,",51.64,,,,,,,,,,,,,,,,
394,1989,24.0,"0.403,295.26,","32.63,","63.67,",48.15,,,,,,,,,,,,,,,,
395,1989,25.0,"0.397,295.45,","28.55,","64.42,",46.48,,,,,,,,,,,,,,,,
396,1989,26.0,"0.398,296.06,","29.58,","59.61,",44.6,,,,,,,,,,,,,,,,
397,1989,27.0,"0.392,296.69,","28.71,","55.06,",41.89,,,,,,,,,,,,,,,,
398,1989,28.0,"0.374,297.23,","24.12,","51.20,",37.66,,,,,,,,,,,,,,,,
399,1989,29.0,"0.354,297.61,","19.97,","49.18,",34.57,,,,,,,,,,,,,,,,
400,1989,30.0,"0.332,297.62,","16.33,","51.11,",33.72,,,,,,,,,,,,,,,,
401,1989,31.0,"0.320,298.03,","15.14,","46.85,",30.99,,,,,,,,,,,,,,,,
402,1989,32.0,"0.309,298.50,","13.22,","38.91,",26.07,,,,,,,,,,,,,,,,
403,1989,33.0,"0.293,297.97,","10.87,","38.01,",24.44,,,,,,,,,,,,,,,,
404,1989,34.0,"0.281,297.11,","11.27,","38.31,",24.79,,,,,,,,,,,,,,,,
405,1989,35.0,"0.268,295.90,","13.07,","38.52,",25.79,,,,,,,,,,,,,,,,
406,1989,36.0,"0.255,294.22,","16.98,","41.01,",28.99,,,,,,,,,,,,,,,,
407,1989,37.0,"0.242,292.63,","21.35,","41.68,",31.52,,,,,,,,,,,,,,,,
408,1989,38.0,"0.233,290.50,","26.18,","50.06,",38.12,,,,,,,,,,,,,,,,
409,1989,39.0,"0.233,288.76,","35.16,","51.16,",43.16,,,,,,,,,,,,,,,,
410,1989,40.0,"0.234,287.29,","45.80,","43.89,",44.84,,,,,,,,,,,,,,,,
411,1989,41.0,"0.225,285.51,","53.63,","35.45,",44.54,,,,,,,,,,,,,,,,
412,1989,42.0,"0.216,283.64,","63.03,","28.53,",45.78,,,,,,,,,,,,,,,,
413,1989,43.0,"0.205,281.36,","72.02,","29.56,",50.79,,,,,,,,,,,,,,,,
414,1989,44.0,"0.195,279.56,","79.84,","18.88,",49.36,,,,,,,,,,,,,,,,
415,1989,45.0,"0.175,278.18,","81.61,","10.82,",46.21,,,,,,,,,,,,,,,,
416,1989,46.0,"0.147,275.37,","77.24,","15.50,",46.37,,,,,,,,,,,,,,,,
417,1989,47.0,"0.121,272.38,","71.22,","22.19,",46.71,,,,,,,,,,,,,,,,
418,1989,48.0,"0.099,270.06,","64.23,","27.54,",45.88,,,,,,,,,,,,,,,,
419,1989,49.0,"0.085,268.33,","58.61,","30.35,",44.48,,,,,,,,,,,,,,,,
420,1989,50.0,"0.070,265.95,","52.08,","33.91,",43.0,,,,,,,,,,,,,,,,
421,1989,51.0,"0.062,265.13,","49.06,","30.07,",39.56,,,,,,,,,,,,,,,,
422,1989,52.0,"0.059,265.66,","48.66,","24.23,",36.44,,,,,,,,,,,,,,,,
423,1990,1.0,"0.056,266.17,","48.08,","18.79,",33.43,,,,,,,,,,,,,,,,
424,1990,2.0,"0.058,267.22,","50.45,","14.31,",32.38,,,,,,,,,,,,,,,,
425,1990,3.0,"0.062,268.57,","55.09,","10.36,",32.72,,,,,,,,,,,,,,,,
426,1990,4.0,"0.067,270.19,","59.58,","7.04,",33.31,,,,,,,,,,,,,,,,
427,1990,5.0,"0.074,272.21,","63.13,","4.43,",33.78,,,,,,,,,,,,,,,,
428,1990,6.0,"0.084,274.51,","66.10,","2.99,",34.54,,,,,,,,,,,,,,,,
429,1990,7.0,"0.104,276.44,","73.33,","2.63,",37.98,,,,,,,,,,,,,,,,
430,1990,8.0,"0.122,278.20,","78.08,","2.37,",40.22,,,,,,,,,,,,,,,,
431,1990,9.0,"0.143,280.32,","83.40,","2.07,",42.74,,,,,,,,,,,,,,,,
432,1990,10.0,"0.169,282.68,","88.88,","1.34,",45.11,,,,,,,,,,,,,,,,
433,1990,11.0,"0.190,283.70,","91.34,","2.78,",47.06,,,,,,,,,,,,,,,,
434,1990,12.0,"0.211,286.37,","92.98,","2.68,",47.83,,,,,,,,,,,,,,,,
435,1990,13.0,"0.224,288.36,","90.94,","3.63,",47.28,,,,,,,,,,,,,,,,
436,1990,14.0,"0.236,289.29,","85.81,","6.60,",46.2,,,,,,,,,,,,,,,,
437,1990,15.0,"0.253,289.76,","79.82,","14.93,",47.38,,,,,,,,,,,,,,,,
438,1990,16.0,"0.274,289.99,","73.98,","30.29,",52.14,,,,,,,,,,,,,,,,
439,1990,17.0,"0.305,290.60,","72.58,","45.33,",58.95,,,,,,,,,,,,,,,,
440,1990,18.0,"0.345,291.59,","75.78,","56.84,",66.31,,,,,,,,,,,,,,,,
441,1990,19.0,"0.377,292.45,","74.98,","66.21,",70.59,,,,,,,,,,,,,,,,
442,1990,20.0,"0.400,292.96,","70.81,","71.32,",71.06,,,,,,,,,,,,,,,,
443,1990,21.0,"0.408,292.84,","61.84,","79.05,",70.44,,,,,,,,,,,,,,,,
444,1990,22.0,"0.413,292.77,","53.22,","82.61,",67.92,,,,,,,,,,,,,,,,
445,1990,23.0,"0.417,292.94,","47.16,","82.81,",64.99,,,,,,,,,,,,,,,,
446,1990,24.0,"0.421,293.19,","44.96,","83.52,",64.24,,,,,,,,,,,,,,,,
447,1990,25.0,"0.424,294.00,","46.03,","78.88,",62.45,,,,,,,,,,,,,,,,
448,1990,26.0,"0.422,294.63,","44.71,","74.30,",59.51,,,,,,,,,,,,,,,,
449,1990,27.0,"0.418,294.91,","44.45,","74.07,",59.26,,,,,,,,,,,,,,,,
450,1990,28.0,"0.415,295.11,","47.34,","74.64,",60.99,,,,,,,,,,,,,,,,
451,1990,29.0,"0.404,295.21,","46.24,","76.03,",61.14,,,,,,,,,,,,,,,,
452,1990,30.0,"0.390,295.16,","44.51,","78.06,",61.29,,,,,,,,,,,,,,,,
453,1990,31.0,"0.381,295.23,","44.14,","76.96,",60.55,,,,,,,,,,,,,,,,
454,1990,32.0,"0.376,295.48,","46.30,","71.32,",58.81,,,,,,,,,,,,,,,,
455,1990,33.0,"0.367,295.19,","48.12,","68.66,",58.39,,,,,,,,,,,,,,,,
456,1990,34.0,"0.359,294.47,","50.60,","69.11,",59.86,,,,,,,,,,,,,,,,
457,1990,35.0,"0.345,293.40,","52.00,","69.25,",60.63,,,,,,,,,,,,,,,,
458,1990,36.0,"0.328,291.98,","53.77,","70.86,",62.31,,,,,,,,,,,,,,,,
459,1990,37.0,"0.309,290.69,","55.74,","69.43,",62.59,,,,,,,,,,,,,,,,
460,1990,38.0,"0.293,289.56,","57.82,","64.88,",61.35,,,,,,,,,,,,,,,,
461,1990,39.0,"0.277,288.20,","59.76,","59.90,",59.83,,,,,,,,,,,,,,,,
462,1990,40.0,"0.257,286.52,","59.86,","54.89,",57.38,,,,,,,,,,,,,,,,
463,1990,41.0,"0.231,284.74,","57.86,","46.12,",51.99,,,,,,,,,,,,,,,,
464,1990,42.0,"0.197,282.83,","51.33,","38.05,",44.69,,,,,,,,,,,,,,,,
465,1990,43.0,"0.156,279.04,","40.99,","51.87,",46.43,,,,,,,,,,,,,,,,
466,1990,44.0,"0.125,275.66,","34.70,","51.11,",42.9,,,,,,,,,,,,,,,,
467,1990,45.0,"0.101,273.38,","29.70,","43.18,",36.44,,,,,,,,,,,,,,,,
468,1990,46.0,"0.081,270.64,","26.47,","42.72,",34.59,,,,,,,,,,,,,,,,
469,1990,47.0,"0.070,268.54,","28.14,","41.99,",35.07,,,,,,,,,,,,,,,,
470,1990,48.0,"0.059,266.77,","26.99,","43.24,",35.12,,,,,,,,,,,,,,,,
471,1990,49.0,"0.052,265.68,","25.73,","41.93,",33.83,,,,,,,,,,,,,,,,
472,1990,50.0,"0.050,265.20,","29.24,","36.88,",33.06,,,,,,,,,,,,,,,,
473,1990,51.0,"0.049,265.12,","34.85,","30.02,",32.43,,,,,,,,,,,,,,,,
474,1990,52.0,"0.053,265.27,","41.66,","25.44,",33.55,,,,,,,,,,,,,,,,
475,1991,1.0,"0.059,265.73,","50.80,","20.09,",35.45,,,,,,,,,,,,,,,,
476,1991,2.0,"0.067,266.63,","60.27,","16.10,",38.18,,,,,,,,,,,,,,,,
477,1991,3.0,"0.071,266.80,","64.73,","16.18,",40.45,,,,,,,,,,,,,,,,
478,1991,4.0,"0.068,265.02,","60.84,","24.81,",42.83,,,,,,,,,,,,,,,,
479,1991,5.0,"0.059,264.43,","49.64,","30.59,",40.11,,,,,,,,,,,,,,,,
480,1991,6.0,"0.051,264.98,","38.83,","34.22,",36.53,,,,,,,,,,,,,,,,
481,1991,7.0,"0.045,264.70,","29.74,","41.02,",35.38,,,,,,,,,,,,,,,,
482,1991,8.0,"0.045,265.52,","26.49,","44.50,",35.49,,,,,,,,,,,,,,,,
483,1991,9.0,"0.047,266.72,","25.22,","48.41,",36.82,,,,,,,,,,,,,,,,
484,1991,10.0,"0.050,269.19,","21.76,","49.95,",35.86,,,,,,,,,,,,,,,,
485,1991,11.0,"0.055,272.19,","19.40,","47.06,",33.23,,,,,,,,,,,,,,,,
486,1991,12.0,"0.068,276.44,","19.31,","41.84,",30.57,,,,,,,,,,,,,,,,
487,1991,13.0,"0.084,280.43,","20.39,","37.50,",28.94,,,,,,,,,,,,,,,,
488,1991,14.0,"0.098,283.16,","17.27,","37.10,",27.18,,,,,,,,,,,,,,,,
489,1991,15.0,"0.119,285.34,","15.51,","42.28,",28.89,,,,,,,,,,,,,,,,
490,1991,16.0,"0.153,287.24,","17.51,","50.47,",33.99,,,,,,,,,,,,,,,,
491,1991,17.0,"0.188,288.37,","19.63,","64.45,",42.04,,,,,,,,,,,,,,,,
492,1991,18.0,"0.230,290.12,","23.50,","70.79,",47.15,,,,,,,,,,,,,,,,
493,1991,19.0,"0.267,290.91,","23.20,","81.72,",52.46,,,,,,,,,,,,,,,,
494,1991,20.0,"0.309,291.37,","25.35,","87.11,",56.23,,,,,,,,,,,,,,,,
495,1991,21.0,"0.349,292.27,","29.50,","84.22,",56.86,,,,,,,,,,,,,,,,
496,1991,22.0,"0.381,293.07,","33.51,","79.35,",56.43,,,,,,,,,,,,,,,,
497,1991,23.0,"0.405,293.62,","38.77,","76.28,",57.52,,,,,,,,,,,,,,,,
498,1991,24.0,"0.426,294.42,","47.43,","71.80,",59.61,,,,,,,,,,,,,,,,
499,1991,25.0,"0.445,295.61,","58.20,","62.95,",60.57,,,,,,,,,,,,,,,,
500,1991,26.0,"0.453,296.37,","63.17,","56.54,",59.85,,,,,,,,,,,,,,,,
501,1991,27.0,"0.442,296.05,","58.15,","61.84,",60.0,,,,,,,,,,,,,,,,
502,1991,28.0,"0.433,295.94,","57.22,","65.49,",61.35,,,,,,,,,,,,,,,,
503,1991,29.0,"0.429,296.27,","59.70,","64.51,",62.11,,,,,,,,,,,,,,,,
504,1991,30.0,"0.424,296.39,","62.70,","65.13,",63.91,,,,,,,,,,,,,,,,
505,1991,31.0,"0.412,296.06,","60.71,","68.42,",64.57,,,,,,,,,,,,,,,,
506,1991,32.0,"0.393,295.43,","56.11,","72.14,",64.13,,,,,,,,,,,,,,,,
507,1991,33.0,"0.377,294.88,","53.72,","72.33,",63.02,,,,,,,,,,,,,,,,
508,1991,34.0,"0.363,294.48,","52.80,","69.06,",60.93,,,,,,,,,,,,,,,,
509,1991,35.0,"0.345,293.92,","52.49,","62.97,",57.73,,,,,,,,,,,,,,,,
510,1991,36.0,"0.323,292.98,","51.17,","58.15,",54.66,,,,,,,,,,,,,,,,
511,1991,37.0,"0.308,292.24,","54.84,","49.22,",52.03,,,,,,,,,,,,,,,,
512,1991,38.0,"0.296,291.74,","59.24,","35.59,",47.42,,,,,,,,,,,,,,,,
513,1991,39.0,"0.278,290.41,","60.14,","30.33,",45.24,,,,,,,,,,,,,,,,
514,1991,40.0,"0.252,288.15,","56.43,","33.24,",44.83,,,,,,,,,,,,,,,,
515,1991,41.0,"0.222,285.29,","51.41,","39.25,",45.33,,,,,,,,,,,,,,,,
516,1991,42.0,"0.192,281.72,","47.84,","52.13,",49.98,,,,,,,,,,,,,,,,
517,1991,43.0,"0.162,278.21,","44.30,","60.21,",52.25,,,,,,,,,,,,,,,,
518,1991,44.0,"0.128,274.58,","35.94,","59.95,",47.94,,,,,,,,,,,,,,,,
519,1991,45.0,"0.100,271.24,","29.01,","56.94,",42.98,,,,,,,,,,,,,,,,
520,1991,46.0,"0.083,269.06,","28.14,","51.42,",39.78,,,,,,,,,,,,,,,,
521,1991,47.0,"0.072,267.04,","29.67,","49.69,",39.68,,,,,,,,,,,,,,,,
522,1991,48.0,"0.063,265.29,","30.31,","50.22,",40.26,,,,,,,,,,,,,,,,
523,1991,49.0,"0.054,263.62,","27.17,","50.85,",39.01,,,,,,,,,,,,,,,,
524,1991,50.0,"0.053,263.09,","32.38,","45.49,",38.93,,,,,,,,,,,,,,,,
525,1991,51.0,"0.053,263.57,","38.46,","36.02,",37.24,,,,,,,,,,,,,,,,
526,1991,52.0,"0.051,263.42,","39.71,","32.14,",35.92,,,,,,,,,,,,,,,,
527,1992,1.0,"0.050,262.90,","41.16,","30.11,",35.64,,,,,,,,,,,,,,,,
528,1992,2.0,"0.049,262.86,","41.16,","29.70,",35.43,,,,,,,,,,,,,,,,
529,1992,3.0,"0.050,262.76,","42.48,","31.20,",36.84,,,,,,,,,,,,,,,,
530,1992,4.0,"0.050,262.86,","43.11,","33.00,",38.06,,,,,,,,,,,,,,,,
531,1992,5.0,"0.048,262.53,","39.50,","37.81,",38.66,,,,,,,,,,,,,,,,
532,1992,6.0,"0.046,262.55,","34.95,","43.16,",39.05,,,,,,,,,,,,,,,,
533,1992,7.0,"0.047,264.07,","31.64,","43.75,",37.69,,,,,,,,,,,,,,,,
534,1992,8.0,"0.049,266.11,","29.72,","43.02,",36.37,,,,,,,,,,,,,,,,
535,1992,9.0,"0.053,268.60,","28.97,","42.36,",35.66,,,,,,,,,,,,,,,,
536,1992,10.0,"0.056,271.13,","25.34,","43.25,",34.29,,,,,,,,,,,,,,,,
537,1992,11.0,"0.063,273.82,","23.30,","41.06,",32.18,,,,,,,,,,,,,,,,
538,1992,12.0,"0.074,276.47,","22.50,","42.00,",32.25,,,,,,,,,,,,,,,,
539,1992,13.0,"0.089,278.65,","22.75,","45.36,",34.06,,,,,,,,,,,,,,,,
540,1992,14.0,"0.111,281.43,","24.01,","45.75,",34.88,,,,,,,,,,,,,,,,
541,1992,15.0,"0.142,284.82,","26.65,","45.42,",36.04,,,,,,,,,,,,,,,,
542,1992,16.0,"0.177,287.58,","29.19,","47.98,",38.59,,,,,,,,,,,,,,,,
543,1992,17.0,"0.218,290.05,","33.72,","49.81,",41.76,,,,,,,,,,,,,,,,
544,1992,18.0,"0.265,292.07,","39.56,","51.66,",45.61,,,,,,,,,,,,,,,,
545,1992,19.0,"0.303,293.28,","40.01,","57.33,",48.67,,,,,,,,,,,,,,,,
546,1992,20.0,"0.332,293.97,","37.08,","61.01,",49.05,,,,,,,,,,,,,,,,
547,1992,21.0,"0.356,294.56,","33.69,","61.85,",47.77,,,,,,,,,,,,,,,,
548,1992,22.0,"0.373,294.80,","29.56,","63.16,",46.36,,,,,,,,,,,,,,,,
549,1992,23.0,"0.388,294.89,","28.51,","64.58,",46.54,,,,,,,,,,,,,,,,
550,1992,24.0,"0.405,295.20,","35.05,","64.68,",49.87,,,,,,,,,,,,,,,,
551,1992,25.0,"0.421,295.75,","44.20,","61.79,",53.0,,,,,,,,,,,,,,,,
552,1992,26.0,"0.430,296.46,","49.72,","55.57,",52.64,,,,,,,,,,,,,,,,
553,1992,27.0,"0.432,297.19,","52.91,","49.71,",51.31,,,,,,,,,,,,,,,,
554,1992,28.0,"0.426,298.02,","54.34,","42.55,",48.44,,,,,,,,,,,,,,,,
555,1992,29.0,"0.413,298.92,","51.95,","35.17,",43.56,,,,,,,,,,,,,,,,
556,1992,30.0,"0.394,299.67,","47.76,","29.90,",38.83,,,,,,,,,,,,,,,,
557,1992,31.0,"0.374,300.37,","41.99,","22.88,",32.44,,,,,,,,,,,,,,,,
558,1992,32.0,"0.356,300.60,","37.35,","17.42,",27.39,,,,,,,,,,,,,,,,
559,1992,33.0,"0.335,300.40,","32.50,","12.48,",22.49,,,,,,,,,,,,,,,,
560,1992,34.0,"0.313,299.48,","27.65,","11.90,",19.77,,,,,,,,,,,,,,,,
